municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
ARVOREZINHA,0,5,95,20,0,1,0,0,6,0,3,6,4,2009
"AUGUSTO PESTANA",0,3,50,2,0,0,0,0,2,0,1,1,0,2009
AUREA,0,0,17,1,0,0,0,0,0,0,0,2,0,2009
BAGE,11,89,2552,352,0,8,3,0,153,0,75,55,51,2009
"BALNEARIO PINHAL",2,15,552,73,0,4,1,0,12,0,12,9,17,2009
BARAO,0,0,28,4,0,0,0,0,5,0,1,1,1,2009
"BARAO DE COTEGIPE",0,0,70,11,0,0,0,0,2,0,1,1,2,2009
"BARAO DO TRIUNFO",2,7,87,10,0,0,1,0,0,0,0,7,2,2009
"BARRA DO GUARITA",0,1,65,2,0,0,0,0,1,1,0,14,1,2009
"BARRA DO QUARAI",0,0,73,2,0,0,0,0,2,1,1,2,0,2009
"BARRA DO RIBEIRO",1,1,196,20,0,5,0,0,9,0,5,5,3,2009
"BARRA DO RIO AZUL",0,0,10,0,0,0,0,0,0,0,0,0,0,2009
"BARRA FUNDA",0,0,25,2,0,0,0,0,1,0,0,1,0,2009
BARRACAO,1,5,56,3,0,1,0,0,3,0,0,4,0,2009
"BARROS CASSAL",2,7,75,12,0,0,0,0,5,0,0,6,0,2009
"BENJAMIN CONSTANT DO SUL",0,0,8,1,0,0,0,0,1,0,0,2,0,2009
"BENTO GONCALVES",10,186,2366,370,2,75,4,0,151,2,93,52,39,2009
"BOA VISTA DAS MISSOES",0,2,16,2,0,0,0,0,2,0,0,7,0,2009
"BOA VISTA DO BURICA",0,3,48,1,0,0,0,0,11,0,0,8,1,2009
"BOA VISTA DO CADEADO",0,0,31,2,0,0,0,0,3,1,0,1,0,2009
"BOA VISTA DO INCRA",0,1,25,0,0,1,0,0,2,0,1,0,0,2009
"BOA VISTA DO SUL",0,0,15,5,0,1,0,0,0,0,0,0,0,2009
"BOM JESUS",2,6,263,16,0,2,0,0,12,0,8,13,10,2009
"BOM PRINCIPIO",1,10,94,27,0,2,0,0,8,0,1,3,0,2009
"BOM PROGRESSO",0,2,18,0,0,0,0,0,1,0,0,0,0,2009
"BOM RETIRO DO SUL",0,10,164,13,0,2,0,0,8,0,1,3,2,2009
"BOQUEIRAO DO LEAO",1,8,46,15,0,2,0,0,2,0,1,1,0,2009
BOSSOROCA,0,0,88,4,0,0,0,0,7,0,1,7,1,2009
BOZANO,0,1,19,0,0,0,0,0,0,0,0,0,0,2009
BRAGA,2,4,66,2,0,3,0,0,4,0,0,3,0,2009
BROCHIER,0,1,13,3,0,1,0,0,0,0,2,0,0,2009
BUTIA,3,3,490,25,2,0,1,0,15,0,12,13,6,2009
"CACAPAVA DO SUL",2,20,632,37,0,3,0,0,21,1,6,28,9,2009
CACEQUI,2,2,328,9,0,0,0,0,19,1,3,3,6,2009
"CACHOEIRA DO SUL",4,38,1369,144,0,5,5,0,127,1,43,41,38,2009
CACHOEIRINHA,19,396,2165,915,2,329,4,0,195,1,174,49,97,2009
"CACIQUE DOBLE",0,1,35,3,0,0,1,0,0,0,0,1,0,2009
CAIBATE,1,0,34,0,0,1,0,0,1,0,0,2,1,2009
CAICARA,0,2,47,3,0,0,1,0,3,0,0,1,0,2009
CAMAQUA,8,117,1479,144,0,3,6,0,117,2,32,21,41,2009
CAMARGO,0,0,18,3,0,1,0,0,2,0,0,0,0,2009
"CAMBARA DO SUL",0,3,46,4,0,0,0,0,6,0,0,3,0,2009
"CAMPESTRE DA SERRA",0,0,38,6,0,1,0,0,0,0,0,2,1,2009
"CAMPINA DAS MISSOES",1,0,25,1,0,0,0,0,1,0,0,1,0,2009
"CAMPINAS DO SUL",0,1,12,3,0,0,0,0,1,0,3,2,1,2009
"CAMPO BOM",2,223,1127,290,0,97,6,0,36,1,59,23,7,2009
"CAMPO NOVO",2,4,89,4,0,1,0,0,7,0,2,4,3,2009
"CAMPOS BORGES",0,1,17,1,0,1,1,0,2,0,0,4,0,2009
CANDELARIA,8,19,527,38,0,13,0,0,25,0,13,21,19,2009
"CANDIDO GODOI",0,0,19,0,0,0,0,0,0,1,0,1,0,2009
CANDIOTA,3,11,192,6,0,1,1,0,30,0,0,3,1,2009
CANELA,0,47,830,60,0,1,2,0,77,1,37,21,26,2009
CANGUCU,1,30,434,57,0,1,1,0,29,0,5,25,6,2009
CANOAS,103,835,5525,3525,0,1138,24,0,532,6,224,211,276,2009
"CANUDOS DO VALE",0,0,8,0,0,0,0,0,0,0,0,2,0,2009
"CAPAO BONITO DO SUL",1,0,26,0,0,0,0,0,0,0,0,3,0,2009
"CAPAO DA CANOA",21,79,2173,279,0,33,7,1,110,1,75,44,36,2009
"CAPAO DO CIPO",1,0,69,1,0,2,0,0,1,0,0,4,0,2009
"CAPAO DO LEAO",0,4,557,50,0,4,0,0,11,0,11,11,5,2009
"CAPELA DE SANTANA",3,9,115,17,0,8,0,0,1,0,31,5,3,2009
CAPITAO,0,0,27,2,0,0,0,0,1,0,0,0,0,2009
"CAPIVARI DO SUL",0,3,32,2,0,2,0,0,1,0,2,0,0,2009
CARAA,0,1,32,5,0,0,0,0,1,0,1,2,0,2009
CARAZINHO,2,46,1612,188,0,16,2,0,110,0,28,25,18,2009
"CARLOS BARBOSA",0,10,283,31,0,17,2,0,20,0,12,2,3,2009
"CARLOS GOMES",0,0,7,0,0,0,0,0,0,0,0,0,0,2009
CASCA,0,5,66,13,0,2,2,0,6,0,0,5,2,2009
CASEIROS,1,1,21,1,0,1,0,0,2,0,0,0,0,2009
CATUIPE,0,4,156,7,0,0,0,0,13,0,2,16,1,2009
"CAXIAS DO SUL",87,1153,6638,2380,3,460,21,0,656,6,148,295,193,2009
CENTENARIO,0,0,7,0,0,0,0,0,0,0,0,0,0,2009
CERRITO,1,0,70,2,0,0,0,0,2,0,1,1,0,2009
"CERRO BRANCO",0,0,28,3,0,0,0,0,5,0,0,2,0,2009
"CERRO GRANDE",2,4,15,0,0,0,0,0,0,0,0,0,0,2009
"CERRO GRANDE DO SUL",1,9,126,7,0,2,0,0,4,0,1,6,6,2009
"CERRO LARGO",0,4,140,4,0,0,1,0,12,0,9,7,7,2009
CHAPADA,0,3,87,4,0,1,0,0,4,0,2,3,1,2009
CHARQUEADAS,1,14,527,39,0,2,2,0,31,0,79,17,67,2009
CHARRUA,0,0,22,1,0,0,0,0,3,0,1,0,0,2009
CHIAPETTA,0,0,53,1,0,0,0,0,7,0,0,4,0,2009
CHUI,0,9,137,12,0,0,0,0,12,1,8,4,3,2009
CHUVISCA,0,0,65,4,0,0,0,0,1,0,0,1,0,2009
CIDREIRA,5,16,925,77,0,10,0,0,31,2,33,8,22,2009
CIRIACO,2,3,79,2,1,3,0,0,2,1,0,5,0,2009
COLINAS,0,0,43,0,0,0,0,0,0,0,0,1,1,2009
COLORADO,0,0,22,0,0,0,0,0,2,0,0,1,0,2009
CONDOR,0,3,76,4,0,0,4,0,9,0,0,6,0,2009
CONSTANTINA,2,7,107,16,0,0,2,0,3,0,4,7,0,2009
"COQUEIRO BAIXO",0,0,8,0,0,0,0,0,1,0,0,0,0,2009
"COQUEIROS DO SUL",0,0,26,2,0,1,0,0,4,0,0,0,0,2009
"CORONEL BARROS",0,0,25,2,0,0,0,0,2,0,0,0,0,2009
"CORONEL BICACO",2,5,194,12,0,0,0,0,5,0,0,7,5,2009
"CORONEL PILAR",0,0,12,2,0,2,0,0,0,0,0,1,0,2009
COTIPORA,1,2,46,5,0,0,0,0,6,0,0,0,0,2009
COXILHA,0,1,30,3,0,2,0,0,0,1,1,2,0,2009
CRISSIUMAL,1,8,159,4,0,1,2,0,8,0,4,7,2,2009
CRISTAL,0,3,64,5,0,0,0,0,3,0,1,2,1,2009
"CRISTAL DO SUL",0,0,13,0,0,0,0,0,0,0,0,2,2,2009
"CRUZ ALTA",13,112,1698,195,0,13,3,0,165,1,48,70,63,2009
CRUZALTENSE,0,1,4,0,0,0,0,0,0,0,0,1,0,2009
"CRUZEIRO DO SUL",1,2,134,16,0,7,0,0,12,0,5,2,1,2009
"DAVID CANABARRO",0,3,29,0,0,0,0,0,1,0,0,2,0,2009
DERRUBADAS,0,1,18,0,0,0,0,0,1,0,0,1,0,2009
"DEZESSEIS DE NOVEMBRO",0,0,22,1,0,0,0,0,3,0,0,0,0,2009
"DILERMANDO DE AGUIAR",0,2,55,3,1,0,0,0,1,0,0,6,0,2009
"DOIS IRMAOS",2,42,192,37,0,17,1,0,49,0,2,2,4,2009
"DOIS IRMAOS DAS MISSOES",0,0,18,3,0,0,0,0,2,0,0,0,0,2009
"DOIS LAJEADOS",0,2,20,2,0,0,0,0,0,1,0,1,0,2009
"DOM FELICIANO",0,6,184,21,0,2,0,0,2,0,0,27,0,2009
"DOM PEDRITO",8,11,538,56,0,0,0,0,48,0,17,34,8,2009
"DOM PEDRO DE ALCANTARA",2,0,16,5,0,1,0,0,1,0,0,0,0,2009
"DONA FRANCISCA",0,2,90,3,0,0,0,0,3,0,0,4,0,2009
"DOUTOR RICARDO",0,4,13,1,0,0,0,0,1,0,0,3,0,2009
"DR MAURICIO CARDOSO",0,0,62,3,0,1,0,0,0,1,0,0,0,2009
"ELDORADO DO SUL",13,9,731,157,1,10,2,0,31,0,15,26,10,2009
ENCANTADO,1,12,256,37,0,3,0,0,18,0,13,13,11,2009
"ENCRUZILHADA DO SUL",8,27,719,56,1,0,2,0,37,1,6,18,6,2009
"ENGENHO VELHO",0,0,8,0,0,0,0,0,1,0,0,0,0,2009
"ENTRE IJUIS",0,2,75,6,0,0,0,0,2,0,0,3,0,2009
"ENTRE RIOS DO SUL",0,1,64,1,0,1,0,0,1,0,1,2,0,2009
EREBANGO,0,0,32,0,0,0,0,0,0,0,0,0,0,2009
ERECHIM,18,130,1391,336,1,14,5,0,98,7,63,117,49,2009
ERNESTINA,0,0,40,4,0,2,0,0,1,0,1,0,0,2009
"ERVAL GRANDE",0,6,40,2,0,1,0,0,1,0,0,1,0,2009
"ERVAL SECO",2,3,61,6,0,0,0,0,1,0,0,1,0,2009
ESMERALDA,1,0,41,0,0,0,1,0,3,0,0,4,0,2009
"ESPERANCA DO SUL",0,0,20,0,0,0,0,0,0,0,0,1,0,2009
ESPUMOSO,1,2,142,3,0,0,1,0,10,0,11,4,11,2009
ESTACAO,0,0,67,3,0,0,0,0,2,1,0,4,1,2009
"ESTANCIA VELHA",1,82,487,136,0,92,6,0,35,0,24,8,10,2009
ESTEIO,19,189,1737,895,0,163,11,2,140,4,28,26,27,2009
ESTRELA,1,38,618,41,0,12,0,0,33,1,47,7,10,2009
"ESTRELA VELHA",0,0,15,1,0,0,0,0,4,0,0,4,0,2009
"EUGENIO DE CASTRO",0,0,36,0,0,0,0,0,1,0,0,5,0,2009
"FAGUNDES VARELA",0,0,18,0,0,0,0,0,0,0,0,1,0,2009
FARROUPILHA,5,43,1035,192,0,61,5,0,77,0,44,29,19,2009
"FAXINAL DO SOTURNO",0,1,90,5,0,0,0,0,7,0,0,0,1,2009
FAXINALZINHO,1,1,15,3,0,0,0,0,1,0,0,4,0,2009
"FAZENDA VILA NOVA",0,2,66,12,0,2,0,0,3,0,2,2,1,2009
FELIZ,0,4,107,25,0,1,1,0,15,0,12,10,1,2009
"FLORES DA CUNHA",2,33,320,28,0,12,0,0,23,0,8,6,4,2009
"FLORIANO PEIXOTO",0,0,16,0,0,0,0,0,0,0,0,0,0,2009
"FONTOURA XAVIER",2,10,153,21,0,0,0,0,3,0,1,5,0,2009
FORMIGUEIRO,0,3,95,5,0,1,0,0,13,0,0,6,1,2009
FORQUETINHA,0,0,14,1,0,0,0,0,0,0,3,1,0,2009
"FORTALEZA DOS VALOS",0,0,32,0,0,0,0,0,3,0,0,3,0,2009
"FREDERICO WESTPHALEN",4,34,742,40,0,4,0,0,23,0,40,35,9,2009
GARIBALDI,1,30,226,47,0,28,1,0,13,2,12,8,2,2009
GARRUCHOS,0,1,78,2,0,0,1,0,0,0,0,5,0,2009
GAURAMA,0,1,45,1,0,0,0,0,0,0,3,1,3,2009
"GENERAL CAMARA",0,1,154,11,0,0,0,0,1,0,0,1,2,2009
GENTIL,0,0,21,0,0,0,0,0,1,0,0,1,0,2009
"GETULIO VARGAS",0,6,184,27,0,4,0,0,14,0,6,8,9,2009
GIRUA,3,7,271,15,0,2,0,0,12,0,10,13,2,2009
GLORINHA,0,1,94,7,0,3,0,0,4,0,5,6,0,2009
GRAMADO,3,18,690,47,0,2,5,1,68,0,48,6,23,2009
"GRAMADO DOS LOUREIROS",0,1,26,0,0,0,0,0,3,0,1,5,0,2009
"GRAMADO XAVIER",0,3,30,5,0,1,1,0,1,0,0,3,1,2009
GRAVATAI,45,618,3269,1402,0,339,13,2,291,2,159,114,192,2009
GUABIJU,0,1,11,1,0,0,0,0,0,0,0,0,0,2009
GUAIBA,34,67,1374,505,0,31,1,0,146,2,57,52,40,2009
GUAPORE,4,40,336,24,0,1,1,0,37,2,28,6,13,2009
"GUARANI DAS MISSOES",0,0,122,12,0,0,0,0,2,1,1,3,0,2009
HARMONIA,0,1,22,1,0,1,1,0,0,0,0,0,0,2009
HERVAL,0,0,156,0,0,0,0,0,5,0,0,5,0,2009
HERVEIRAS,1,1,9,1,0,0,0,0,0,0,0,1,0,2009
HORIZONTINA,1,12,236,17,0,0,0,0,11,0,1,5,0,2009
"HULHA NEGRA",0,4,68,3,0,0,0,0,2,0,0,2,0,2009
HUMAITA,0,1,32,0,0,0,0,0,6,0,1,5,0,2009
IBARAMA,1,1,34,0,0,0,0,0,3,0,0,2,0,2009
IBIACA,0,1,64,2,0,0,0,0,3,0,0,2,0,2009
IBIRAIARAS,1,9,91,6,0,0,0,0,3,0,0,2,0,2009
IBIRAPUITA,2,0,35,5,0,0,0,0,0,1,0,3,0,2009
IBIRUBA,1,15,379,17,0,0,2,0,39,1,3,20,14,2009
IGREJINHA,3,48,594,71,0,20,2,0,66,0,25,14,49,2009
IJUI,5,137,2008,214,0,8,10,0,104,2,131,52,35,2009
ILOPOLIS,0,1,29,8,0,0,0,0,0,0,0,4,1,2009
IMBE,3,30,1474,102,0,18,2,0,39,0,25,5,19,2009
IMIGRANTE,0,1,8,0,0,0,0,0,2,0,0,0,0,2009
INDEPENDENCIA,0,2,68,6,0,0,2,0,4,0,2,6,0,2009
INHACORA,0,1,34,0,0,0,0,0,1,0,0,2,0,2009
IPE,2,2,87,7,0,0,0,0,7,0,0,3,1,2009
"IPIRANGA DO SUL",0,1,9,0,0,0,0,0,3,0,0,1,1,2009
IRAI,0,4,133,7,0,2,1,0,2,0,2,5,5,2009
ITAARA,2,1,95,2,0,0,0,0,3,0,1,1,0,2009
ITACURUBI,0,0,62,0,0,0,0,0,2,0,0,5,0,2009
ITAPUCA,0,0,15,0,0,0,0,0,2,0,0,2,0,2009
ITAQUI,3,11,515,121,0,2,0,0,31,0,23,31,27,2009
ITATI,1,1,35,0,0,0,0,0,0,0,1,3,2,2009
"ITATIBA DO SUL",1,1,14,1,0,0,0,0,2,0,0,4,0,2009
IVORA,0,1,33,2,0,0,0,0,0,0,0,0,0,2009
IVOTI,1,40,183,23,0,14,0,0,14,1,3,1,2,2009
JABOTICABA,0,1,25,1,0,0,1,0,0,0,0,7,0,2009
JACUIZINHO,0,1,20,1,0,0,0,0,0,0,0,2,0,2009
JACUTINGA,0,1,24,3,0,0,0,0,3,0,0,1,0,2009
JAGUARAO,2,20,410,20,0,0,1,1,33,0,9,9,6,2009
JAGUARI,0,1,96,3,0,0,1,0,9,0,4,6,1,2009
JAQUIRANA,2,3,61,7,0,1,1,0,1,0,2,5,1,2009
JARI,2,0,19,0,0,0,0,0,1,0,0,1,0,2009
JOIA,0,0,49,3,0,1,0,0,10,0,0,7,0,2009
"JULIO DE CASTILHOS",1,4,389,30,0,0,1,0,26,0,9,13,8,2009
"LAGOA BONITA DO SUL",0,0,28,3,0,0,0,0,0,0,0,0,0,2009
"LAGOA DOS TRES CANTOS",0,3,11,0,0,0,0,0,0,0,1,0,0,2009
"LAGOA VERMELHA",4,13,607,43,0,11,3,0,38,0,14,21,11,2009
LAGOAO,1,0,23,2,0,0,0,0,2,0,0,4,0,2009
LAJEADO,8,129,1294,230,0,44,6,0,104,2,166,49,49,2009
"LAJEADO DO BUGRE",0,0,11,1,0,0,0,0,1,0,2,4,0,2009
"LAVRAS DO SUL",0,1,83,0,0,0,0,0,2,0,0,0,2,2009
"LIBERATO SALZANO",3,0,22,1,0,0,0,0,1,0,0,1,0,2009
"LINDOLFO COLLOR",0,1,26,3,0,1,1,0,1,0,2,0,0,2009
"LINHA NOVA",0,0,7,0,0,0,0,0,0,0,0,0,0,2009
MACAMBARA,1,0,48,1,0,1,0,0,0,0,0,3,0,2009
MACHADINHO,0,1,62,1,0,0,0,0,1,0,1,6,1,2009
MAMPITUBA,1,1,14,0,0,0,0,0,0,0,0,2,0,2009
"MANOEL VIANA",0,0,113,4,0,1,0,0,6,0,1,5,1,2009
MAQUINE,1,1,71,10,0,1,0,0,1,0,0,2,1,2009
MARATA,0,2,16,0,0,1,0,0,0,0,0,0,0,2009
MARAU,2,66,505,60,0,44,2,0,43,2,22,11,11,2009
"MARCELINO RAMOS",0,0,51,2,0,0,0,0,3,0,3,1,2,2009
"MARIANA PIMENTEL",0,1,59,8,0,1,0,0,0,0,3,3,0,2009
"MARIANO MORO",0,0,6,0,0,0,0,0,0,0,0,0,0,2009
"MARQUES DE SOUZA",0,0,31,4,0,0,1,0,5,0,2,4,0,2009
MATA,1,1,82,1,0,0,0,0,3,0,0,4,0,2009
"MATO CASTELHANO",0,1,40,2,0,4,0,0,0,0,0,2,0,2009
"MATO LEITAO",0,0,39,2,0,0,0,0,5,0,2,2,0,2009
"MATO QUEIMADO",0,0,7,0,0,0,0,0,0,0,0,0,0,2009
"MAXIMILIANO DE ALMEIDA",1,0,29,1,0,0,0,0,5,0,0,8,2,2009
"MINAS DO LEAO",1,0,79,4,0,0,0,0,4,0,1,2,2,2009
MIRAGUAI,3,1,83,3,0,0,0,0,2,0,1,2,3,2009
MONTAURI,0,0,4,0,0,0,0,0,0,0,0,0,0,2009
"MONTE ALEGRE DOS CAMPOS",0,0,12,1,0,0,0,0,0,0,0,2,0,2009
"MONTE BELO DO SUL",0,0,32,2,0,2,0,0,0,0,1,4,0,2009
MONTENEGRO,6,61,1183,120,0,17,2,0,100,1,106,22,71,2009
MORMACO,0,0,21,1,0,2,0,0,4,0,0,2,0,2009
"MORRINHOS DO SUL",0,0,9,0,0,0,0,0,0,0,0,1,2,2009
"MORRO REDONDO",1,0,41,2,0,1,0,0,1,0,0,3,0,2009
"MORRO REUTER",0,1,40,6,0,2,0,0,1,0,0,1,0,2009
MOSTARDAS,0,1,285,19,0,0,0,0,15,0,16,6,12,2009
MUCUM,0,1,57,5,0,0,0,0,1,0,1,0,0,2009
"MUITOS CAPOES",0,0,44,1,0,2,0,0,1,0,0,4,0,2009
MULITERNO,0,0,13,1,0,0,0,0,0,0,0,0,0,2009
NAO-ME-TOQUE,0,11,369,31,0,5,1,0,15,0,11,5,2,2009
"NICOLAU VERGUEIRO",0,0,17,0,1,1,0,0,2,0,1,0,0,2009
NONOAI,3,10,243,17,1,0,1,0,4,0,2,12,3,2009
"NOVA ALVORADA",0,3,26,3,0,0,0,0,1,0,0,3,0,2009
"NOVA ARACA",0,3,38,0,0,3,1,0,1,0,1,0,0,2009
"NOVA BASSANO",1,8,66,10,0,3,1,0,3,0,0,1,0,2009
"NOVA BOA VISTA",0,1,13,0,0,0,0,0,0,0,0,0,0,2009
"NOVA BRESCIA",1,1,18,0,0,0,0,0,0,0,0,2,0,2009
"NOVA CANDELARIA",0,0,12,0,0,0,0,0,0,0,0,3,0,2009
"NOVA ESPERANCA DO SUL",0,0,39,0,0,0,0,0,2,0,0,5,0,2009
"NOVA HARTZ",2,5,151,38,0,3,2,0,26,0,7,6,6,2009
"NOVA PADUA",0,2,7,6,0,0,0,0,0,0,0,0,0,2009
"NOVA PALMA",2,0,84,5,0,0,0,0,9,0,1,9,0,2009
"NOVA PETROPOLIS",0,7,143,9,1,2,4,0,16,0,7,2,2,2009
"NOVA PRATA",1,39,284,16,0,3,1,0,51,0,14,5,9,2009
"NOVA RAMADA",0,2,22,0,0,0,0,0,3,0,0,1,0,2009
"NOVA ROMA DO SUL",0,1,24,3,0,0,0,0,1,0,0,0,0,2009
"NOVA SANTA RITA",1,7,232,34,0,6,0,0,4,0,5,5,3,2009
"NOVO BARREIRO",0,2,33,0,0,0,0,0,3,0,0,5,0,2009
"NOVO CABRAIS",0,4,41,2,0,0,0,0,2,0,0,4,2,2009
"NOVO HAMBURGO",37,1169,4146,1953,0,770,28,0,444,3,148,118,96,2009
"NOVO MACHADO",0,0,11,2,0,0,0,0,1,0,0,2,0,2009
"NOVO TIRADENTES",0,0,5,0,0,0,0,0,0,0,0,0,0,2009
"NOVO XINGU",0,0,7,3,1,0,0,0,0,0,0,0,0,2009
OSORIO,0,35,904,87,0,9,1,0,46,0,75,12,49,2009
"OUTROS LOCAIS",0,0,294,0,0,0,0,0,3,0,0,0,0,2009
"PAIM FILHO",0,0,32,0,0,0,0,0,1,0,0,2,0,2009
"PALMARES DO SUL",1,3,490,15,0,1,0,0,7,1,8,10,5,2009
"PALMEIRA DAS MISSOES",9,20,736,64,0,3,3,0,39,0,7,39,16,2009
PALMITINHO,0,5,50,0,0,1,0,0,5,0,1,2,0,2009
PANAMBI,2,18,441,23,1,1,5,0,48,3,4,14,6,2009
"PANTANO GRANDE",3,3,149,11,0,1,0,0,5,0,3,3,3,2009
PARAI,0,4,67,3,0,0,3,0,3,0,6,3,0,2009
"PARAISO DO SUL",0,1,68,8,1,0,0,0,2,1,1,4,3,2009
"PARECI NOVO",0,4,33,2,0,0,0,0,2,0,3,1,0,2009
PAROBE,4,46,566,147,0,44,6,1,73,0,13,22,67,2009
"PASSA SETE",0,0,42,1,0,0,0,0,1,0,0,5,0,2009
"PASSO DO SOBRADO",1,4,77,7,0,0,0,0,2,0,0,2,0,2009
"PASSO FUNDO",37,551,2919,1425,3,300,16,0,202,5,91,142,86,2009
"PAULO BENTO",0,1,36,1,0,0,0,0,1,0,0,1,0,2009
PAVERAMA,0,2,68,4,0,1,1,0,5,0,0,0,0,2009
"PEDRAS ALTAS",0,0,73,0,0,0,0,0,0,0,0,2,2,2009
"PEDRO OSORIO",0,4,193,8,0,1,0,0,3,0,0,2,3,2009
PEJUCARA,0,1,31,3,0,0,0,0,0,0,0,0,0,2009
PELOTAS,37,326,5553,2145,6,248,21,1,375,0,123,143,82,2009
"PICADA CAFE",0,0,15,7,0,1,0,0,5,0,0,1,0,2009
PINHAL,1,0,20,3,0,0,0,0,2,0,0,3,0,2009
"PINHAL DA SERRA",0,0,25,0,0,0,0,0,0,0,0,2,0,2009
"PINHAL GRANDE",0,0,50,4,0,0,0,0,15,0,0,3,0,2009
"PINHEIRINHO DO VALE",1,2,13,0,0,0,0,0,1,0,0,0,0,2009
"PINHEIRO MACHADO",3,4,261,25,0,0,2,0,12,0,5,7,11,2009
PIRAPO,0,0,48,1,1,0,0,0,0,0,0,1,0,2009
PIRATINI,0,2,236,10,0,2,0,0,10,1,1,13,2,2009
PLANALTO,1,1,182,14,0,1,0,0,6,1,1,9,2,2009
"POCO DAS ANTAS",0,1,6,0,0,0,0,0,0,0,0,0,0,2009
PONTAO,1,0,51,12,0,4,0,0,1,0,0,2,0,2009
"PONTE PRETA",0,0,19,1,0,0,0,0,0,0,0,0,0,2009
PORTAO,7,54,467,109,0,30,0,0,26,1,34,15,38,2009
"PORTO ALEGRE",359,4850,35880,20299,18,6077,168,2,4960,32,2646,803,2108,2009
"PORTO LUCENA",0,1,44,2,0,0,0,0,1,0,0,3,0,2009
"PORTO MAUA",1,0,15,0,0,0,0,0,0,0,0,1,0,2009
"PORTO VERA CRUZ",0,0,18,1,0,0,0,0,0,0,0,1,1,2009
"PORTO XAVIER",0,4,130,2,0,0,0,0,8,0,3,15,2,2009
"POUSO NOVO",0,0,26,2,1,3,0,0,1,0,0,2,0,2009
"PRESIDENTE LUCENA",0,1,10,1,0,0,0,0,0,0,4,3,0,2009
PROGRESSO,1,4,48,3,0,2,0,0,1,0,0,8,0,2009
"PROTASIO ALVES",0,0,20,2,0,0,0,0,1,0,0,0,0,2009
PUTINGA,0,0,43,5,0,0,0,0,1,0,0,10,0,2009
QUARAI,3,12,332,10,1,0,0,0,17,0,13,18,7,2009
"QUATRO IRMAOS",0,0,28,0,0,0,0,0,0,0,0,1,0,2009
QUEVEDOS,0,0,31,0,0,0,0,0,0,1,0,1,0,2009
"QUINZE DE NOVEMBRO",0,0,28,0,0,0,0,0,5,0,0,3,0,2009
REDENTORA,2,6,99,9,0,0,0,0,3,0,0,7,0,2009
RELVADO,0,1,9,5,0,1,0,0,1,0,0,0,0,2009
"RESTINGA SECA",1,4,236,10,0,0,2,0,11,0,4,9,3,2009
"RIO DOS INDIOS",0,0,37,0,0,0,0,0,0,0,0,6,0,2009
"RIO GRANDE",18,189,4354,1204,0,27,52,0,205,1,127,106,174,2009
"RIO PARDO",4,18,792,64,0,1,0,0,46,0,15,17,14,2009
RIOZINHO,0,2,34,3,0,0,0,0,1,0,3,1,2,2009
"ROCA SALES",1,2,117,5,0,0,0,0,3,0,10,1,5,2009
"RODEIO BONITO",1,2,53,2,0,0,0,0,2,0,0,3,3,2009
