municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
CATUIPE,2,2,197,5,0,1,1,0,7,0,1,9,0,2006
"CAXIAS DO SUL",88,1656,7841,2326,4,643,22,2,529,0,164,343,77,2006
CENTENARIO,0,0,10,1,0,0,0,0,0,0,0,3,0,2006
CERRITO,0,0,97,5,0,0,0,0,1,0,2,0,0,2006
"CERRO BRANCO",1,2,31,0,0,0,1,0,3,0,0,4,1,2006
"CERRO GRANDE",1,1,21,1,0,0,0,0,0,0,0,2,0,2006
"CERRO GRANDE DO SUL",4,16,166,20,1,0,1,0,8,0,0,9,0,2006
"CERRO LARGO",1,7,221,11,0,1,0,0,20,0,9,11,4,2006
CHAPADA,0,5,107,2,0,1,0,0,10,0,0,3,1,2006
CHARQUEADAS,8,11,533,48,0,2,0,0,20,1,56,18,54,2006
CHARRUA,0,0,17,3,0,0,0,0,0,0,0,1,0,2006
CHIAPETTA,1,2,33,5,0,0,0,0,3,0,0,3,0,2006
CHUI,1,2,152,6,0,0,0,0,3,0,0,0,0,2006
CHUVISCA,0,1,69,7,0,0,1,0,6,0,0,1,0,2006
CIDREIRA,1,19,1016,66,1,5,0,0,26,1,33,9,14,2006
CIRIACO,1,8,119,5,0,1,0,0,2,0,0,10,1,2006
COLINAS,0,0,18,3,0,0,0,0,1,0,0,0,0,2006
COLORADO,0,3,31,0,0,0,0,0,1,0,0,0,0,2006
CONDOR,0,2,82,5,0,0,0,0,10,0,1,2,1,2006
CONSTANTINA,2,10,119,8,0,0,5,0,5,1,0,11,2,2006
"COQUEIRO BAIXO",0,0,10,0,0,0,0,0,0,0,0,1,0,2006
"COQUEIROS DO SUL",0,1,30,5,0,0,0,0,0,0,0,0,0,2006
"CORONEL BARROS",0,0,17,0,0,0,0,0,2,0,0,0,0,2006
"CORONEL BICACO",2,12,217,9,0,0,0,0,6,0,0,13,0,2006
"CORONEL PILAR",0,0,7,1,0,0,0,0,1,1,0,0,0,2006
COTIPORA,0,6,52,3,0,0,0,0,2,0,1,2,0,2006
COXILHA,0,0,40,2,0,2,0,0,3,0,1,2,2,2006
CRISSIUMAL,1,7,220,3,0,0,0,0,13,1,0,15,0,2006
CRISTAL,0,1,57,12,0,0,0,0,6,0,0,3,1,2006
"CRISTAL DO SUL",0,2,28,0,0,0,0,0,0,0,0,0,0,2006
"CRUZ ALTA",5,141,2207,220,0,18,4,0,151,7,19,90,35,2006
CRUZALTENSE,0,0,5,0,0,0,0,0,1,0,0,1,0,2006
"CRUZEIRO DO SUL",0,3,114,26,0,5,1,0,21,0,2,2,0,2006
"DAVID CANABARRO",0,7,34,0,0,0,0,0,6,0,0,3,0,2006
DERRUBADAS,0,1,45,0,0,0,0,0,2,0,0,3,0,2006
"DEZESSEIS DE NOVEMBRO",0,1,34,1,1,0,0,0,2,0,0,7,0,2006
"DILERMANDO DE AGUIAR",0,0,62,1,0,0,0,0,2,0,0,5,1,2006
"DOIS IRMAOS",6,44,327,39,0,20,8,0,111,0,6,6,2,2006
"DOIS IRMAOS DAS MISSOES",0,1,11,2,0,0,0,0,1,0,0,1,0,2006
"DOIS LAJEADOS",0,3,27,5,1,0,0,0,2,1,0,0,0,2006
"DOM FELICIANO",5,9,187,18,0,0,2,0,12,0,0,15,1,2006
"DOM PEDRITO",2,6,820,52,0,3,2,0,46,0,4,35,5,2006
"DOM PEDRO DE ALCANTARA",0,3,29,3,0,0,0,0,1,0,2,0,0,2006
"DONA FRANCISCA",0,1,101,3,0,0,0,0,1,0,0,2,0,2006
"DOUTOR RICARDO",0,1,28,0,0,0,0,0,1,0,0,1,0,2006
"DR MAURICIO CARDOSO",0,1,54,1,0,0,1,0,0,0,0,2,0,2006
"ELDORADO DO SUL",8,2,828,158,0,11,0,0,28,0,11,26,9,2006
ENCANTADO,3,24,357,33,0,5,6,0,17,1,14,9,6,2006
"ENCRUZILHADA DO SUL",3,25,436,24,0,2,1,0,28,2,6,14,2,2006
"ENGENHO VELHO",0,0,10,0,0,0,0,0,0,0,0,1,0,2006
"ENTRE IJUIS",0,1,110,8,0,1,0,0,3,1,0,14,0,2006
"ENTRE RIOS DO SUL",1,1,31,0,0,0,0,0,0,0,0,0,0,2006
EREBANGO,0,0,29,3,0,1,0,0,1,0,0,2,0,2006
ERECHIM,12,99,2028,260,1,11,9,0,132,1,27,103,68,2006
ERNESTINA,0,1,51,2,0,0,0,0,6,0,0,2,1,2006
"ERVAL GRANDE",0,1,15,1,0,0,0,0,1,0,0,1,0,2006
"ERVAL SECO",0,2,35,5,0,0,0,0,0,0,0,6,0,2006
ESMERALDA,1,2,38,5,0,0,1,0,2,0,0,7,0,2006
"ESPERANCA DO SUL",0,0,18,1,0,0,0,0,0,1,0,1,0,2006
ESPUMOSO,0,11,192,6,0,1,0,0,19,0,6,8,5,2006
ESTACAO,0,0,65,1,0,0,0,0,2,0,0,4,0,2006
"ESTANCIA VELHA",1,85,691,137,0,79,1,0,66,0,21,16,8,2006
ESTEIO,16,155,2311,1109,1,389,7,0,162,2,11,33,10,2006
ESTRELA,1,60,673,89,0,13,1,0,44,0,18,15,4,2006
"ESTRELA VELHA",1,1,16,0,0,0,0,0,1,0,0,3,0,2006
"EUGENIO DE CASTRO",0,0,44,4,0,0,0,0,2,0,0,5,0,2006
"FAGUNDES VARELA",0,0,20,0,0,0,0,0,3,0,0,0,1,2006
FARROUPILHA,3,113,1027,229,0,108,10,0,104,0,14,24,7,2006
"FAXINAL DO SOTURNO",1,1,107,5,0,0,1,0,9,0,0,5,1,2006
FAXINALZINHO,0,0,22,1,0,0,0,0,1,0,0,2,0,2006
"FAZENDA VILA NOVA",0,5,71,4,0,1,1,0,1,0,0,4,0,2006
FELIZ,0,16,91,10,0,3,0,0,7,0,3,3,1,2006
"FLORES DA CUNHA",0,38,322,54,1,19,1,0,22,0,7,13,0,2006
"FLORIANO PEIXOTO",0,0,12,2,0,1,0,0,7,0,0,1,0,2006
"FONTOURA XAVIER",2,5,155,19,0,3,1,0,11,0,0,15,0,2006
FORMIGUEIRO,1,0,83,4,0,0,0,0,11,0,2,14,0,2006
FORQUETINHA,1,0,15,2,0,2,0,0,0,0,0,1,0,2006
"FORTALEZA DOS VALOS",0,0,58,1,0,0,0,0,2,0,0,2,0,2006
"FREDERICO WESTPHALEN",6,26,703,58,0,4,0,0,31,1,4,20,1,2006
GARIBALDI,1,61,401,44,0,17,3,0,22,1,3,1,1,2006
GARRUCHOS,0,1,86,2,0,0,0,0,0,0,1,1,0,2006
GAURAMA,0,0,53,3,0,0,0,0,5,0,2,1,0,2006
"GENERAL CAMARA",0,3,171,12,0,3,2,0,3,0,1,2,1,2006
GENTIL,0,2,31,1,0,1,0,0,0,0,0,0,0,2006
"GETULIO VARGAS",2,6,224,31,0,1,3,0,16,0,3,7,1,2006
GIRUA,1,11,433,13,0,1,1,0,18,2,0,10,4,2006
GLORINHA,0,2,106,12,0,4,0,0,5,0,0,4,0,2006
GRAMADO,1,36,674,32,0,4,2,0,41,1,44,5,5,2006
"GRAMADO DOS LOUREIROS",1,0,15,1,0,0,0,0,0,0,0,0,0,2006
"GRAMADO XAVIER",0,0,48,5,0,0,0,0,0,0,0,6,0,2006
GRAVATAI,18,281,4036,1364,3,325,7,0,330,6,100,127,33,2006
GUABIJU,0,0,21,3,0,0,0,0,0,0,0,2,0,2006
GUAIBA,25,68,1471,671,2,67,6,0,52,0,32,53,11,2006
GUAPORE,1,27,272,23,1,3,0,0,38,0,10,15,7,2006
"GUARANI DAS MISSOES",1,3,88,11,0,0,0,0,2,0,0,10,0,2006
HARMONIA,0,1,23,3,0,1,0,0,1,0,0,0,0,2006
HERVAL,1,0,96,8,0,1,0,0,5,0,0,6,0,2006
HERVEIRAS,0,0,14,2,0,0,0,0,2,0,0,3,0,2006
HORIZONTINA,0,20,179,9,1,2,3,0,13,0,2,5,1,2006
"HULHA NEGRA",0,0,57,0,0,0,1,0,8,0,0,3,0,2006
HUMAITA,1,3,82,1,0,2,0,0,7,0,0,4,0,2006
IBARAMA,0,1,36,0,0,0,0,0,5,0,0,4,0,2006
IBIACA,0,0,46,3,0,0,0,0,1,0,1,1,0,2006
IBIRAIARAS,1,9,80,2,0,2,0,1,8,0,0,2,0,2006
IBIRAPUITA,0,1,22,4,0,1,0,0,5,0,0,4,0,2006
IBIRUBA,0,16,350,16,0,4,5,0,65,1,4,14,11,2006
IGREJINHA,2,28,539,121,0,14,2,0,47,0,26,19,10,2006
IJUI,5,186,2143,231,0,7,1,0,132,3,47,43,27,2006
ILOPOLIS,1,1,23,7,0,0,0,0,2,0,1,0,0,2006
IMBE,0,32,1594,66,0,6,1,0,38,0,56,6,15,2006
IMIGRANTE,0,1,20,1,0,0,1,0,0,0,0,0,1,2006
INDEPENDENCIA,1,5,133,2,0,0,1,0,2,0,0,4,0,2006
INHACORA,0,2,26,0,0,0,0,0,1,0,0,5,0,2006
IPE,0,2,73,8,0,2,1,0,7,0,2,7,1,2006
"IPIRANGA DO SUL",0,1,12,0,0,0,0,0,1,0,0,0,0,2006
IRAI,3,5,126,6,0,0,0,0,8,1,1,11,8,2006
ITAARA,1,2,145,7,0,0,1,0,10,0,1,12,0,2006
ITACURUBI,0,0,28,0,0,0,0,0,2,1,0,5,0,2006
ITAPUCA,2,0,36,1,0,0,0,0,0,0,0,6,0,2006
ITAQUI,3,5,599,65,0,1,1,0,43,1,11,56,14,2006
ITATI,0,1,24,5,0,0,0,0,1,0,0,2,0,2006
"ITATIBA DO SUL",2,2,18,0,0,0,0,0,1,0,0,4,0,2006
IVORA,0,1,28,2,0,0,0,0,0,0,0,0,0,2006
IVOTI,0,27,188,30,0,16,1,0,14,0,1,1,2,2006
JABOTICABA,2,2,25,2,0,0,0,0,9,0,2,5,0,2006
JACUIZINHO,0,0,16,0,0,0,0,0,0,0,0,2,0,2006
JACUTINGA,0,5,28,0,0,0,0,0,4,0,0,2,0,2006
JAGUARAO,3,8,466,24,0,1,2,0,33,0,12,11,1,2006
JAGUARI,2,0,149,7,0,0,0,0,17,0,6,6,3,2006
JAQUIRANA,2,2,42,6,0,1,0,0,2,0,2,5,0,2006
JARI,0,0,40,1,0,0,0,0,0,0,0,7,0,2006
JOIA,1,0,79,5,1,1,0,0,1,0,0,11,0,2006
"JULIO DE CASTILHOS",1,4,357,33,0,0,1,0,25,0,15,32,5,2006
"LAGOA BONITA DO SUL",0,0,17,1,0,0,0,0,12,2,0,1,0,2006
"LAGOA DOS TRES CANTOS",0,2,13,0,0,0,0,0,2,0,0,2,0,2006
"LAGOA VERMELHA",0,24,527,35,0,1,3,0,67,0,13,38,25,2006
LAGOAO,1,0,36,2,0,0,0,0,2,0,0,5,0,2006
LAJEADO,7,112,1616,396,2,69,11,0,154,2,137,44,26,2006
"LAJEADO DO BUGRE",0,1,20,0,0,0,0,0,0,0,0,5,0,2006
"LAVRAS DO SUL",2,0,73,2,0,0,0,0,5,0,1,6,1,2006
"LIBERATO SALZANO",0,1,55,4,0,0,0,0,1,0,0,12,0,2006
"LINDOLFO COLLOR",0,1,31,4,0,1,0,0,0,0,0,1,0,2006
"LINHA NOVA",0,0,8,0,0,0,0,0,0,0,0,0,0,2006
MACAMBARA,0,0,57,2,0,1,0,0,1,0,0,2,0,2006
MACHADINHO,0,1,72,0,0,0,0,0,5,0,1,6,0,2006
MAMPITUBA,1,0,13,3,0,0,0,0,1,0,0,1,0,2006
"MANOEL VIANA",2,1,120,5,0,1,0,0,4,0,0,8,0,2006
MAQUINE,0,2,94,8,0,1,0,0,2,0,0,3,1,2006
MARATA,0,1,12,1,0,1,0,0,1,0,0,1,0,2006
MARAU,1,76,437,48,0,18,0,0,44,1,4,22,2,2006
"MARCELINO RAMOS",0,0,39,1,0,0,0,0,2,0,1,1,0,2006
"MARIANA PIMENTEL",0,1,89,5,0,0,0,0,0,0,0,3,0,2006
"MARIANO MORO",0,1,13,0,0,0,0,0,0,0,0,2,0,2006
"MARQUES DE SOUZA",0,1,24,3,0,0,0,0,3,0,1,2,1,2006
MATA,1,1,62,2,0,0,0,0,4,0,1,2,1,2006
"MATO CASTELHANO",0,4,53,4,0,2,0,0,1,0,0,5,0,2006
"MATO LEITAO",0,2,17,6,0,1,1,0,1,0,0,1,0,2006
"MATO QUEIMADO",0,0,3,0,0,0,0,0,0,0,0,0,0,2006
"MAXIMILIANO DE ALMEIDA",0,0,26,1,0,0,0,0,5,0,0,2,0,2006
"MINAS DO LEAO",1,0,116,9,0,0,0,0,0,0,0,3,0,2006
MIRAGUAI,2,3,87,3,0,0,0,0,2,0,0,3,0,2006
MONTAURI,0,0,7,0,0,0,0,0,1,0,0,2,0,2006
"MONTE ALEGRE DOS CAMPOS",0,0,16,0,0,0,0,0,0,0,0,1,0,2006
"MONTE BELO DO SUL",0,0,17,0,0,0,1,0,4,0,0,1,0,2006
MONTENEGRO,13,100,1321,192,0,21,1,0,133,0,58,31,19,2006
MORMACO,0,1,31,0,0,1,0,0,1,0,0,1,0,2006
"MORRINHOS DO SUL",0,3,13,2,0,0,0,0,2,0,1,0,1,2006
"MORRO REDONDO",0,0,69,4,0,0,0,0,4,0,0,1,0,2006
"MORRO REUTER",0,3,35,10,0,7,0,0,3,0,0,0,0,2006
MOSTARDAS,1,3,315,17,0,2,4,0,18,0,1,20,8,2006
MUCUM,0,1,117,7,0,1,3,0,3,0,0,3,0,2006
"MUITOS CAPOES",0,0,30,2,0,0,0,0,2,0,0,0,0,2006
MULITERNO,0,0,15,0,0,0,0,0,0,0,0,2,0,2006
NAO-ME-TOQUE,2,11,327,25,0,5,1,0,31,0,2,15,2,2006
"NICOLAU VERGUEIRO",0,0,28,0,0,0,0,0,1,0,1,0,1,2006
NONOAI,2,6,181,18,0,1,0,0,7,2,2,21,1,2006
"NOVA ALVORADA",1,1,31,1,0,0,0,0,1,0,1,2,0,2006
"NOVA ARACA",0,4,35,0,0,0,0,0,0,0,0,0,0,2006
"NOVA BASSANO",0,17,68,7,0,1,0,0,10,0,4,4,8,2006
"NOVA BOA VISTA",0,2,6,0,0,0,0,0,2,0,0,0,0,2006
"NOVA BRESCIA",0,4,33,1,0,0,0,0,2,0,0,0,0,2006
"NOVA CANDELARIA",0,0,14,0,0,0,0,0,1,0,0,1,0,2006
"NOVA ESPERANCA DO SUL",0,0,38,1,0,0,0,0,3,0,0,4,0,2006
"NOVA HARTZ",4,5,300,42,0,7,1,1,33,0,2,4,0,2006
"NOVA PADUA",0,1,25,5,0,1,0,0,1,0,0,0,0,2006
"NOVA PALMA",1,4,75,4,0,0,0,0,5,0,2,3,0,2006
"NOVA PETROPOLIS",2,12,208,11,0,3,3,0,35,1,9,2,4,2006
"NOVA PRATA",1,16,316,10,0,0,1,0,35,0,8,3,4,2006
"NOVA RAMADA",0,0,10,0,0,0,0,0,1,0,0,0,0,2006
"NOVA ROMA DO SUL",0,1,25,6,0,1,0,0,4,0,0,0,1,2006
"NOVA SANTA RITA",2,4,276,40,0,5,1,0,13,0,7,7,6,2006
"NOVO BARREIRO",0,3,30,2,0,0,0,0,1,0,0,3,0,2006
"NOVO CABRAIS",0,0,29,1,0,0,0,0,3,0,1,3,0,2006
"NOVO HAMBURGO",47,1055,5303,2603,9,1004,32,0,560,7,70,129,34,2006
"NOVO MACHADO",0,0,13,0,0,0,0,0,0,0,0,1,0,2006
"NOVO TIRADENTES",0,1,14,0,0,0,0,0,1,0,0,3,0,2006
"NOVO XINGU",0,2,5,0,0,0,0,0,0,0,0,1,0,2006
OSORIO,4,47,1269,133,1,8,2,1,53,1,65,23,9,2006
"OUTROS LOCAIS",0,0,61,0,0,0,0,0,5,0,0,0,0,2006
"PAIM FILHO",0,0,22,1,0,0,1,0,0,0,0,3,0,2006
"PALMARES DO SUL",0,15,692,29,0,4,1,0,13,0,8,5,3,2006
"PALMEIRA DAS MISSOES",8,78,881,66,1,3,0,1,31,3,16,60,9,2006
PALMITINHO,1,4,40,5,0,0,0,0,2,0,0,4,2,2006
PANAMBI,3,18,700,54,0,4,0,0,66,0,23,27,9,2006
"PANTANO GRANDE",1,2,258,19,1,0,0,0,9,0,2,14,0,2006
PARAI,0,13,66,8,0,0,0,0,12,0,0,5,0,2006
"PARAISO DO SUL",0,3,95,7,0,0,1,0,2,0,0,9,0,2006
"PARECI NOVO",0,2,40,4,0,0,0,0,8,0,1,0,1,2006
PAROBE,7,64,811,162,1,31,5,0,96,0,26,17,9,2006
"PASSA SETE",0,1,39,5,0,0,0,0,1,0,1,5,0,2006
"PASSO DO SOBRADO",0,4,85,9,0,2,1,0,8,0,2,1,0,2006
"PASSO FUNDO",36,653,5124,1161,2,160,15,1,304,6,74,155,45,2006
"PAULO BENTO",0,2,36,2,0,0,0,0,0,0,0,3,0,2006
PAVERAMA,0,2,38,9,0,1,0,0,1,0,0,2,0,2006
"PEDRAS ALTAS",1,0,27,1,0,0,0,0,0,0,0,4,0,2006
"PEDRO OSORIO",1,1,234,21,0,0,1,0,7,0,0,2,2,2006
PEJUCARA,0,0,59,2,0,0,0,0,1,0,3,5,1,2006
PELOTAS,16,309,7060,2498,2,127,16,0,505,5,120,137,15,2006
"PICADA CAFE",0,1,41,2,0,2,0,0,1,0,1,0,0,2006
PINHAL,0,3,29,2,1,0,0,0,1,0,0,3,0,2006
"PINHAL DA SERRA",1,0,27,2,0,0,0,0,0,0,0,2,0,2006
"PINHAL GRANDE",2,3,54,2,0,0,0,0,5,0,0,5,0,2006
"PINHEIRINHO DO VALE",0,0,18,1,0,0,0,0,1,0,0,1,0,2006
"PINHEIRO MACHADO",2,1,191,7,0,1,2,0,16,0,0,5,6,2006
PIRAPO,4,1,50,1,0,0,0,0,1,0,0,7,0,2006
PIRATINI,2,3,262,13,1,0,0,0,9,0,1,17,2,2006
PLANALTO,2,6,192,25,0,3,0,0,5,1,3,7,2,2006
"POCO DAS ANTAS",0,1,9,4,0,0,0,0,0,0,0,0,0,2006
PONTAO,0,3,73,6,0,1,0,0,3,0,0,4,0,2006
"PONTE PRETA",0,0,15,0,0,0,0,0,0,0,0,0,0,2006
PORTAO,3,27,605,124,0,49,0,0,27,0,8,17,7,2006
"PORTO ALEGRE",275,6441,44390,24385,31,7157,278,3,5409,39,2241,831,972,2006
"PORTO LUCENA",2,0,47,2,0,0,0,0,2,0,0,2,0,2006
"PORTO MAUA",0,0,25,0,0,0,0,0,1,0,0,0,0,2006
"PORTO VERA CRUZ",0,0,24,1,0,0,0,0,0,0,0,6,0,2006
"PORTO XAVIER",0,2,158,5,0,0,0,0,19,0,1,33,0,2006
"POUSO NOVO",0,0,37,3,0,0,0,0,0,1,0,3,0,2006
"PRESIDENTE LUCENA",0,3,14,0,0,0,0,0,0,0,1,0,0,2006
PROGRESSO,0,5,82,7,0,2,0,0,3,0,2,9,0,2006
"PROTASIO ALVES",0,0,11,0,0,0,0,0,0,0,0,1,0,2006
PUTINGA,1,2,29,2,0,2,0,0,1,0,0,4,0,2006
QUARAI,3,14,440,29,0,0,2,0,22,0,3,21,3,2006
"QUATRO IRMAOS",0,0,26,2,0,0,0,0,1,0,0,2,0,2006
QUEVEDOS,1,5,31,5,0,0,0,0,0,0,0,2,0,2006
"QUINZE DE NOVEMBRO",0,3,26,0,0,0,0,0,6,0,0,1,0,2006
REDENTORA,3,3,58,4,0,0,0,0,8,0,0,7,0,2006
RELVADO,0,2,11,0,0,0,0,0,0,0,0,0,0,2006
"RESTINGA SECA",1,1,332,21,1,1,1,0,15,0,0,3,0,2006
"RIO DOS INDIOS",1,0,34,1,0,0,0,0,1,0,0,8,0,2006
"RIO GRANDE",17,186,3987,1230,0,45,11,1,302,2,97,109,80,2006
"RIO PARDO",3,19,579,61,0,4,3,0,32,1,13,13,6,2006
RIOZINHO,0,0,61,8,0,0,0,0,5,0,0,6,0,2006
"ROCA SALES",0,1,169,9,0,0,0,0,5,0,1,6,0,2006
"RODEIO BONITO",0,2,37,2,0,0,0,0,3,0,0,2,0,2006
