municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
CACHOEIRINHA,19,282,2321,949,1,325,3,0,195,1,45,59,14,2005
"CACIQUE DOBLE",0,0,21,0,0,2,0,0,1,0,0,2,0,2005
CAIBATE,0,0,51,2,0,0,0,0,3,0,0,4,0,2005
CAICARA,0,4,59,2,0,0,0,0,0,0,2,4,0,2005
CAMAQUA,3,119,1813,118,1,5,1,1,168,2,24,51,21,2005
CAMARGO,1,2,26,4,0,0,0,0,2,0,0,0,0,2005
"CAMBARA DO SUL",2,1,96,6,0,3,1,0,5,0,1,6,0,2005
"CAMPESTRE DA SERRA",0,0,12,1,0,0,0,0,0,0,0,1,0,2005
"CAMPINA DAS MISSOES",0,1,31,3,0,0,0,0,5,0,0,1,0,2005
"CAMPINAS DO SUL",2,1,30,1,0,0,0,0,3,1,0,3,0,2005
"CAMPO BOM",1,120,1599,401,0,63,5,1,87,1,55,30,12,2005
"CAMPO NOVO",1,2,166,6,1,0,0,0,11,0,5,8,2,2005
"CAMPOS BORGES",0,2,53,1,0,0,0,0,0,0,0,2,1,2005
CANDELARIA,5,16,566,33,0,11,1,0,50,0,20,32,10,2005
"CANDIDO GODOI",0,0,29,0,0,0,1,0,2,0,0,2,0,2005
CANDIOTA,1,1,153,4,0,0,0,0,0,0,0,8,0,2005
CANELA,3,45,928,65,0,3,1,0,60,2,76,28,12,2005
CANGUCU,1,20,450,32,0,0,2,0,27,0,0,14,2,2005
CANOAS,64,877,7195,3964,10,1137,8,2,433,3,122,180,47,2005
"CANUDOS DO VALE",0,0,13,1,0,0,0,0,0,0,0,0,0,2005
"CAPAO BONITO DO SUL",0,0,33,1,0,0,0,0,1,0,0,5,0,2005
"CAPAO DA CANOA",6,86,2029,216,0,14,3,0,123,6,56,19,29,2005
"CAPAO DO CIPO",0,1,29,0,0,0,0,0,0,0,0,3,0,2005
"CAPAO DO LEAO",0,3,453,59,1,7,0,0,17,0,4,14,1,2005
"CAPELA DE SANTANA",0,2,201,14,0,9,0,0,7,1,6,4,0,2005
CAPITAO,0,1,24,0,0,0,0,0,1,0,0,2,0,2005
"CAPIVARI DO SUL",0,1,69,1,0,1,0,0,4,0,5,8,1,2005
CARAA,0,0,33,1,1,0,0,0,0,0,0,0,0,2005
CARAZINHO,7,97,1638,122,0,5,7,0,133,2,33,48,8,2005
"CARLOS BARBOSA",0,45,297,24,0,13,2,0,37,0,1,2,1,2005
"CARLOS GOMES",0,0,6,0,0,0,0,0,0,0,0,0,0,2005
CASCA,1,18,106,3,0,0,0,0,11,0,3,5,0,2005
CASEIROS,0,9,28,1,0,0,0,0,3,0,0,3,1,2005
CATUIPE,0,3,143,5,0,2,0,0,8,0,3,6,0,2005
"CAXIAS DO SUL",74,1413,8065,2049,12,510,31,2,697,1,125,378,79,2005
CENTENARIO,0,1,13,0,0,0,0,0,0,0,0,2,0,2005
CERRITO,1,0,85,3,0,0,0,0,2,0,1,1,1,2005
"CERRO BRANCO",0,1,32,2,0,0,0,0,2,0,0,2,1,2005
"CERRO GRANDE",0,0,17,1,0,0,0,0,4,0,0,0,0,2005
"CERRO GRANDE DO SUL",3,17,139,20,0,2,0,0,9,0,0,13,1,2005
"CERRO LARGO",0,4,192,9,0,0,0,0,21,0,15,11,4,2005
CHAPADA,0,1,120,1,0,0,0,0,6,0,3,6,0,2005
CHARQUEADAS,3,11,552,37,0,0,5,0,15,2,67,24,57,2005
CHARRUA,0,1,13,1,0,0,0,0,1,0,0,0,0,2005
CHIAPETTA,0,2,51,5,0,0,0,0,9,0,2,2,0,2005
CHUI,0,3,145,5,0,0,0,0,8,0,1,4,3,2005
CHUVISCA,0,3,42,5,0,0,0,0,10,0,0,1,0,2005
CIDREIRA,1,33,1144,92,0,3,0,0,33,1,38,14,14,2005
CIRIACO,1,11,143,2,0,1,0,0,2,0,0,5,0,2005
COLINAS,0,0,35,0,0,0,0,0,0,0,0,0,0,2005
COLORADO,0,0,22,0,0,0,0,0,0,0,0,0,0,2005
CONDOR,1,3,138,8,0,0,1,0,6,0,1,8,1,2005
CONSTANTINA,0,4,155,6,1,0,0,0,13,0,1,5,0,2005
"COQUEIRO BAIXO",0,0,13,0,0,0,0,0,1,0,0,1,0,2005
"COQUEIROS DO SUL",1,1,24,0,0,1,0,0,0,0,0,1,0,2005
"CORONEL BARROS",0,0,12,0,0,0,0,0,1,0,0,1,0,2005
"CORONEL BICACO",3,10,177,7,0,0,1,0,12,0,0,17,0,2005
"CORONEL PILAR",0,0,7,0,0,0,0,0,0,0,0,0,0,2005
COTIPORA,1,1,42,1,0,0,1,0,1,0,0,0,1,2005
COXILHA,0,0,57,2,0,1,0,0,1,0,0,3,0,2005
CRISSIUMAL,2,5,172,7,0,0,1,0,8,0,4,10,1,2005
CRISTAL,3,2,63,18,0,3,0,0,7,0,3,8,0,2005
"CRISTAL DO SUL",0,0,22,0,0,1,0,0,0,0,0,2,0,2005
"CRUZ ALTA",8,70,2024,236,2,16,3,0,229,6,23,100,35,2005
CRUZALTENSE,0,0,4,0,0,0,0,0,0,0,0,1,0,2005
"CRUZEIRO DO SUL",0,5,117,43,0,3,0,0,23,0,0,8,0,2005
"DAVID CANABARRO",0,5,53,1,0,0,0,0,5,0,0,4,0,2005
DERRUBADAS,0,1,32,2,0,0,0,0,1,0,0,4,0,2005
"DEZESSEIS DE NOVEMBRO",0,0,19,1,1,0,0,0,0,0,0,3,0,2005
"DILERMANDO DE AGUIAR",0,0,54,1,0,0,0,0,0,0,0,1,0,2005
"DOIS IRMAOS",3,43,314,52,0,16,0,0,29,1,7,7,3,2005
"DOIS IRMAOS DAS MISSOES",0,1,26,1,0,0,0,0,0,0,2,1,0,2005
"DOIS LAJEADOS",0,1,29,2,0,0,0,0,2,0,0,2,0,2005
"DOM FELICIANO",3,9,151,13,0,0,0,0,21,1,0,15,0,2005
"DOM PEDRITO",6,10,727,49,0,1,6,0,52,1,11,45,7,2005
"DOM PEDRO DE ALCANTARA",0,0,30,6,0,0,1,0,0,0,0,0,0,2005
"DONA FRANCISCA",0,1,107,1,0,0,0,0,7,0,0,2,0,2005
"DOUTOR RICARDO",0,0,25,0,0,0,0,0,1,1,0,2,0,2005
"DR MAURICIO CARDOSO",0,1,53,3,0,0,0,0,2,0,0,2,0,2005
"ELDORADO DO SUL",2,10,710,128,0,9,0,1,23,0,10,33,3,2005
ENCANTADO,1,12,360,22,0,0,3,0,27,0,15,12,10,2005
"ENCRUZILHADA DO SUL",2,10,402,24,0,0,3,0,31,0,5,19,0,2005
"ENGENHO VELHO",0,0,17,2,0,0,0,0,7,0,0,1,0,2005
"ENTRE IJUIS",1,0,112,7,0,5,0,0,5,0,3,11,0,2005
"ENTRE RIOS DO SUL",3,1,49,1,0,0,0,0,0,0,0,2,0,2005
EREBANGO,0,2,19,1,0,0,0,0,1,0,0,1,0,2005
ERECHIM,7,94,1945,277,0,8,12,0,109,2,53,116,44,2005
ERNESTINA,0,3,35,2,0,0,0,0,1,0,0,1,0,2005
"ERVAL GRANDE",2,1,19,2,0,0,0,0,0,0,0,2,0,2005
"ERVAL SECO",2,2,59,6,0,0,0,0,0,1,4,4,0,2005
ESMERALDA,2,1,57,1,0,0,0,0,11,0,0,3,0,2005
"ESPERANCA DO SUL",0,0,28,0,0,0,0,0,2,0,0,2,0,2005
ESPUMOSO,1,3,188,6,0,1,0,0,22,0,2,14,5,2005
ESTACAO,0,1,84,4,0,0,0,0,2,0,1,4,0,2005
"ESTANCIA VELHA",3,78,559,143,0,99,1,0,54,0,7,22,3,2005
ESTEIO,15,102,2086,1118,2,231,3,0,101,4,21,43,10,2005
ESTRELA,4,91,725,132,0,14,3,0,27,1,1,18,2,2005
"ESTRELA VELHA",0,0,28,0,0,0,0,0,1,0,0,1,0,2005
"EUGENIO DE CASTRO",0,1,55,4,0,0,0,0,1,0,0,5,0,2005
"FAGUNDES VARELA",0,0,20,3,0,0,0,0,0,0,1,1,1,2005
FARROUPILHA,5,76,1082,204,2,61,11,0,99,0,17,6,6,2005
"FAXINAL DO SOTURNO",1,0,111,3,0,0,0,0,8,1,1,5,3,2005
FAXINALZINHO,0,2,32,4,0,0,0,0,1,0,0,3,0,2005
"FAZENDA VILA NOVA",0,2,46,6,0,2,0,0,6,0,1,0,3,2005
FELIZ,1,16,111,10,0,3,0,0,13,1,3,2,1,2005
"FLORES DA CUNHA",0,28,398,41,0,14,2,0,45,4,2,13,0,2005
"FLORIANO PEIXOTO",0,0,14,0,0,0,0,0,1,0,0,0,0,2005
"FONTOURA XAVIER",2,17,123,12,0,1,2,0,7,1,1,10,1,2005
FORMIGUEIRO,0,0,68,6,0,0,1,0,9,0,0,10,0,2005
FORQUETINHA,0,0,11,2,0,0,0,0,0,0,0,0,0,2005
"FORTALEZA DOS VALOS",1,2,75,4,0,0,0,0,11,0,0,2,1,2005
"FREDERICO WESTPHALEN",10,37,854,42,0,2,1,0,38,0,10,39,1,2005
GARIBALDI,5,63,350,43,2,18,0,0,25,1,2,5,1,2005
GARRUCHOS,1,2,106,1,0,0,0,0,1,0,0,4,0,2005
GAURAMA,0,0,43,1,0,0,0,0,10,0,0,2,0,2005
"GENERAL CAMARA",0,2,147,12,0,0,0,0,5,0,1,4,0,2005
GENTIL,0,3,33,3,0,1,0,0,0,0,0,0,0,2005
"GETULIO VARGAS",0,12,273,39,1,0,0,0,27,2,4,12,4,2005
GIRUA,3,23,439,18,0,4,0,0,27,0,4,16,1,2005
GLORINHA,0,2,98,6,0,3,0,0,8,0,0,5,0,2005
GRAMADO,1,54,871,48,0,5,2,0,70,2,13,10,8,2005
"GRAMADO DOS LOUREIROS",0,0,17,1,0,0,0,0,0,0,0,2,0,2005
"GRAMADO XAVIER",0,0,33,2,0,0,0,0,0,0,0,4,0,2005
GRAVATAI,26,274,4141,1260,0,241,11,0,318,4,89,126,49,2005
GUABIJU,0,1,20,0,0,0,0,0,1,0,0,0,0,2005
GUAIBA,19,64,1556,888,0,30,4,0,82,1,33,65,16,2005
GUAPORE,1,14,245,17,0,2,1,0,30,1,7,23,17,2005
"GUARANI DAS MISSOES",0,4,193,14,0,0,1,0,6,0,0,12,1,2005
HARMONIA,0,2,18,0,0,0,0,0,1,0,0,1,0,2005
HERVAL,0,0,117,0,0,0,0,0,1,0,0,5,0,2005
HERVEIRAS,0,0,12,1,0,0,0,0,1,0,0,2,0,2005
HORIZONTINA,0,4,152,3,0,0,1,0,15,1,4,10,0,2005
"HULHA NEGRA",2,1,97,2,0,0,0,0,2,0,1,4,0,2005
HUMAITA,0,1,34,2,0,0,0,0,4,0,0,5,0,2005
IBARAMA,0,1,24,0,0,1,0,0,2,0,0,3,0,2005
IBIACA,1,0,51,5,0,0,2,0,9,0,0,2,0,2005
IBIRAIARAS,1,5,86,2,0,0,0,0,16,0,0,3,0,2005
IBIRAPUITA,1,1,33,1,0,0,0,0,3,0,0,10,0,2005
IBIRUBA,2,6,369,9,0,0,1,0,50,1,2,12,3,2005
IGREJINHA,4,26,601,103,0,16,3,0,63,1,30,15,6,2005
IJUI,7,123,2437,193,2,8,2,0,206,0,34,52,7,2005
ILOPOLIS,0,5,32,8,1,1,0,0,2,0,0,2,0,2005
IMBE,0,22,1437,93,0,8,1,0,49,0,27,11,9,2005
IMIGRANTE,0,0,19,1,0,0,0,0,1,0,0,0,0,2005
INDEPENDENCIA,0,2,99,4,0,0,0,0,3,0,0,5,0,2005
INHACORA,0,0,21,1,0,0,0,0,0,0,0,0,0,2005
IPE,1,0,88,4,0,0,0,0,2,0,3,3,4,2005
"IPIRANGA DO SUL",0,1,15,2,0,0,0,0,0,0,0,0,0,2005
IRAI,2,8,136,8,0,1,1,0,11,1,2,21,9,2005
ITAARA,0,2,130,4,0,0,0,0,5,1,0,8,1,2005
ITACURUBI,0,1,29,1,0,0,0,0,2,0,0,1,0,2005
ITAPUCA,0,1,40,5,0,0,0,0,0,0,0,13,0,2005
ITAQUI,10,11,812,96,1,2,1,0,40,2,8,51,14,2005
ITATI,0,2,16,0,0,0,0,0,0,0,2,3,0,2005
"ITATIBA DO SUL",0,0,23,1,0,0,0,0,0,0,0,3,0,2005
IVORA,0,0,31,2,0,0,0,0,3,0,0,2,1,2005
IVOTI,1,19,190,29,0,15,1,0,15,0,4,4,0,2005
JABOTICABA,0,2,47,2,0,0,0,0,1,0,0,5,0,2005
JACUIZINHO,0,1,17,2,0,0,0,0,0,0,0,1,0,2005
JACUTINGA,1,3,33,3,0,1,0,0,2,0,1,3,0,2005
JAGUARAO,2,6,443,26,0,0,1,0,29,0,5,11,2,2005
JAGUARI,0,2,144,9,1,0,2,0,9,1,1,9,2,2005
JAQUIRANA,1,0,6,0,0,0,0,0,0,0,0,2,0,2005
JARI,0,0,35,0,0,0,0,0,1,0,0,3,0,2005
JOIA,1,4,90,5,0,0,0,0,5,0,0,9,0,2005
"JULIO DE CASTILHOS",1,3,501,48,0,0,1,0,35,0,9,33,3,2005
"LAGOA BONITA DO SUL",0,0,25,2,0,0,0,0,1,0,0,3,0,2005
"LAGOA DOS TRES CANTOS",0,1,16,1,0,0,0,0,7,0,0,0,0,2005
"LAGOA VERMELHA",2,14,565,31,1,2,1,0,38,1,12,23,9,2005
LAGOAO,0,0,35,2,0,0,0,0,2,0,0,5,0,2005
LAJEADO,11,134,1337,433,2,61,7,0,168,4,32,73,13,2005
"LAJEADO DO BUGRE",0,0,22,1,0,0,0,0,0,0,0,3,0,2005
"LAVRAS DO SUL",0,0,80,3,0,0,0,0,2,0,1,2,0,2005
"LIBERATO SALZANO",1,1,55,1,0,0,0,0,0,0,0,5,0,2005
"LINDOLFO COLLOR",0,3,35,1,0,2,0,0,1,1,0,3,0,2005
"LINHA NOVA",0,0,9,0,0,0,0,0,0,0,0,0,0,2005
MACAMBARA,0,1,68,1,0,0,0,0,1,1,0,3,0,2005
MACHADINHO,0,2,80,2,0,0,0,0,4,0,0,6,0,2005
MAMPITUBA,0,1,25,1,0,0,0,0,0,0,0,0,0,2005
"MANOEL VIANA",1,1,167,5,0,0,0,0,3,0,0,4,0,2005
MAQUINE,1,2,81,8,0,0,0,0,2,0,0,6,0,2005
MARATA,0,0,13,2,0,2,0,0,2,0,0,0,0,2005
MARAU,4,68,515,24,0,7,1,0,66,0,4,16,1,2005
"MARCELINO RAMOS",0,1,81,3,0,0,0,0,2,0,0,2,1,2005
"MARIANA PIMENTEL",0,2,85,4,0,0,0,0,1,0,1,2,0,2005
"MARIANO MORO",0,0,18,0,0,0,0,0,1,0,0,0,1,2005
"MARQUES DE SOUZA",0,0,29,3,0,0,0,0,2,0,0,3,0,2005
MATA,0,1,60,3,0,0,1,0,5,0,0,5,0,2005
"MATO CASTELHANO",0,3,45,1,0,1,0,0,1,0,0,2,0,2005
"MATO LEITAO",0,0,23,1,0,1,0,0,3,0,1,0,0,2005
"MATO QUEIMADO",0,0,5,0,0,0,0,0,0,0,0,4,0,2005
"MAXIMILIANO DE ALMEIDA",1,2,47,2,0,0,0,0,6,0,0,6,0,2005
"MINAS DO LEAO",1,1,118,8,0,0,0,0,2,0,1,3,0,2005
MIRAGUAI,1,1,95,1,0,0,0,0,4,0,0,2,0,2005
MONTAURI,0,0,2,0,0,0,0,0,0,0,0,0,0,2005
"MONTE ALEGRE DOS CAMPOS",1,2,6,0,0,0,0,0,0,0,0,1,0,2005
"MONTE BELO DO SUL",0,0,18,0,0,1,0,0,0,0,0,2,0,2005
MONTENEGRO,4,60,1531,222,1,23,1,0,87,1,50,26,26,2005
MORMACO,0,1,28,2,0,0,0,0,1,0,0,2,0,2005
"MORRINHOS DO SUL",0,4,12,0,0,0,0,0,2,0,0,0,0,2005
"MORRO REDONDO",0,1,49,3,1,0,0,0,2,0,0,0,0,2005
"MORRO REUTER",0,3,31,5,0,2,0,0,3,0,0,1,0,2005
MOSTARDAS,0,9,346,19,0,1,0,0,19,0,2,8,0,2005
MUCUM,0,3,90,8,0,0,1,0,4,0,0,2,1,2005
"MUITOS CAPOES",0,2,38,0,0,0,0,0,0,0,0,2,0,2005
MULITERNO,0,0,21,1,0,0,0,0,0,0,0,2,0,2005
NAO-ME-TOQUE,0,12,293,23,0,1,1,0,25,2,6,6,1,2005
"NICOLAU VERGUEIRO",0,0,23,3,0,0,0,0,1,0,0,2,0,2005
NONOAI,1,9,220,10,0,0,0,0,10,0,2,14,2,2005
"NOVA ALVORADA",1,3,22,4,0,0,0,0,2,0,0,3,0,2005
"NOVA ARACA",0,0,37,2,0,0,0,0,1,0,0,0,0,2005
"NOVA BASSANO",1,2,86,2,0,0,0,0,7,0,1,1,1,2005
"NOVA BOA VISTA",0,0,9,0,0,0,0,0,1,0,0,1,0,2005
"NOVA BRESCIA",0,3,30,0,0,0,0,0,5,0,0,0,0,2005
"NOVA CANDELARIA",0,0,13,0,0,0,0,0,2,0,0,0,0,2005
"NOVA ESPERANCA DO SUL",1,1,36,2,0,0,0,0,9,0,0,2,0,2005
"NOVA HARTZ",0,9,273,28,0,12,2,0,22,0,4,5,1,2005
"NOVA PADUA",1,1,22,1,0,1,0,0,0,0,0,0,0,2005
"NOVA PALMA",0,5,106,4,1,0,0,0,10,1,2,4,0,2005
"NOVA PETROPOLIS",2,11,207,17,0,0,2,0,46,1,1,2,1,2005
"NOVA PRATA",0,10,288,16,0,3,1,0,29,0,7,10,1,2005
"NOVA RAMADA",0,0,22,0,0,0,0,0,0,0,0,3,0,2005
"NOVA ROMA DO SUL",0,1,28,3,0,0,0,0,3,0,0,1,0,2005
"NOVA SANTA RITA",0,5,258,36,1,5,0,0,14,0,3,10,3,2005
"NOVO BARREIRO",1,3,38,3,0,0,0,0,1,0,0,3,0,2005
"NOVO CABRAIS",0,0,34,0,0,1,0,0,3,0,1,4,0,2005
"NOVO HAMBURGO",36,1144,5497,2327,5,694,10,0,440,3,73,134,28,2005
"NOVO MACHADO",0,0,15,1,0,0,0,0,2,0,0,3,0,2005
"NOVO TIRADENTES",0,0,32,0,0,0,0,0,0,0,0,2,0,2005
"NOVO XINGU",0,0,7,0,0,0,0,0,0,0,0,1,0,2005
OSORIO,0,54,1072,178,0,11,1,0,76,0,57,17,13,2005
"OUTROS LOCAIS",0,0,49,1,0,0,0,0,2,0,0,0,0,2005
"PAIM FILHO",0,0,41,0,0,0,0,0,2,0,0,1,0,2005
"PALMARES DO SUL",0,2,565,39,0,1,0,0,11,0,7,17,1,2005
"PALMEIRA DAS MISSOES",12,53,979,84,1,4,3,0,51,1,18,58,3,2005
PALMITINHO,1,1,54,4,0,0,0,0,1,0,1,3,0,2005
PANAMBI,3,27,815,28,0,7,1,0,66,2,30,17,3,2005
"PANTANO GRANDE",0,2,310,28,1,0,0,0,15,0,1,7,0,2005
PARAI,0,10,49,1,0,0,0,0,6,0,1,1,0,2005
"PARAISO DO SUL",0,3,77,3,0,0,0,0,2,0,0,3,0,2005
"PARECI NOVO",0,3,45,5,0,0,0,0,16,0,1,0,0,2005
PAROBE,9,43,715,192,0,43,2,0,51,1,26,26,20,2005
"PASSA SETE",2,0,35,1,0,0,0,0,9,0,1,5,0,2005
"PASSO DO SOBRADO",1,1,74,2,0,1,0,0,30,0,0,3,0,2005
"PASSO FUNDO",21,563,4867,906,1,77,13,0,414,5,82,159,46,2005
"PAULO BENTO",0,2,30,2,0,0,0,0,0,0,0,0,0,2005
PAVERAMA,0,2,47,5,0,1,2,0,2,0,0,6,0,2005
"PEDRAS ALTAS",0,0,48,0,0,0,0,0,1,0,0,0,0,2005
"PEDRO OSORIO",1,5,258,19,1,2,1,0,9,0,3,6,1,2005
PEJUCARA,1,2,69,1,0,0,0,0,1,0,0,1,0,2005
PELOTAS,25,311,7180,1998,3,104,15,0,485,2,109,122,29,2005
"PICADA CAFE",0,2,47,5,0,3,0,0,5,1,3,1,0,2005
PINHAL,0,2,31,3,0,0,0,0,2,0,0,2,0,2005
"PINHAL DA SERRA",0,0,56,0,0,0,0,0,7,0,0,7,0,2005
"PINHAL GRANDE",0,0,64,5,0,0,0,0,0,1,0,1,0,2005
"PINHEIRINHO DO VALE",0,1,35,1,0,0,0,0,0,0,0,3,1,2005
"PINHEIRO MACHADO",1,0,85,5,0,0,0,0,3,1,3,0,0,2005
PIRAPO,1,0,38,0,0,0,0,0,1,1,0,4,0,2005
PIRATINI,1,5,251,8,0,1,0,0,11,0,1,12,1,2005
PLANALTO,5,7,171,22,0,1,1,0,10,0,1,6,0,2005
"POCO DAS ANTAS",0,1,5,0,0,0,0,0,0,0,0,0,0,2005
PONTAO,0,0,52,6,0,0,0,0,1,0,0,1,0,2005
"PONTE PRETA",0,0,20,1,0,0,0,0,0,0,0,0,0,2005
PORTAO,1,25,617,127,1,34,1,1,26,1,10,15,4,2005
"PORTO ALEGRE",340,6906,48514,23707,27,5719,141,4,5008,36,2110,907,962,2005
"PORTO LUCENA",0,2,42,3,0,0,0,0,2,0,1,6,0,2005
"PORTO MAUA",0,2,34,1,0,0,1,1,0,0,0,0,0,2005
"PORTO VERA CRUZ",1,0,18,0,0,0,0,0,0,0,0,6,0,2005
"PORTO XAVIER",2,1,169,9,0,1,0,0,10,0,6,28,2,2005
"POUSO NOVO",0,1,30,1,0,1,0,0,32,0,0,2,0,2005
"PRESIDENTE LUCENA",0,1,21,1,0,0,0,0,2,0,0,1,0,2005
PROGRESSO,5,2,73,5,0,1,2,0,2,0,0,8,0,2005
"PROTASIO ALVES",0,0,12,0,0,0,0,0,2,0,0,0,0,2005
PUTINGA,1,3,45,0,0,0,0,0,6,0,0,2,0,2005
QUARAI,2,16,560,36,0,1,0,0,18,0,11,37,6,2005
"QUATRO IRMAOS",0,0,27,1,0,0,0,0,1,0,0,2,0,2005
QUEVEDOS,0,1,26,0,0,0,0,0,0,0,0,6,0,2005
"QUINZE DE NOVEMBRO",0,0,28,1,0,0,0,0,3,0,0,1,0,2005
REDENTORA,2,2,83,6,0,1,0,0,3,0,1,6,0,2005
RELVADO,0,2,20,0,0,0,0,0,0,1,0,1,0,2005
"RESTINGA SECA",2,1,275,10,0,0,0,0,17,1,0,10,1,2005
"RIO DOS INDIOS",0,1,35,2,0,0,0,0,1,0,0,4,0,2005
"RIO GRANDE",18,125,4018,1073,1,26,13,1,324,1,87,119,121,2005
"RIO PARDO",4,15,626,73,0,3,1,0,51,0,6,9,2,2005
RIOZINHO,0,4,30,7,0,0,0,0,7,0,0,0,0,2005
"ROCA SALES",1,4,196,8,0,0,1,0,10,0,4,5,2,2005
"RODEIO BONITO",0,3,52,2,0,0,0,0,5,0,0,2,1,2005
