municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
CENTENARIO,0,0,11,0,0,0,0,0,1,0,0,1,0,2010
CERRITO,0,0,51,5,0,1,1,0,2,0,0,0,0,2010
"CERRO BRANCO",1,0,36,0,0,0,0,0,1,0,0,3,2,2010
"CERRO GRANDE",1,4,6,2,0,0,0,0,0,0,0,0,0,2010
"CERRO GRANDE DO SUL",2,7,125,15,0,1,0,0,5,0,0,12,3,2010
"CERRO LARGO",0,2,116,9,0,0,1,0,15,0,4,8,3,2010
CHAPADA,0,4,51,4,0,0,0,0,5,0,2,8,1,2010
CHARQUEADAS,3,7,411,28,0,2,0,0,21,1,97,17,92,2010
CHARRUA,0,0,18,4,0,0,0,0,1,0,0,1,0,2010
CHIAPETTA,0,1,35,1,0,1,0,0,3,0,0,4,0,2010
CHUI,0,8,183,4,0,1,1,0,9,0,4,4,1,2010
CHUVISCA,0,4,59,1,0,0,0,0,2,0,0,7,0,2010
CIDREIRA,3,28,945,68,0,3,1,0,18,0,35,8,23,2010
CIRIACO,3,2,74,5,0,4,0,0,2,0,2,13,1,2010
COLINAS,0,1,23,1,0,0,0,0,1,0,0,0,0,2010
COLORADO,0,0,21,0,0,1,0,0,2,0,0,0,0,2010
CONDOR,0,0,68,5,0,2,0,0,6,0,0,1,0,2010
CONSTANTINA,1,4,86,8,0,0,0,0,3,0,1,6,2,2010
"COQUEIRO BAIXO",0,0,8,0,0,0,0,0,0,0,0,0,0,2010
"COQUEIROS DO SUL",0,0,18,5,0,0,0,0,2,0,0,1,0,2010
"CORONEL BARROS",0,0,23,1,0,1,0,0,0,0,1,2,0,2010
"CORONEL BICACO",3,4,94,5,0,1,0,0,6,0,2,6,3,2010
"CORONEL PILAR",0,0,25,1,0,1,0,0,0,0,0,0,0,2010
COTIPORA,0,0,23,1,0,0,0,0,0,0,0,0,0,2010
COXILHA,0,0,25,6,0,1,0,0,0,0,1,2,0,2010
CRISSIUMAL,2,5,110,1,0,0,0,0,9,1,0,16,3,2010
CRISTAL,1,2,61,9,0,0,0,0,4,0,2,4,2,2010
"CRISTAL DO SUL",0,1,13,2,0,0,0,0,0,0,0,2,0,2010
"CRUZ ALTA",15,94,1471,246,1,5,2,0,186,1,67,67,63,2010
CRUZALTENSE,1,0,2,0,0,0,0,0,0,0,0,0,0,2010
"CRUZEIRO DO SUL",0,2,117,21,0,12,0,0,19,0,3,4,1,2010
"DAVID CANABARRO",0,0,25,0,0,1,0,0,1,0,0,3,0,2010
DERRUBADAS,2,0,27,1,0,0,0,0,0,1,0,5,0,2010
"DEZESSEIS DE NOVEMBRO",0,1,21,0,0,0,0,0,1,0,0,1,0,2010
"DILERMANDO DE AGUIAR",0,0,45,1,0,0,0,0,1,0,0,2,0,2010
"DOIS IRMAOS",2,71,169,32,0,4,1,0,33,0,1,2,3,2010
"DOIS IRMAOS DAS MISSOES",0,0,21,6,0,1,0,0,0,0,0,1,0,2010
"DOIS LAJEADOS",0,0,16,1,0,0,0,0,0,0,0,0,0,2010
"DOM FELICIANO",1,7,135,11,0,0,0,0,18,0,4,29,2,2010
"DOM PEDRITO",8,5,509,38,1,1,1,0,50,1,27,31,12,2010
"DOM PEDRO DE ALCANTARA",1,1,29,2,0,0,0,0,2,0,0,1,2,2010
"DONA FRANCISCA",0,1,41,2,0,0,0,0,11,0,1,4,0,2010
"DOUTOR RICARDO",0,0,20,0,0,0,0,0,1,0,2,1,1,2010
"DR MAURICIO CARDOSO",0,2,58,2,0,0,0,0,0,0,0,2,0,2010
"ELDORADO DO SUL",5,29,621,167,2,19,3,0,39,0,17,31,14,2010
ENCANTADO,1,11,293,22,0,0,0,0,20,2,33,2,10,2010
"ENCRUZILHADA DO SUL",6,5,477,40,1,2,0,0,20,0,4,14,11,2010
"ENGENHO VELHO",0,0,4,0,0,0,0,0,0,0,0,2,0,2010
"ENTRE IJUIS",0,0,81,2,0,1,0,0,1,0,0,8,0,2010
"ENTRE RIOS DO SUL",0,1,60,0,0,0,0,0,0,0,0,5,0,2010
EREBANGO,0,0,21,0,0,0,1,0,2,0,0,2,0,2010
ERECHIM,17,106,1531,243,0,8,12,0,124,5,110,133,68,2010
ERNESTINA,1,3,33,2,0,3,0,0,1,0,0,1,0,2010
"ERVAL GRANDE",2,4,25,5,0,0,0,0,0,0,1,5,0,2010
"ERVAL SECO",1,4,68,6,0,0,0,0,0,0,0,3,0,2010
ESMERALDA,0,0,58,0,0,0,0,0,4,0,0,6,0,2010
"ESPERANCA DO SUL",0,1,12,0,0,0,0,0,0,0,0,1,0,2010
ESPUMOSO,0,8,125,10,0,1,0,0,25,1,4,12,2,2010
ESTACAO,0,2,100,2,0,0,0,0,0,0,7,4,6,2010
"ESTANCIA VELHA",2,77,410,138,0,53,0,0,41,2,13,13,11,2010
ESTEIO,23,236,1767,904,0,138,3,0,156,1,127,31,18,2010
ESTRELA,0,37,559,72,0,11,1,0,35,0,93,8,14,2010
"ESTRELA VELHA",1,1,11,1,0,0,0,0,1,0,0,5,0,2010
"EUGENIO DE CASTRO",0,0,27,3,0,0,0,0,0,1,0,6,0,2010
"FAGUNDES VARELA",0,0,6,0,0,0,0,0,1,0,0,6,1,2010
FARROUPILHA,6,79,1208,225,0,77,1,0,95,2,48,33,23,2010
"FAXINAL DO SOTURNO",0,4,68,3,0,0,0,0,7,0,2,2,1,2010
FAXINALZINHO,0,0,6,1,0,0,0,0,0,0,0,0,0,2010
"FAZENDA VILA NOVA",1,0,60,6,0,3,0,0,1,0,8,3,1,2010
FELIZ,0,19,120,13,0,0,0,0,13,0,4,3,1,2010
"FLORES DA CUNHA",1,15,282,30,0,8,2,0,32,1,12,12,7,2010
"FLORIANO PEIXOTO",1,0,9,3,0,0,0,0,2,0,0,0,0,2010
"FONTE: SIP/CSI/PROCERGS - EXTRAçãO EM 8 DE NOVEMBRO DE 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,2010
"FONTOURA XAVIER",3,3,87,14,0,1,2,0,5,2,1,12,2,2010
FORMIGUEIRO,0,1,80,4,0,0,1,0,13,0,2,6,4,2010
FORQUETINHA,0,0,15,3,0,0,0,0,1,0,1,0,0,2010
"FORTALEZA DOS VALOS",0,1,62,1,0,0,0,0,9,0,0,4,0,2010
"FREDERICO WESTPHALEN",6,31,544,30,0,1,2,0,38,0,58,30,9,2010
GARIBALDI,1,44,266,43,0,18,1,0,13,0,10,3,3,2010
GARRUCHOS,0,0,55,0,0,0,0,0,0,0,0,3,0,2010
GAURAMA,1,0,48,0,0,0,0,0,1,0,2,1,1,2010
"GENERAL CAMARA",2,0,100,11,0,2,0,0,7,1,0,0,1,2010
GENTIL,0,0,14,3,0,0,0,0,1,0,0,4,0,2010
"GETULIO VARGAS",0,6,272,14,0,2,0,0,13,0,4,9,11,2010
GIRUA,1,8,183,17,0,0,0,0,14,0,9,20,3,2010
GLORINHA,1,2,79,6,0,2,0,0,2,0,1,7,0,2010
GRAMADO,3,26,607,36,0,4,1,0,50,2,28,11,11,2010
"GRAMADO DOS LOUREIROS",2,2,9,0,1,0,0,0,0,0,0,1,1,2010
"GRAMADO XAVIER",4,3,31,0,0,0,0,0,8,0,0,0,0,2010
GRAVATAI,38,612,3020,1195,0,279,20,0,397,8,292,125,175,2010
GUABIJU,0,1,13,1,0,1,0,0,1,0,0,0,0,2010
GUAIBA,30,39,1211,395,0,39,4,0,150,3,53,75,35,2010
GUAPORE,2,9,240,16,0,2,1,0,41,1,19,18,15,2010
"GUARANI DAS MISSOES",0,2,126,9,0,0,0,0,5,0,1,2,0,2010
HARMONIA,0,2,14,0,0,0,0,0,1,0,1,2,0,2010
HERVAL,1,1,141,5,0,0,0,0,4,0,1,6,0,2010
HERVEIRAS,0,1,6,1,0,0,0,0,0,0,1,1,0,2010
HORIZONTINA,1,12,174,12,0,0,1,0,14,0,6,8,4,2010
"HULHA NEGRA",1,4,53,1,0,0,0,0,1,0,3,6,0,2010
HUMAITA,2,0,38,3,0,1,0,0,2,1,0,4,0,2010
IBARAMA,0,1,31,1,0,0,1,0,2,0,0,1,0,2010
IBIACA,0,1,40,1,0,0,0,0,6,0,0,1,0,2010
IBIRAIARAS,0,4,58,0,0,0,1,0,7,1,0,1,0,2010
IBIRAPUITA,1,2,35,2,0,0,0,0,3,0,1,10,1,2010
IBIRUBA,1,7,330,26,0,1,2,0,37,1,5,6,7,2010
IGREJINHA,3,39,379,49,0,8,1,0,51,0,24,15,29,2010
IJUI,14,104,1705,208,1,7,5,0,127,3,69,45,61,2010
ILOPOLIS,0,2,25,1,0,0,0,0,2,0,1,2,0,2010
IMBE,1,32,1060,53,1,10,2,0,25,1,26,7,16,2010
IMIGRANTE,0,0,11,1,0,0,0,0,3,0,0,0,0,2010
INDEPENDENCIA,0,1,64,3,0,0,0,0,3,0,0,2,0,2010
INHACORA,0,0,28,2,0,0,0,0,1,0,0,2,0,2010
IPE,0,3,70,4,0,0,0,0,1,0,4,1,0,2010
"IPIRANGA DO SUL",0,0,10,1,0,0,0,0,0,0,0,0,0,2010
IRAI,2,4,108,7,0,1,0,0,9,0,3,6,2,2010
ITAARA,0,4,130,2,0,1,1,0,1,0,0,3,0,2010
ITACURUBI,2,0,47,1,0,0,0,0,2,0,1,6,0,2010
ITAPUCA,1,0,22,1,0,0,0,0,1,0,0,3,0,2010
ITAQUI,3,9,615,93,0,1,0,0,29,0,16,22,16,2010
ITATI,0,1,12,3,0,0,0,0,0,0,0,2,0,2010
"ITATIBA DO SUL",1,3,13,1,0,0,0,0,2,0,0,2,0,2010
IVORA,0,0,29,2,0,0,1,0,2,0,0,1,0,2010
IVOTI,0,24,127,25,0,7,3,0,22,0,16,1,8,2010
JABOTICABA,0,0,20,0,0,0,0,0,0,0,0,8,2,2010
JACUIZINHO,1,0,19,0,0,0,0,0,1,0,0,5,0,2010
JACUTINGA,1,0,20,1,0,1,0,0,0,0,1,1,2,2010
JAGUARAO,1,19,409,22,0,0,0,0,29,0,9,8,1,2010
JAGUARI,0,2,95,6,0,0,0,0,11,0,0,7,5,2010
JAQUIRANA,1,1,32,0,0,0,0,0,0,0,0,2,1,2010
JARI,1,0,24,3,0,0,0,0,1,0,0,1,1,2010
JOIA,1,1,42,5,0,0,0,0,4,0,0,3,0,2010
"JULIO DE CASTILHOS",3,15,360,25,0,2,1,0,22,0,15,16,13,2010
"LAGOA BONITA DO SUL",0,2,11,0,0,0,0,0,0,0,0,1,0,2010
"LAGOA DOS TRES CANTOS",0,0,6,0,0,0,0,0,1,0,0,0,0,2010
"LAGOA VERMELHA",6,16,635,51,1,11,1,0,52,2,23,33,11,2010
LAGOAO,1,0,39,3,0,0,0,0,1,0,2,2,0,2010
LAJEADO,11,145,1356,261,0,39,7,0,145,1,227,46,54,2010
"LAJEADO DO BUGRE",0,0,13,0,0,0,2,0,0,0,0,8,0,2010
"LAVRAS DO SUL",1,2,65,1,0,0,0,0,3,0,1,9,0,2010
"LIBERATO SALZANO",1,0,34,1,0,0,0,0,1,0,0,2,0,2010
"LINDOLFO COLLOR",0,0,23,0,0,1,0,0,3,0,2,0,1,2010
"LINHA NOVA",0,1,12,0,0,0,0,0,0,0,0,0,0,2010
MACAMBARA,0,0,43,0,0,0,0,0,0,0,0,0,0,2010
MACHADINHO,1,2,56,0,0,0,0,0,1,0,0,6,0,2010
MAMPITUBA,0,2,11,0,0,0,0,0,0,0,0,1,0,2010
"MANOEL VIANA",2,4,105,1,0,0,0,0,12,0,2,17,2,2010
MAQUINE,3,1,86,4,0,1,1,0,4,0,2,4,0,2010
MARATA,0,0,10,0,0,0,0,0,1,0,1,1,0,2010
MARAU,2,67,516,78,0,32,3,0,50,1,37,20,13,2010
"MARCELINO RAMOS",0,2,47,1,0,0,0,0,2,0,2,2,0,2010
"MARIANA PIMENTEL",0,2,74,3,0,0,1,0,0,0,2,5,1,2010
"MARIANO MORO",0,0,11,0,0,0,0,0,0,0,0,0,0,2010
"MARQUES DE SOUZA",0,3,30,4,1,0,0,0,0,0,1,1,0,2010
MATA,0,2,86,4,0,0,0,1,3,1,1,9,2,2010
"MATO CASTELHANO",1,1,30,6,0,0,0,0,1,0,0,1,0,2010
"MATO LEITAO",0,3,21,4,0,4,0,0,3,0,0,0,0,2010
"MATO QUEIMADO",1,0,5,0,0,0,0,0,0,0,0,1,0,2010
"MAXIMILIANO DE ALMEIDA",0,0,43,1,0,0,0,0,5,0,0,4,1,2010
"MINAS DO LEAO",0,0,84,1,0,0,0,0,1,0,2,3,1,2010
MIRAGUAI,1,4,82,5,0,0,0,1,11,0,0,5,1,2010
MONTAURI,0,0,1,1,0,0,0,0,0,0,0,0,0,2010
"MONTE ALEGRE DOS CAMPOS",1,1,16,2,0,0,0,0,0,0,0,0,0,2010
"MONTE BELO DO SUL",0,1,21,2,0,1,0,0,1,0,0,0,0,2010
MONTENEGRO,6,66,1103,120,0,20,7,1,94,0,118,17,51,2010
MORMACO,0,1,11,3,0,0,0,0,2,0,0,1,0,2010
"MORRINHOS DO SUL",0,0,9,1,0,0,0,0,1,0,0,0,0,2010
"MORRO REDONDO",0,1,44,1,0,0,0,0,1,0,0,1,0,2010
"MORRO REUTER",0,3,20,4,0,4,0,0,4,0,0,1,0,2010
MOSTARDAS,1,0,244,7,0,0,0,0,6,0,10,9,19,2010
MUCUM,0,1,73,4,0,0,0,0,0,0,3,2,2,2010
"MUITOS CAPOES",0,0,67,2,0,0,0,0,0,0,0,3,1,2010
MULITERNO,0,0,13,0,0,0,0,0,3,0,0,2,0,2010
NAO-ME-TOQUE,0,20,358,24,0,6,0,0,13,0,2,6,5,2010
"NICOLAU VERGUEIRO",0,4,12,1,0,0,0,0,3,0,0,1,0,2010
NONOAI,3,14,224,13,0,1,1,0,6,0,5,18,2,2010
"NOVA ALVORADA",2,1,17,1,0,0,0,0,2,0,0,2,0,2010
"NOVA ARACA",0,5,43,0,0,5,0,0,0,0,0,0,0,2010
"NOVA BASSANO",1,1,62,6,0,4,0,0,11,0,2,2,7,2010
"NOVA BOA VISTA",0,1,2,0,0,0,0,0,1,0,0,0,0,2010
"NOVA BRESCIA",0,1,10,0,0,0,0,0,0,0,0,2,0,2010
"NOVA CANDELARIA",0,0,7,0,0,0,0,0,0,0,0,3,0,2010
"NOVA ESPERANCA DO SUL",0,0,26,2,0,0,0,0,7,0,1,4,0,2010
"NOVA HARTZ",1,8,130,15,0,5,0,0,32,0,3,4,9,2010
"NOVA PADUA",0,0,15,1,0,0,1,0,1,0,0,0,0,2010
"NOVA PALMA",1,8,95,6,0,0,1,0,8,0,0,3,0,2010
"NOVA PETROPOLIS",0,3,150,3,0,1,0,0,28,0,1,3,3,2010
"NOVA PRATA",0,16,253,20,0,5,0,0,43,1,12,4,5,2010
"NOVA RAMADA",0,0,12,0,0,0,0,0,0,1,0,1,0,2010
"NOVA ROMA DO SUL",0,0,25,1,0,0,0,0,0,0,0,0,0,2010
"NOVA SANTA RITA",2,9,231,21,1,10,1,0,15,0,11,6,4,2010
"NOVO BARREIRO",1,0,15,6,0,0,0,0,3,0,0,0,0,2010
"NOVO CABRAIS",0,2,43,5,1,0,0,0,2,0,1,4,0,2010
"NOVO HAMBURGO",33,944,3859,1487,3,537,22,0,449,2,200,144,156,2010
"NOVO MACHADO",0,1,13,0,0,0,0,0,0,0,0,2,1,2010
"NOVO TIRADENTES",1,1,4,0,0,0,1,0,0,0,0,2,1,2010
"NOVO XINGU",0,0,4,0,0,0,0,0,0,0,0,1,0,2010
OSORIO,4,25,897,82,0,10,1,0,73,1,93,20,39,2010
OUTRO,0,0,4,0,0,0,0,0,2,0,0,0,0,2010
"PAIM FILHO",0,0,22,0,0,0,0,0,3,0,2,1,0,2010
"PALMARES DO SUL",1,5,484,31,0,1,0,0,11,0,9,6,2,2010
"PALMEIRA DAS MISSOES",6,32,545,43,0,4,2,0,23,0,7,23,17,2010
PALMITINHO,1,5,47,2,0,0,2,0,11,0,2,6,1,2010
PANAMBI,1,12,406,23,0,10,1,0,38,2,11,10,13,2010
"PANTANO GRANDE",0,1,117,12,0,0,1,0,10,0,2,7,4,2010
PARAI,0,3,29,4,0,2,0,0,4,0,0,3,0,2010
"PARAISO DO SUL",1,4,68,0,0,0,0,0,2,0,1,6,5,2010
"PARECI NOVO",0,3,28,3,0,0,0,0,3,0,0,1,0,2010
PAROBE,4,41,455,102,0,24,3,0,77,0,15,24,43,2010
"PASSA SETE",0,1,38,7,0,1,0,0,7,0,0,5,0,2010
"PASSO DO SOBRADO",0,4,73,8,0,1,0,0,3,0,0,1,0,2010
"PASSO FUNDO",41,370,2747,1326,2,391,7,1,364,5,103,162,120,2010
"PAULO BENTO",0,2,33,0,0,0,0,0,2,0,0,4,0,2010
PAVERAMA,0,4,44,6,0,3,1,0,8,0,0,3,0,2010
"PEDRAS ALTAS",0,0,54,0,0,0,0,0,2,0,0,1,0,2010
"PEDRO OSORIO",1,2,158,17,0,0,1,0,10,0,2,5,0,2010
PEJUCARA,0,0,30,0,0,0,0,0,5,0,2,1,0,2010
PELOTAS,33,306,4964,2059,1,152,27,0,417,2,136,146,150,2010
"PICADA CAFE",0,1,21,2,0,0,0,0,7,0,3,0,3,2010
PINHAL,1,1,26,0,0,0,0,0,2,0,0,2,0,2010
"PINHAL DA SERRA",0,0,25,2,0,0,0,0,5,0,0,2,0,2010
"PINHAL GRANDE",1,0,59,5,0,0,0,0,7,0,0,2,0,2010
"PINHEIRINHO DO VALE",0,2,25,0,0,1,0,0,2,0,0,1,0,2010
"PINHEIRO MACHADO",1,4,220,26,0,0,2,0,13,0,7,9,17,2010
PIRAPO,0,1,37,1,0,0,0,0,2,0,0,4,0,2010
PIRATINI,0,3,188,13,0,1,0,0,8,0,6,6,4,2010
PLANALTO,4,5,123,8,2,0,0,0,2,0,1,14,1,2010
"POCO DAS ANTAS",0,0,10,0,0,0,0,0,0,0,0,0,0,2010
PONTAO,1,0,36,6,0,2,0,0,1,0,0,1,0,2010
"PONTE PRETA",0,1,12,0,0,0,0,0,0,0,0,0,0,2010
PORTAO,7,51,598,117,2,24,1,0,41,1,19,13,16,2010
"PORTO ALEGRE",363,3424,34466,15933,15,5013,100,1,5888,17,2019,826,2514,2010
"PORTO LUCENA",0,0,36,1,0,0,0,0,3,0,1,2,0,2010
"PORTO MAUA",0,0,19,1,0,0,0,0,0,0,1,2,0,2010
"PORTO VERA CRUZ",0,2,7,1,0,0,0,0,0,0,0,4,0,2010
"PORTO XAVIER",0,6,133,4,0,2,0,0,5,0,15,8,5,2010
"POUSO NOVO",0,0,44,1,0,1,0,0,0,0,1,4,1,2010
"PRESIDENTE LUCENA",0,2,22,3,0,1,1,0,2,0,0,0,0,2010
PROGRESSO,0,0,63,5,0,2,0,0,2,0,0,1,0,2010
"PROTASIO ALVES",0,0,7,0,0,0,0,0,0,0,0,0,1,2010
PUTINGA,1,2,38,0,0,0,0,0,1,0,1,3,0,2010
QUARAI,1,8,298,19,0,0,2,0,14,0,12,11,3,2010
"QUATRO IRMAOS",0,1,13,0,0,0,0,0,0,0,0,1,0,2010
QUEVEDOS,0,1,29,5,0,0,0,0,1,0,0,2,0,2010
"QUINZE DE NOVEMBRO",0,0,34,0,0,0,0,0,3,0,0,1,0,2010
REDENTORA,2,9,74,7,0,1,0,0,6,0,0,2,1,2010
RELVADO,0,0,12,0,0,0,0,0,0,0,0,1,0,2010
"RESTINGA SECA",1,5,254,14,0,0,0,0,7,0,5,8,4,2010
"RIO DOS INDIOS",1,1,31,2,0,0,0,0,0,0,0,7,0,2010
"RIO GRANDE",15,184,3781,1140,1,38,65,1,214,4,98,88,180,2010
"RIO PARDO",2,10,763,44,0,3,2,0,33,1,50,22,18,2010
RIOZINHO,1,0,41,1,0,0,0,0,6,0,1,0,0,2010
