municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente
"ESTRELA VELHA",1,2,21,0,0,1,0,0,2,0,0,12,0
"EUGENIO DE CASTRO",1,0,24,0,0,0,0,0,2,0,0,3,0
"FAGUNDES VARELA",0,3,23,0,0,0,0,0,0,0,0,0,1
FARROUPILHA,2,55,964,214,0,63,4,0,73,0,32,29,17
"FAXINAL DO SOTURNO",0,1,68,4,0,0,0,0,7,0,0,5,5
FAXINALZINHO,0,2,22,2,0,0,0,0,0,0,0,7,0
"FAZENDA VILA NOVA",0,0,83,4,0,0,0,0,1,0,1,4,1
FELIZ,0,7,72,13,0,1,0,0,14,0,7,3,3
"FLORES DA CUNHA",1,33,325,32,0,15,3,0,29,1,24,5,2
"FLORIANO PEIXOTO",0,2,11,0,0,0,0,0,0,0,0,1,0
"FONTOURA XAVIER",2,2,141,10,0,0,1,0,5,0,0,4,0
FORMIGUEIRO,2,2,85,6,0,0,0,0,10,0,0,8,3
FORQUETINHA,0,0,17,0,0,0,0,0,1,1,1,1,0
"FORTALEZA DOS VALOS",0,3,42,2,0,0,1,0,7,0,0,3,0
"FREDERICO WESTPHALEN",4,20,764,39,0,2,1,0,34,1,8,27,6
GARIBALDI,2,19,264,65,0,29,0,0,24,0,4,2,2
GARRUCHOS,0,0,71,1,0,0,0,0,0,0,0,3,0
GAURAMA,0,2,46,1,0,0,0,0,1,0,0,2,1
"GENERAL CAMARA",0,4,91,11,1,1,0,0,3,0,0,1,1
GENTIL,0,0,24,0,0,0,0,0,1,0,0,3,0
"GETULIO VARGAS",2,8,221,16,1,2,0,0,22,0,1,13,5
GIRUA,1,5,206,13,0,0,0,0,12,0,1,14,1
GLORINHA,1,2,104,6,0,4,0,0,3,0,1,9,1
GRAMADO,2,19,707,38,0,2,1,1,62,0,29,7,5
"GRAMADO DOS LOUREIROS",1,1,11,1,0,0,0,0,2,0,0,1,0
"GRAMADO XAVIER",2,3,31,4,0,0,1,0,0,0,0,3,0
GRAVATAI,43,559,3657,1287,3,317,12,0,358,7,141,115,126
GUABIJU,1,2,21,0,0,0,0,0,0,0,1,0,0
GUAIBA,23,49,1451,440,0,48,3,0,135,2,44,73,30
GUAPORE,0,15,341,20,0,1,0,0,51,0,27,12,3
"GUARANI DAS MISSOES",1,1,115,11,0,1,0,0,3,1,2,6,0
HARMONIA,0,2,28,0,0,0,0,0,2,0,1,0,0
HERVAL,4,0,148,4,0,0,0,0,5,0,0,6,0
HERVEIRAS,0,0,11,0,0,0,0,0,1,0,0,1,0
HORIZONTINA,0,6,184,9,0,0,0,0,17,0,6,9,3
"HULHA NEGRA",1,0,73,1,0,0,0,0,0,0,1,4,0
HUMAITA,0,1,53,1,0,0,0,0,0,0,2,0,0
IBARAMA,0,3,30,1,0,0,0,0,0,0,0,10,0
IBIACA,0,2,50,3,0,0,0,0,3,0,0,1,2
IBIRAIARAS,0,9,52,0,0,1,0,0,7,0,1,1,0
IBIRAPUITA,0,3,29,2,2,2,0,0,2,0,0,0,0
IBIRUBA,0,18,382,26,0,0,2,0,32,0,5,12,4
IGREJINHA,1,30,723,85,0,21,2,0,72,0,28,14,30
IJUI,4,77,2077,186,0,7,11,0,124,2,66,26,42
ILOPOLIS,1,0,27,0,0,0,0,0,0,0,2,6,0
IMBE,1,32,1510,71,0,15,2,0,43,1,25,18,10
IMIGRANTE,0,0,16,3,0,0,0,0,4,0,0,0,0
INDEPENDENCIA,1,2,53,1,0,0,1,0,18,0,0,3,0
INHACORA,1,1,19,0,0,0,0,0,1,0,0,5,1
IPE,0,2,94,3,0,1,0,0,0,0,3,2,0
"IPIRANGA DO SUL",0,0,14,1,0,0,0,0,0,0,0,1,0
IRAI,1,3,160,8,1,0,1,0,10,0,4,8,4
ITAARA,0,1,141,2,0,1,0,0,9,0,3,4,0
ITACURUBI,0,0,38,1,0,0,0,0,0,0,0,7,0
ITAPUCA,0,0,29,1,0,1,0,0,0,0,0,5,0
ITAQUI,6,15,535,128,1,4,3,0,39,1,8,37,24
ITATI,0,0,28,1,0,0,1,0,0,0,0,2,0
"ITATIBA DO SUL",0,1,11,2,0,0,0,0,2,0,0,5,0
IVORA,0,0,22,2,0,0,0,0,3,0,0,0,0
IVOTI,0,18,123,22,0,10,0,0,20,0,3,4,7
JABOTICABA,2,4,38,0,0,0,0,0,1,0,0,7,0
JACUIZINHO,0,3,22,0,0,1,0,0,2,0,0,2,0
JACUTINGA,0,1,20,0,0,0,0,0,2,0,0,0,0
JAGUARAO,1,11,441,16,0,1,0,0,32,0,11,8,4
JAGUARI,3,2,110,6,0,1,2,0,9,0,3,6,2
JAQUIRANA,2,2,26,1,0,0,0,0,3,0,1,4,2
JARI,1,0,13,1,0,0,0,0,0,0,0,0,0
JOIA,0,1,63,4,0,0,0,0,2,0,0,6,1
"JULIO DE CASTILHOS",3,5,386,25,0,2,1,0,43,1,13,8,10
"LAGOA BONITA DO SUL",1,1,17,0,0,0,0,0,1,0,0,3,0
"LAGOA DOS TRES CANTOS",0,3,10,0,0,0,0,0,1,0,0,0,0
"LAGOA VERMELHA",8,13,475,55,0,0,2,0,51,0,36,30,28
LAGOAO,0,1,19,4,0,0,0,0,4,0,0,5,0
LAJEADO,11,103,1303,306,1,34,3,0,117,2,166,48,39
"LAJEADO DO BUGRE",0,0,15,4,0,0,0,0,0,2,0,8,1
"LAVRAS DO SUL",1,1,67,1,0,0,0,0,2,0,0,6,1
"LIBERATO SALZANO",1,1,34,2,0,0,0,0,0,0,0,2,0
"LINDOLFO COLLOR",0,1,31,0,0,0,0,0,0,0,0,2,0
"LINHA NOVA",0,0,6,0,0,0,0,0,1,0,0,0,0
MACAMBARA,0,1,49,2,0,0,0,0,1,0,0,1,0
MACHADINHO,0,2,56,0,0,0,0,0,3,0,0,10,0
MAMPITUBA,0,1,11,2,0,0,0,0,0,0,1,2,0
"MANOEL VIANA",0,1,104,7,0,0,0,0,4,0,2,13,0
MAQUINE,0,1,80,4,0,0,0,0,2,0,2,5,0
MARATA,0,2,14,0,0,0,0,0,0,0,0,0,0
MARAU,2,53,495,59,0,13,1,0,43,1,11,20,8
"MARCELINO RAMOS",0,2,45,1,0,0,0,0,1,0,2,4,1
"MARIANA PIMENTEL",1,2,61,5,0,2,0,0,1,0,0,1,0
"MARIANO MORO",0,0,14,0,0,0,0,0,3,0,0,1,0
"MARQUES DE SOUZA",0,0,39,4,0,1,0,0,0,0,1,1,3
MATA,0,3,70,2,0,0,0,0,5,0,1,6,0
"MATO CASTELHANO",0,0,48,6,0,2,0,0,2,0,0,2,0
"MATO LEITAO",0,1,21,3,0,1,0,0,2,0,0,1,0
"MATO QUEIMADO",0,0,8,0,0,0,0,0,0,0,0,0,0
"MAXIMILIANO DE ALMEIDA",1,2,35,1,0,0,0,0,6,0,0,4,0
"MINAS DO LEAO",1,0,85,3,0,0,0,0,4,0,1,3,2
MIRAGUAI,0,3,85,6,0,0,0,0,5,0,0,1,0
MONTAURI,0,0,2,3,0,0,0,0,0,0,0,0,0
"MONTE ALEGRE DOS CAMPOS",1,0,10,0,0,0,0,0,1,0,0,3,0
"MONTE BELO DO SUL",0,0,15,0,0,0,0,0,3,0,0,0,0
MONTENEGRO,6,51,1213,140,0,14,2,0,81,1,46,12,21
MORMACO,0,1,15,2,0,0,0,0,0,0,0,1,1
"MORRINHOS DO SUL",0,0,5,2,0,0,0,0,0,0,1,0,0
"MORRO REDONDO",0,0,69,6,0,0,0,0,4,0,0,2,0
"MORRO REUTER",0,0,30,5,0,5,0,0,3,0,0,1,1
MOSTARDAS,1,2,300,7,0,1,0,0,4,0,8,4,5
MUCUM,1,2,83,5,0,0,0,0,5,0,2,3,3
"MUITOS CAPOES",0,0,31,3,0,0,0,0,0,0,0,3,0
MULITERNO,0,0,8,1,0,0,0,0,0,0,0,0,0
NAO-ME-TOQUE,0,28,374,23,0,2,2,0,10,0,6,5,8
"NICOLAU VERGUEIRO",0,1,30,3,0,0,1,0,0,0,0,0,0
NONOAI,1,11,274,7,0,1,0,0,5,0,3,7,2
"NOVA ALVORADA",0,0,22,1,0,1,0,0,1,0,1,2,0
"NOVA ARACA",0,2,26,2,0,0,0,0,3,0,1,0,0
"NOVA BASSANO",0,8,58,6,0,1,0,0,8,0,1,2,11
"NOVA BOA VISTA",0,2,7,0,0,0,0,0,0,0,0,0,0
"NOVA BRESCIA",0,0,17,1,0,0,0,0,2,0,1,1,0
"NOVA CANDELARIA",0,0,6,0,0,0,0,0,0,0,0,3,0
"NOVA ESPERANCA DO SUL",1,0,49,2,0,0,0,0,2,0,1,7,0
"NOVA HARTZ",1,9,230,35,0,6,0,0,30,0,3,9,5
"NOVA PADUA",0,1,11,0,0,0,0,0,2,0,0,0,0
"NOVA PALMA",1,0,78,5,0,0,0,0,4,0,0,5,1
"NOVA PETROPOLIS",0,14,206,13,0,1,3,0,34,0,6,4,5
"NOVA PRATA",1,13,198,19,0,1,2,0,30,1,10,11,14
"NOVA RAMADA",0,0,11,0,0,0,0,0,0,0,1,0,0
"NOVA ROMA DO SUL",0,1,16,3,0,0,0,0,3,0,1,1,1
"NOVA SANTA RITA",2,2,272,39,0,4,0,0,9,0,3,8,3
"NOVO BARREIRO",0,1,29,6,0,0,0,0,1,0,0,7,0
"NOVO CABRAIS",0,2,37,9,0,0,0,0,4,0,0,2,1
"NOVO HAMBURGO",58,998,4579,2198,1,789,27,0,606,4,79,125,60
"NOVO MACHADO",0,1,12,1,0,0,0,0,0,0,0,2,0
"NOVO TIRADENTES",0,1,11,0,0,0,0,0,1,0,0,4,0
"NOVO XINGU",0,0,2,0,0,0,0,0,0,0,0,0,0
OSORIO,2,29,1064,97,0,7,2,0,44,0,43,13,37
"OUTROS LOCAIS",0,0,230,0,0,1,0,0,2,1,0,0,0
"PAIM FILHO",0,3,16,1,0,0,0,0,2,0,0,2,0
"PALMARES DO SUL",2,6,587,25,0,0,0,0,7,0,8,6,2
"PALMEIRA DAS MISSOES",4,34,967,46,0,4,13,1,30,1,2,40,8
PALMITINHO,4,7,38,2,0,0,0,0,5,1,1,1,0
PANAMBI,4,20,619,29,0,3,3,0,28,0,8,18,7
"PANTANO GRANDE",0,1,125,9,0,2,0,0,7,0,0,11,1
PARAI,0,6,43,2,0,0,0,0,3,0,3,3,1
"PARAISO DO SUL",0,1,76,4,0,2,0,0,0,0,0,5,0
"PARECI NOVO",0,1,25,7,0,1,0,0,4,0,0,0,1
PAROBE,10,29,610,204,0,57,6,0,73,3,10,19,37
"PASSA SETE",1,0,29,2,0,0,0,0,2,0,0,13,0
"PASSO DO SOBRADO",0,1,58,11,0,1,0,0,6,0,1,2,0
"PASSO FUNDO",39,592,3502,1469,2,377,11,0,308,3,124,179,79
"PAULO BENTO",0,0,29,4,0,0,0,0,1,0,0,2,0
PAVERAMA,0,5,81,6,0,1,1,0,2,0,0,5,1
"PEDRAS ALTAS",0,0,53,1,0,0,0,0,0,0,0,3,0
"PEDRO OSORIO",1,0,151,7,0,1,3,0,8,0,3,3,1
PEJUCARA,1,1,28,1,0,0,1,0,6,0,1,2,0
PELOTAS,29,339,6875,2210,1,177,24,0,552,7,108,141,50
"PICADA CAFE",0,4,25,3,0,3,0,0,3,0,1,0,0
PINHAL,0,0,40,1,0,0,0,0,1,0,0,2,0
"PINHAL DA SERRA",0,0,22,1,0,0,0,0,0,0,0,1,0
"PINHAL GRANDE",0,0,56,0,0,0,0,0,6,0,0,2,0
"PINHEIRINHO DO VALE",1,1,27,3,0,0,0,0,0,0,0,0,0
"PINHEIRO MACHADO",0,3,326,13,0,0,1,0,6,0,4,11,6
PIRAPO,1,0,60,3,0,0,0,0,0,0,0,11,0
PIRATINI,1,6,292,16,0,1,1,0,11,0,2,16,2
PLANALTO,1,1,163,13,0,0,0,0,6,1,2,10,3
"POCO DAS ANTAS",0,0,11,1,0,0,0,0,2,0,0,0,0
PONTAO,0,0,66,5,0,2,1,0,4,0,0,3,0
"PONTE PRETA",0,1,14,1,0,0,0,0,1,0,0,2,0
PORTAO,7,23,456,143,0,50,3,0,28,2,31,7,20
"PORTO ALEGRE",418,5660,44690,23739,25,6863,139,1,5102,44,2450,908,1592
"PORTO LUCENA",0,2,32,4,0,0,0,0,3,0,1,2,1
"PORTO MAUA",0,0,17,1,0,0,0,0,0,0,0,4,1
"PORTO VERA CRUZ",1,0,15,1,0,0,0,0,0,1,0,1,0
"PORTO XAVIER",0,1,132,6,0,2,1,0,5,0,4,14,1
"POUSO NOVO",1,1,35,1,0,1,0,0,0,0,0,1,0
"PRESIDENTE LUCENA",0,1,18,3,0,0,0,0,0,0,2,0,0
PROGRESSO,0,2,37,3,0,0,0,0,1,0,1,6,1
"PROTASIO ALVES",0,0,10,0,0,0,0,0,1,0,0,1,0
PUTINGA,0,2,36,0,0,0,0,0,0,0,2,5,0
QUARAI,3,15,469,21,0,1,1,0,28,0,21,20,3
"QUATRO IRMAOS",0,0,21,1,0,0,0,0,1,0,0,1,0
QUEVEDOS,0,1,25,1,0,0,0,0,0,0,0,1,0
"QUINZE DE NOVEMBRO",0,0,33,0,0,0,1,0,6,0,0,1,0
REDENTORA,1,0,67,9,0,0,0,0,4,1,0,6,0
RELVADO,0,0,24,0,0,0,0,0,5,0,0,1,0
"RESTINGA SECA",0,2,281,13,0,0,0,0,14,0,1,6,1
"RIO DOS INDIOS",3,0,27,2,0,0,0,0,0,0,0,6,0
"RIO GRANDE",21,235,4818,1854,4,66,40,0,248,7,98,94,170
"RIO PARDO",3,13,861,64,0,2,2,0,54,1,12,13,3
RIOZINHO,0,0,34,4,0,1,0,0,10,0,3,0,0
"ROCA SALES",0,2,173,6,0,1,0,0,2,0,5,4,5
"RODEIO BONITO",0,1,45,8,0,0,0,0,2,1,0,3,1
ROLADOR,0,2,12,0,0,0,0,0,0,0,0,2,0
ROLANTE,5,3,188,55,1,1,0,0,17,0,3,10,5
"RONDA ALTA",1,3,89,16,0,2,0,0,11,0,2,7,0
RONDINHA,0,3,40,1,0,0,0,0,2,0,0,1,0
"ROQUE GONZALES",1,1,75,2,0,0,0,0,6,1,2,12,1
"ROSARIO DO SUL",5,16,1060,89,1,3,4,0,64,0,30,53,12
"SAGRADA FAMILIA",0,0,5,0,0,0,0,0,0,0,1,2,0
"SALDANHA MARINHO",0,2,37,0,0,0,0,0,7,0,0,1,1
"SALTO DO JACUI",3,14,276,9,0,0,1,0,14,0,6,8,3
"SALVADOR DAS MISSOES",1,0,20,0,0,0,0,0,0,0,0,1,0
"SALVADOR DO SUL",0,1,45,2,1,0,0,0,1,0,0,2,0
SANANDUVA,0,3,127,6,0,1,0,0,21,0,3,6,5
"SANTA BARBARA DO SUL",0,4,85,4,0,0,0,0,14,0,0,5,0
"SANTA CECILIA DO SUL",0,0,16,0,0,0,0,0,1,0,0,1,0
"SANTA CLARA DO SUL",0,0,46,3,0,0,0,0,6,0,0,2,0
"SANTA CRUZ DO SUL",16,368,2253,427,0,68,2,0,128,3,93,58,38
"SANTA MARGARIDA DO SUL",0,0,40,3,0,0,0,0,0,0,0,2,0
"SANTA MARIA",15,330,5938,1233,1,42,14,0,439,1,191,132,74
"SANTA MARIA DO HERVAL",0,0,20,1,0,0,0,0,0,0,1,0,0
"SANTA ROSA",5,32,1112,72,0,7,1,0,94,1,65,34,32
"SANTA TEREZA",0,1,14,2,0,0,0,0,0,0,0,0,0
"SANTA VITORIA DO PALMAR",2,26,709,53,0,3,1,0,22,0,13,11,0
"SANTANA DA BOA VISTA",1,2,94,2,0,1,0,0,0,0,0,9,0
"SANTANA DO LIVRAMENTO",17,167,1558,121,1,7,4,0,68,3,34,70,9
SANTIAGO,4,19,740,68,0,3,4,0,86,0,29,54,23
"SANTO ANGELO",9,61,1715,231,0,8,10,0,184,2,19,64,14
"SANTO ANTONIO DA PATRULHA",0,19,584,45,0,3,2,0,17,0,7,8,10
