municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente
"BOA VISTA DO INCRA",0,0,36,0,0,0,0,0,0,0,0,0,0
"BOA VISTA DO SUL",0,0,15,3,0,0,0,0,0,0,0,0,0
"BOM JESUS",3,2,226,15,1,1,0,0,9,0,6,16,11
"BOM PRINCIPIO",0,13,81,21,1,6,0,0,12,0,4,3,0
"BOM PROGRESSO",0,0,28,1,0,0,0,0,4,0,0,2,0
"BOM RETIRO DO SUL",0,2,127,21,0,1,0,0,11,0,2,4,2
"BOQUEIRAO DO LEAO",0,3,51,6,0,0,0,0,2,0,0,6,0
BOSSOROCA,2,0,122,1,0,0,0,0,6,0,0,10,0
BOZANO,0,0,34,0,0,0,0,0,2,0,0,1,0
BRAGA,0,4,47,1,0,0,0,0,2,0,0,2,0
BROCHIER,0,1,30,4,0,0,0,0,2,0,0,0,0
BUTIA,4,1,412,27,0,2,0,0,14,0,10,14,22
"CACAPAVA DO SUL",1,11,789,33,0,2,0,0,31,0,15,17,3
CACEQUI,1,1,323,5,0,1,0,0,16,0,5,18,2
"CACHOEIRA DO SUL",4,43,1867,203,0,4,17,0,156,1,14,37,7
CACHOEIRINHA,29,258,2186,1099,1,376,7,0,242,4,93,39,57
"CACIQUE DOBLE",1,0,17,2,0,0,0,0,7,0,0,3,0
CAIBATE,0,1,41,1,0,0,0,0,4,0,0,4,0
CAICARA,0,4,38,2,0,0,0,0,0,0,0,2,0
CAMAQUA,6,97,1454,186,0,12,10,0,119,1,33,38,22
CAMARGO,0,0,25,0,0,1,0,0,1,0,0,0,0
"CAMBARA DO SUL",0,1,113,1,0,0,0,0,8,0,7,5,1
"CAMPESTRE DA SERRA",0,0,33,5,0,0,0,0,1,1,1,4,0
"CAMPINA DAS MISSOES",0,1,36,0,0,0,0,0,4,0,0,1,0
"CAMPINAS DO SUL",0,2,25,2,0,1,0,0,1,0,1,3,0
"CAMPO BOM",1,76,1564,357,0,83,7,0,97,0,60,28,6
"CAMPO NOVO",0,4,107,7,0,2,1,0,6,0,2,14,0
"CAMPOS BORGES",0,2,25,1,0,1,0,0,0,0,2,1,0
CANDELARIA,9,13,628,50,1,6,0,0,18,0,18,27,8
"CANDIDO GODOI",0,3,40,2,0,0,0,0,0,0,0,2,0
CANDIOTA,1,3,197,4,0,0,0,0,8,0,1,7,0
CANELA,2,28,703,63,0,3,3,0,82,1,60,25,15
CANGUCU,4,20,516,71,1,1,3,0,30,1,8,19,0
CANOAS,68,747,7394,3565,6,1046,12,2,567,2,131,210,114
"CANUDOS DO VALE",0,1,14,0,0,0,0,0,0,0,0,0,0
"CAPAO BONITO DO SUL",1,0,27,0,0,0,0,0,4,0,0,2,0
"CAPAO DA CANOA",12,45,1993,212,0,12,7,0,147,0,44,22,64
"CAPAO DO CIPO",0,2,42,3,0,0,0,0,2,0,0,5,0
"CAPAO DO LEAO",0,5,463,45,0,2,0,0,19,0,3,7,3
"CAPELA DE SANTANA",0,3,176,12,0,4,0,0,16,0,26,2,2
CAPITAO,1,1,28,1,0,2,0,0,1,0,0,0,0
"CAPIVARI DO SUL",1,2,47,10,0,0,0,0,8,0,2,0,0
CARAA,2,2,16,2,0,0,0,0,3,0,0,1,0
CARAZINHO,9,46,1933,133,2,19,3,0,127,0,29,37,12
"CARLOS BARBOSA",0,20,260,26,1,25,0,0,35,0,1,1,0
"CARLOS GOMES",0,0,10,0,0,0,0,0,1,0,0,3,0
CASCA,1,19,80,14,0,6,2,0,6,0,1,2,2
CASEIROS,0,2,31,2,0,2,0,0,10,0,0,0,0
CATUIPE,0,2,178,9,0,2,0,0,10,0,0,7,0
"CAXIAS DO SUL",84,1499,7793,2326,4,508,23,0,689,4,176,294,96
CENTENARIO,0,1,9,1,0,0,0,0,0,0,0,0,0
CERRITO,0,2,76,5,0,0,0,0,3,0,0,2,0
"CERRO BRANCO",0,3,17,1,0,0,0,0,2,0,0,0,0
"CERRO GRANDE",0,1,18,1,0,1,0,0,1,0,0,1,0
"CERRO GRANDE DO SUL",1,19,131,25,0,1,0,0,12,0,3,11,3
"CERRO LARGO",1,5,155,3,0,0,3,0,15,1,4,7,3
CHAPADA,1,3,94,6,0,0,1,0,7,0,0,3,1
CHARQUEADAS,4,9,562,43,0,2,1,0,16,2,49,14,54
CHARRUA,0,0,19,0,0,0,0,0,0,0,0,2,0
CHIAPETTA,0,2,46,0,0,0,1,0,5,0,0,7,0
CHUI,0,7,158,10,0,0,0,0,7,0,0,3,1
CHUVISCA,1,2,77,5,0,0,0,0,2,0,0,2,0
CIDREIRA,2,11,1242,105,1,7,1,0,36,0,20,10,6
CIRIACO,1,3,114,8,0,1,0,0,6,0,1,5,0
COLINAS,1,0,23,4,0,0,0,0,0,0,0,0,1
COLORADO,0,3,19,0,0,0,0,0,2,0,1,0,0
CONDOR,0,2,92,5,0,1,0,0,14,0,2,6,0
CONSTANTINA,1,6,127,4,0,0,1,0,5,0,5,2,1
"COQUEIRO BAIXO",0,0,12,2,0,0,0,0,0,0,0,1,0
"COQUEIROS DO SUL",1,1,38,2,0,0,0,0,0,0,0,3,0
"CORONEL BARROS",0,0,26,3,0,0,0,0,1,0,0,0,0
"CORONEL BICACO",2,5,131,10,0,0,1,0,12,0,0,12,0
"CORONEL PILAR",0,0,5,8,0,0,0,0,0,0,0,0,0
COTIPORA,0,1,54,3,0,1,0,0,4,0,1,2,0
COXILHA,0,0,32,3,1,2,0,0,3,0,0,2,0
CRISSIUMAL,1,7,169,6,0,1,2,0,13,1,3,5,2
CRISTAL,3,0,52,6,0,0,0,0,5,0,0,3,0
"CRISTAL DO SUL",1,1,24,0,0,0,0,0,1,0,0,1,0
"CRUZ ALTA",8,170,2017,237,0,27,2,0,127,5,29,114,21
CRUZALTENSE,0,0,4,1,0,0,0,0,0,0,0,1,0
"CRUZEIRO DO SUL",1,0,136,25,0,9,0,0,14,0,0,2,2
"DAVID CANABARRO",0,7,37,2,0,0,0,0,11,1,0,1,0
DERRUBADAS,0,1,28,2,1,0,0,0,1,0,0,4,0
"DEZESSEIS DE NOVEMBRO",2,1,39,3,0,0,0,0,3,0,0,3,0
"DILERMANDO DE AGUIAR",0,0,61,0,0,0,0,0,4,0,0,8,0
"DOIS IRMAOS",2,49,211,53,0,19,1,0,64,0,4,5,1
"DOIS IRMAOS DAS MISSOES",1,2,21,2,0,0,0,0,0,0,0,1,0
"DOIS LAJEADOS",0,3,25,3,0,0,0,0,5,0,0,6,0
"DOM FELICIANO",2,5,154,13,0,1,1,0,10,0,1,10,0
"DOM PEDRITO",5,12,704,52,0,2,2,0,37,3,11,39,6
"DOM PEDRO DE ALCANTARA",0,1,20,3,0,0,0,0,4,0,0,0,0
"DONA FRANCISCA",0,2,78,4,0,0,0,0,6,0,0,1,0
"DOUTOR RICARDO",0,1,24,5,0,0,0,0,2,0,1,1,0
"DR MAURICIO CARDOSO",0,0,67,0,0,0,0,0,1,0,0,1,0
"ELDORADO DO SUL",5,5,722,192,2,17,1,0,32,0,7,29,7
ENCANTADO,2,15,460,34,0,3,8,0,13,1,17,14,2
"ENCRUZILHADA DO SUL",5,12,626,43,0,3,0,0,28,5,6,17,7
"ENGENHO VELHO",0,0,9,1,0,0,0,0,0,0,0,1,0
"ENTRE IJUIS",0,5,101,6,0,0,1,0,5,0,1,12,0
"ENTRE RIOS DO SUL",2,0,19,1,0,0,0,0,0,0,0,1,0
EREBANGO,0,0,15,1,0,0,0,0,0,0,0,0,0
ERECHIM,17,85,1706,246,0,9,3,0,144,1,45,101,43
ERNESTINA,1,4,34,7,0,1,1,0,1,0,1,1,0
"ERVAL GRANDE",0,0,20,0,0,0,1,0,2,0,0,2,0
"ERVAL SECO",0,1,46,3,0,0,1,0,2,1,0,5,0
ESMERALDA,1,1,30,0,1,0,1,0,1,0,0,3,3
"ESPERANCA DO SUL",0,0,15,1,0,0,0,0,2,0,0,0,0
ESPUMOSO,3,11,254,7,0,1,1,0,16,0,2,4,5
ESTACAO,2,1,62,1,0,1,0,0,5,0,1,6,0
"ESTANCIA VELHA",1,156,569,174,1,67,5,0,73,1,18,12,3
ESTEIO,12,136,2342,956,1,192,3,0,139,0,17,29,20
ESTRELA,2,35,655,88,0,19,6,0,42,0,36,11,9
"ESTRELA VELHA",2,0,28,1,0,0,0,0,3,0,0,3,0
"EUGENIO DE CASTRO",1,0,33,1,0,0,0,0,4,0,0,2,0
"FAGUNDES VARELA",0,2,13,0,0,0,0,0,0,0,0,0,0
FARROUPILHA,1,65,1037,185,0,66,5,0,143,0,14,15,8
"FAXINAL DO SOTURNO",0,0,101,7,0,1,1,0,8,0,1,3,2
FAXINALZINHO,3,0,27,0,0,0,0,0,1,0,0,4,0
"FAZENDA VILA NOVA",0,2,74,8,0,0,0,0,6,0,1,1,0
FELIZ,0,6,105,13,1,1,3,0,10,0,2,3,1
"FLORES DA CUNHA",3,26,264,50,0,15,2,0,17,0,6,10,3
"FLORIANO PEIXOTO",0,0,14,1,0,0,0,0,0,0,0,2,0
"FONTOURA XAVIER",3,4,85,20,0,1,1,0,15,0,2,11,0
FORMIGUEIRO,0,2,106,3,0,0,1,0,13,0,4,7,1
FORQUETINHA,0,0,17,3,0,1,0,0,1,0,1,0,0
"FORTALEZA DOS VALOS",0,4,54,1,0,0,0,0,7,0,1,2,0
"FREDERICO WESTPHALEN",5,24,548,43,1,4,5,0,45,1,10,19,2
GARIBALDI,0,30,359,75,1,20,1,0,24,3,0,3,3
GARRUCHOS,1,0,80,1,0,2,0,0,1,0,0,4,0
GAURAMA,1,1,42,0,0,0,0,0,2,0,1,3,0
"GENERAL CAMARA",0,4,144,10,0,1,0,0,33,0,0,0,6
GENTIL,0,3,22,0,0,1,0,0,0,0,0,1,0
"GETULIO VARGAS",0,7,220,16,0,3,2,0,26,0,4,12,11
GIRUA,2,5,231,15,0,0,2,0,25,0,3,9,0
GLORINHA,1,1,91,18,0,2,3,0,2,0,0,5,0
GRAMADO,3,25,583,34,0,2,6,0,66,0,35,12,3
"GRAMADO DOS LOUREIROS",0,0,29,2,0,0,0,0,2,0,0,1,0
"GRAMADO XAVIER",2,3,35,1,0,0,0,0,3,0,0,1,0
GRAVATAI,40,323,3960,1428,3,254,10,0,346,7,95,103,94
GUABIJU,0,3,15,1,0,0,0,0,0,0,0,2,0
GUAIBA,21,43,1444,636,0,48,5,0,75,0,34,71,18
GUAPORE,1,8,198,15,0,1,0,0,37,1,19,10,6
"GUARANI DAS MISSOES",2,2,116,15,0,1,0,0,2,0,1,6,1
HARMONIA,0,0,22,3,0,0,0,0,2,0,0,1,0
HERVAL,0,2,105,6,0,2,0,0,8,0,0,3,0
HERVEIRAS,0,1,19,2,0,0,0,0,1,0,0,3,0
HORIZONTINA,2,13,182,25,0,2,2,0,15,0,4,13,0
"HULHA NEGRA",0,0,71,4,0,0,0,0,1,0,0,2,0
HUMAITA,0,3,49,1,0,1,0,0,1,0,0,1,0
IBARAMA,2,1,29,0,0,0,0,0,1,0,0,7,0
IBIACA,0,0,50,10,0,0,1,0,12,0,1,1,0
IBIRAIARAS,0,5,53,5,0,1,0,0,11,0,0,2,1
IBIRAPUITA,0,0,36,5,0,0,0,0,6,0,0,6,0
IBIRUBA,0,19,288,23,0,1,0,0,43,0,3,12,3
IGREJINHA,2,22,597,55,0,12,2,1,59,0,26,20,14
IJUI,3,135,1987,213,0,12,9,0,208,0,62,41,24
ILOPOLIS,2,0,16,5,0,0,0,0,1,0,0,0,1
IMBE,3,31,1414,50,0,8,1,0,45,0,18,6,7
IMIGRANTE,0,1,10,2,0,0,0,0,1,0,1,0,0
INDEPENDENCIA,0,3,93,4,0,1,1,0,2,0,2,9,0
INHACORA,0,1,32,2,0,0,1,0,1,0,1,0,0
IPE,0,4,49,3,0,2,0,0,6,0,2,1,0
"IPIRANGA DO SUL",0,1,10,0,0,0,0,0,0,0,0,0,0
IRAI,2,4,185,9,0,0,3,0,10,0,0,13,5
ITAARA,0,0,113,7,0,0,2,0,3,0,0,1,2
ITACURUBI,0,0,38,0,0,0,0,0,1,0,0,7,0
ITAPUCA,1,0,31,5,0,0,0,0,0,0,0,4,0
ITAQUI,7,6,605,70,0,4,2,0,48,1,3,26,22
ITATI,0,0,30,1,0,1,0,0,11,0,0,1,0
"ITATIBA DO SUL",0,0,10,0,0,0,0,0,1,0,0,2,0
IVORA,0,0,22,0,0,0,0,0,1,0,0,1,0
IVOTI,0,30,143,27,0,13,0,0,21,0,0,1,2
JABOTICABA,0,1,42,3,0,0,3,0,2,0,1,3,0
JACUIZINHO,0,2,30,0,0,0,0,0,1,0,0,1,0
JACUTINGA,0,2,24,0,0,0,0,0,0,0,0,3,0
JAGUARAO,1,9,484,21,0,1,2,0,27,1,15,11,6
JAGUARI,0,0,141,6,0,0,3,0,30,0,1,12,0
JAQUIRANA,1,1,48,2,0,0,0,0,11,0,0,5,0
JARI,0,0,30,3,0,0,0,0,0,0,0,0,0
JOIA,1,1,84,3,0,0,0,0,1,0,1,4,1
"JULIO DE CASTILHOS",0,7,377,36,0,0,0,0,42,0,12,13,6
"LAGOA BONITA DO SUL",0,3,19,1,0,0,0,0,1,0,0,4,0
"LAGOA DOS TRES CANTOS",0,1,6,0,0,0,0,0,3,0,0,0,0
"LAGOA VERMELHA",1,17,483,37,0,1,1,0,76,0,19,24,28
LAGOAO,2,0,34,1,0,0,0,0,5,0,0,3,0
LAJEADO,9,101,1576,437,0,95,14,0,154,1,89,47,27
"LAJEADO DO BUGRE",1,1,24,2,0,0,0,0,0,0,2,5,0
"LAVRAS DO SUL",0,1,76,2,0,0,0,0,2,0,1,3,0
"LIBERATO SALZANO",0,1,43,2,0,0,0,0,5,0,0,2,0
"LINDOLFO COLLOR",1,3,30,8,0,1,0,0,0,0,0,0,0
"LINHA NOVA",0,0,8,0,0,0,0,0,0,0,0,0,0
MACAMBARA,1,0,64,1,0,0,0,0,0,0,0,1,0
MACHADINHO,0,4,57,2,0,0,0,0,7,0,1,4,0
MAMPITUBA,0,1,8,2,0,0,0,0,0,0,0,2,0
"MANOEL VIANA",2,0,112,6,0,0,0,0,7,0,0,17,0
MAQUINE,0,2,93,9,0,2,0,0,2,0,3,3,1
MARATA,0,4,9,0,0,0,0,0,0,0,1,0,0
MARAU,4,65,578,51,0,16,1,0,28,0,4,20,2
"MARCELINO RAMOS",0,1,51,1,0,0,0,0,7,1,1,4,0
"MARIANA PIMENTEL",0,0,79,11,0,1,0,0,2,0,0,1,0
"MARIANO MORO",0,0,9,0,0,0,0,0,0,0,0,0,0
"MARQUES DE SOUZA",0,2,39,4,0,0,0,0,3,1,1,3,3
MATA,0,1,66,3,0,0,0,0,4,0,0,4,0
"MATO CASTELHANO",0,1,47,7,0,0,0,0,1,0,0,4,0
"MATO LEITAO",0,1,29,6,0,1,0,0,2,0,1,0,0
"MATO QUEIMADO",1,0,4,0,0,0,0,0,1,0,0,0,0
"MAXIMILIANO DE ALMEIDA",0,0,28,1,0,0,0,0,4,0,0,7,0
"MINAS DO LEAO",0,0,124,13,0,1,2,0,5,0,4,1,2
MIRAGUAI,1,0,68,5,0,1,0,0,4,1,1,0,0
MONTAURI,0,3,7,2,0,0,0,0,1,0,0,3,0
"MONTE ALEGRE DOS CAMPOS",0,0,16,4,0,0,0,0,0,0,0,1,0
"MONTE BELO DO SUL",0,0,15,1,0,1,0,0,6,0,0,0,0
MONTENEGRO,5,80,1327,137,0,18,0,0,97,0,70,23,20
MORMACO,0,1,17,0,0,0,0,0,0,0,0,3,0
"MORRINHOS DO SUL",0,1,9,0,0,0,0,0,2,0,0,1,0
"MORRO REDONDO",0,1,95,3,0,0,0,0,9,0,0,4,0
"MORRO REUTER",0,4,23,8,0,4,0,0,3,0,1,2,1
MOSTARDAS,0,0,337,14,0,0,0,0,12,0,7,12,7
MUCUM,0,1,102,9,0,1,1,0,9,0,0,4,0
"MUITOS CAPOES",0,1,42,1,0,0,0,0,0,0,0,3,0
MULITERNO,0,2,18,0,0,0,0,0,0,0,0,0,0
NAO-ME-TOQUE,0,18,300,23,0,3,1,0,26,0,4,10,3
"NICOLAU VERGUEIRO",1,0,21,3,0,0,0,0,2,0,0,3,0
NONOAI,5,6,171,13,1,1,0,0,9,0,2,22,0
"NOVA ALVORADA",0,1,19,1,0,0,0,0,2,0,4,3,1
"NOVA ARACA",0,2,18,1,0,1,0,0,8,0,0,1,0
"NOVA BASSANO",2,10,58,6,0,0,0,0,13,0,0,0,5
"NOVA BOA VISTA",0,1,12,0,0,0,0,0,0,0,0,0,0
"NOVA BRESCIA",0,5,33,2,0,0,0,0,1,0,0,0,0
"NOVA CANDELARIA",0,0,7,1,0,0,0,0,0,0,0,2,0
"NOVA ESPERANCA DO SUL",0,1,37,0,0,0,1,0,8,0,2,0,0
"NOVA HARTZ",3,5,222,23,0,2,1,0,43,0,1,7,1
"NOVA PADUA",0,0,18,2,0,0,0,0,0,0,0,1,0
"NOVA PALMA",0,1,77,2,0,1,0,0,2,0,0,1,1
"NOVA PETROPOLIS",1,10,178,17,0,2,3,0,39,0,27,6,7
"NOVA PRATA",0,16,376,12,0,3,4,0,36,0,19,16,4
"NOVA RAMADA",0,1,10,1,0,0,0,0,0,0,0,0,0
"NOVA ROMA DO SUL",1,0,21,2,0,0,0,0,2,0,0,0,1
"NOVA SANTA RITA",2,3,227,36,0,6,0,0,25,1,5,6,1
"NOVO BARREIRO",0,4,42,2,0,0,1,0,2,0,0,1,0
"NOVO CABRAIS",0,2,40,3,0,0,0,0,2,0,0,5,0
"NOVO HAMBURGO",48,922,5445,2510,2,980,32,3,603,4,60,123,47
"NOVO MACHADO",0,1,12,0,0,0,0,0,0,0,0,1,0
"NOVO TIRADENTES",0,1,14,1,0,0,2,0,4,0,0,0,0
"NOVO XINGU",0,0,6,1,0,0,0,0,1,0,0,0,0
OSORIO,3,35,1197,177,0,10,1,0,59,1,56,20,28
"OUTROS LOCAIS",0,1,162,0,0,0,0,0,2,0,0,0,0
"PAIM FILHO",1,0,20,1,0,0,0,0,1,0,0,3,0
"PALMARES DO SUL",0,4,638,54,0,1,1,0,25,1,17,6,2
"PALMEIRA DAS MISSOES",5,46,944,47,0,3,5,0,27,0,17,45,9
PALMITINHO,1,3,44,0,0,0,0,0,5,0,1,0,0
PANAMBI,5,25,563,24,0,3,0,0,59,1,25,19,1
"PANTANO GRANDE",1,5,207,21,0,2,0,0,15,1,0,8,1
PARAI,2,8,48,0,0,0,1,0,9,0,3,0,1
"PARAISO DO SUL",0,2,62,7,0,0,0,0,4,0,0,1,0
"PARECI NOVO",0,1,28,5,0,0,0,0,3,0,0,0,0
PAROBE,3,52,582,136,0,32,1,0,137,1,15,28,8
"PASSA SETE",0,2,41,1,0,0,0,0,4,0,0,10,0
"PASSO DO SOBRADO",0,1,84,8,0,0,1,1,22,1,0,3,0
"PASSO FUNDO",29,666,4415,1331,2,233,12,0,360,5,80,184,58
"PAULO BENTO",0,0,35,2,0,0,0,0,0,0,0,3,0
PAVERAMA,0,7,42,5,0,1,0,0,2,0,0,4,0
"PEDRAS ALTAS",1,0,71,6,0,0,0,0,11,0,0,5,0
"PEDRO OSORIO",0,2,201,11,0,1,0,0,5,1,4,1,0
PEJUCARA,0,2,40,3,0,0,0,0,4,0,1,5,0
PELOTAS,27,300,7654,2510,7,130,26,0,571,8,110,112,29
"PICADA CAFE",0,2,21,1,0,0,0,0,3,0,3,1,0
PINHAL,0,0,29,1,0,0,0,0,4,0,0,1,0
"PINHAL DA SERRA",0,0,24,1,0,0,2,0,2,0,0,3,0
"PINHAL GRANDE",1,0,44,4,1,0,1,0,3,0,0,1,0
"PINHEIRINHO DO VALE",1,0,33,2,0,0,0,0,1,0,0,0,0
"PINHEIRO MACHADO",1,3,238,10,0,0,0,0,27,1,7,14,1
PIRAPO,0,0,48,0,0,0,1,0,0,0,1,7,0
PIRATINI,0,4,292,10,0,2,0,0,11,0,2,10,0
PLANALTO,5,2,158,18,0,0,0,0,4,1,2,5,1
"POCO DAS ANTAS",0,0,14,2,0,0,0,0,1,0,0,0,0
PONTAO,1,3,54,6,0,3,1,0,5,0,0,1,0
"PONTE PRETA",0,0,12,0,0,0,0,0,0,0,0,0,0
PORTAO,7,34,553,108,0,44,1,0,32,1,21,16,9
"PORTO ALEGRE",442,5005,46295,26003,34,7996,224,1,6319,36,2017,910,1218
"PORTO LUCENA",0,0,44,0,0,0,0,0,8,0,0,7,0
"PORTO MAUA",0,0,18,1,0,0,0,0,0,0,0,1,2
"PORTO VERA CRUZ",0,0,19,0,0,0,0,0,1,0,0,1,1
"PORTO XAVIER",0,1,141,11,0,0,1,0,11,0,4,25,0
"POUSO NOVO",0,0,33,9,0,1,0,0,1,0,0,0,0
"PRESIDENTE LUCENA",0,2,21,1,0,2,0,0,0,1,0,0,0
PROGRESSO,3,1,42,6,0,0,0,0,6,0,1,5,0
"PROTASIO ALVES",0,0,11,0,0,0,0,0,1,0,0,0,0
PUTINGA,0,2,33,5,0,6,0,0,1,0,0,1,0
QUARAI,3,9,460,31,0,0,3,0,19,0,8,19,4
"QUATRO IRMAOS",0,0,24,2,0,0,0,0,0,0,0,2,0
QUEVEDOS,1,1,39,1,0,0,0,0,0,0,0,9,0
"QUINZE DE NOVEMBRO",0,1,15,2,0,0,0,0,2,0,0,1,0
REDENTORA,2,3,87,6,0,0,0,0,3,0,1,9,0
RELVADO,0,0,10,0,0,0,0,0,2,0,0,1,0
"RESTINGA SECA",1,1,221,21,0,5,0,0,18,0,1,7,1
"RIO DOS INDIOS",0,0,23,3,0,0,0,0,0,0,0,6,0
"RIO GRANDE",10,180,4861,1566,2,50,3,0,336,1,105,110,115
"RIO PARDO",2,19,683,64,0,0,0,0,59,0,21,8,3
RIOZINHO,1,1,45,8,0,0,0,0,17,0,0,2,0
"ROCA SALES",0,3,214,18,0,1,1,0,8,0,7,3,3
"RODEIO BONITO",0,1,49,3,0,0,0,0,12,0,1,1,1
ROLADOR,0,1,22,0,0,0,0,0,0,0,0,3,0
ROLANTE,5,13,247,58,0,3,0,0,9,0,10,9,1
"RONDA ALTA",1,4,87,8,0,0,0,0,3,0,3,2,0
RONDINHA,0,2,35,5,0,0,0,0,3,0,0,0,0
"ROQUE GONZALES",0,1,70,4,0,0,0,0,6,0,0,8,0
"ROSARIO DO SUL",4,5,921,53,0,1,2,0,105,0,23,41,11
"SAGRADA FAMILIA",0,3,17,1,0,0,0,0,1,0,1,4,0
"SALDANHA MARINHO",0,1,40,2,0,2,0,0,0,0,3,2,0
"SALTO DO JACUI",1,20,299,14,0,0,0,0,24,1,2,13,1
"SALVADOR DAS MISSOES",0,0,19,2,0,0,0,0,2,0,0,1,0
"SALVADOR DO SUL",0,1,52,1,0,2,0,0,0,0,2,3,0
SANANDUVA,0,9,122,2,0,1,2,0,13,0,8,6,5
"SANTA BARBARA DO SUL",0,2,125,9,0,1,0,0,10,0,0,5,0
"SANTA CECILIA DO SUL",0,0,25,2,0,1,0,0,0,0,0,2,1
"SANTA CLARA DO SUL",0,0,53,10,0,0,1,0,1,0,2,3,0
"SANTA CRUZ DO SUL",10,330,2174,581,2,119,10,0,191,4,104,93,17
"SANTA MARGARIDA DO SUL",0,0,31,0,0,0,0,0,2,0,0,2,0
"SANTA MARIA",13,295,5577,1116,1,47,28,0,463,3,361,140,87
"SANTA MARIA DO HERVAL",0,0,16,0,0,0,0,0,0,0,0,0,1
"SANTA ROSA",4,53,992,86,0,6,6,0,94,1,21,26,22
"SANTA TEREZA",0,0,9,4,0,0,0,0,2,0,0,2,0
"SANTA VITORIA DO PALMAR",3,9,641,58,1,0,0,0,26,0,5,16,1
"SANTANA DA BOA VISTA",0,4,84,5,0,0,0,0,4,0,0,4,0
"SANTANA DO LIVRAMENTO",6,235,1739,187,0,6,4,0,166,1,31,58,3
SANTIAGO,7,16,864,72,1,4,1,0,160,0,26,45,13
"SANTO ANGELO",9,106,2047,219,1,2,7,0,108,4,32,45,17
"SANTO ANTONIO DA PATRULHA",4,12,561,58,0,9,1,0,44,1,7,16,3
