municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente
"BARRA DO RIBEIRO",3,12,365,25,0,0,0,0,18,0,1,0,2
"BARRA DO RIO AZUL",0,0,7,0,0,0,0,0,0,0,0,0,0
"BARRA FUNDA",0,0,3,0,0,0,0,0,2,0,0,0,0
BARRACAO,0,3,56,3,0,0,0,0,1,0,0,0,0
"BARROS CASSAL",3,3,118,8,0,1,0,0,1,0,1,0,0
"BENJAMIN CONSTANT DO SUL",0,1,4,0,0,0,0,0,0,0,0,0,0
"BENTO GONCALVES",5,266,2269,265,1,39,6,0,143,0,60,0,16
"BOA VISTA DAS MISSOES",1,0,12,3,0,0,0,0,0,0,0,1,0
"BOA VISTA DO BURICA",1,1,40,1,0,0,0,0,6,0,0,0,0
"BOA VISTA DO CADEADO",0,2,11,0,0,0,0,0,0,0,0,0,0
"BOA VISTA DO INCRA",0,0,5,0,0,0,0,0,0,0,0,0,0
"BOA VISTA DO SUL",0,1,19,4,0,0,0,0,12,0,1,0,0
"BOM JESUS",1,1,155,9,0,0,0,0,6,0,1,0,2
"BOM PRINCIPIO",0,0,41,6,0,0,0,0,4,2,0,0,0
"BOM PROGRESSO",0,0,16,0,0,0,0,0,1,0,0,0,0
"BOM RETIRO DO SUL",0,1,96,13,0,0,0,0,6,0,1,0,1
"BOQUEIRAO DO LEAO",1,0,6,0,0,0,0,0,0,0,0,0,1
BOSSOROCA,2,3,91,3,0,0,0,0,3,0,0,0,0
BOZANO,0,0,3,0,0,0,0,0,0,0,0,0,0
BRAGA,1,0,46,1,0,0,0,0,1,0,1,0,0
BROCHIER,0,2,22,2,0,0,0,0,0,0,0,0,0
BUTIA,3,1,297,26,0,0,1,0,17,0,25,0,8
"CACAPAVA DO SUL",3,10,420,33,0,1,0,0,21,0,23,0,2
CACEQUI,0,2,307,7,0,1,1,0,22,0,19,0,9
"CACHOEIRA DO SUL",10,85,2223,178,1,2,3,0,241,1,34,0,5
CACHOEIRINHA,18,247,1634,861,3,219,1,0,137,0,59,0,6
"CACIQUE DOBLE",0,0,8,1,0,0,0,0,4,1,0,0,0
CAIBATE,0,1,35,2,0,0,0,0,2,0,0,0,0
CAICARA,0,0,3,0,0,0,0,0,1,0,0,0,0
CAMAQUA,11,101,1468,104,0,1,1,0,124,4,58,0,6
CAMARGO,2,0,16,1,0,0,0,0,2,0,1,0,0
"CAMBARA DO SUL",0,2,40,0,0,0,0,0,3,2,0,0,0
"CAMPESTRE DA SERRA",0,1,0,1,0,0,0,0,1,0,0,0,0
"CAMPINA DAS MISSOES",1,0,29,3,0,0,0,0,11,1,0,0,0
"CAMPINAS DO SUL",0,3,53,0,0,0,0,0,2,0,5,0,1
"CAMPO BOM",4,109,1330,272,0,39,2,0,82,0,56,0,3
"CAMPO NOVO",2,1,117,7,0,1,0,0,6,0,5,0,0
"CAMPOS BORGES",1,2,11,2,0,0,0,0,1,0,0,0,0
CANDELARIA,4,14,703,36,0,0,0,0,31,1,8,0,6
"CANDIDO GODOI",0,0,22,1,0,0,0,0,5,0,0,0,0
CANDIOTA,0,2,135,1,0,0,1,0,5,0,1,0,0
CANELA,4,30,734,59,1,3,1,0,45,0,20,0,9
CANGUCU,2,11,288,45,0,2,0,0,13,0,7,0,2
CANOAS,61,1094,6481,3272,5,562,9,0,426,1,182,0,39
"CANUDOS DO VALE",0,0,6,0,0,0,0,0,0,0,0,0,0
"CAPAO BONITO DO SUL",0,0,2,0,0,0,0,0,0,0,1,0,0
"CAPAO DA CANOA",8,107,1781,203,0,7,1,0,96,0,68,0,14
"CAPAO DO CIPO",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAPAO DO LEAO",1,12,249,35,0,1,0,0,9,0,1,0,0
"CAPELA DE SANTANA",1,3,108,28,0,9,0,0,7,0,2,0,0
CAPITAO,0,0,9,2,0,0,0,0,0,0,0,0,0
"CAPIVARI DO SUL",1,3,41,3,0,0,0,0,5,0,5,0,0
CARAA,0,1,24,2,0,0,0,0,0,0,0,0,0
CARAZINHO,6,92,1316,120,0,11,3,0,138,1,43,1,3
"CARLOS BARBOSA",0,20,322,27,0,7,0,0,28,0,3,0,1
"CARLOS GOMES",0,0,6,1,0,0,0,0,3,0,0,0,0
CASCA,0,8,122,9,0,1,0,0,9,0,2,0,0
CASEIROS,0,0,29,4,0,1,0,0,0,0,0,0,0
CATUIPE,1,4,157,5,0,2,1,0,7,0,2,0,0
"CAXIAS DO SUL",56,1153,7339,1802,2,573,26,0,584,7,171,0,72
CENTENARIO,0,0,17,1,0,0,0,0,3,0,0,0,0
CERRITO,0,2,80,0,0,0,0,0,1,0,2,0,0
"CERRO BRANCO",0,0,28,0,0,1,0,0,3,0,0,0,1
"CERRO GRANDE",0,2,10,0,0,0,0,0,0,0,0,0,0
"CERRO GRANDE DO SUL",1,0,17,3,0,0,0,0,3,0,1,0,0
"CERRO LARGO",2,8,202,7,0,1,0,0,14,1,11,0,3
CHAPADA,0,5,93,3,0,1,0,0,4,0,1,0,0
CHARQUEADAS,4,7,437,25,0,1,1,0,25,1,57,0,59
CHARRUA,0,2,8,1,0,0,0,0,0,0,0,0,0
CHIAPETTA,0,0,46,0,0,0,0,0,7,0,2,0,0
CHUI,1,7,175,3,0,0,0,0,9,0,0,0,0
CHUVISCA,0,0,11,2,0,0,0,0,1,1,0,0,0
CIDREIRA,4,12,1058,77,0,1,0,0,15,0,16,0,8
CIRIACO,2,1,75,1,0,1,0,0,19,0,1,0,0
COLINAS,0,0,5,1,0,0,0,0,1,0,0,0,0
COLORADO,0,1,36,2,0,0,0,0,1,0,0,0,0
CONDOR,2,2,54,7,0,1,0,0,13,0,1,0,0
CONSTANTINA,1,3,124,9,0,0,0,0,7,0,1,0,1
"COQUEIRO BAIXO",0,0,2,0,0,0,0,0,0,0,0,0,0
"COQUEIROS DO SUL",0,0,12,0,0,0,0,0,1,0,0,0,0
"CORONEL BARROS",0,0,2,0,0,2,0,0,0,0,0,0,0
"CORONEL BICACO",1,3,144,11,0,0,2,0,18,0,1,0,0
"CORONEL PILAR",0,0,11,0,0,0,0,0,2,0,0,0,0
COTIPORA,0,1,48,0,0,0,0,0,1,0,0,0,0
COXILHA,0,2,19,2,0,0,0,0,2,0,0,0,2
CRISSIUMAL,1,8,151,3,0,0,0,0,10,0,7,0,3
CRISTAL,0,2,46,1,0,0,0,0,1,0,1,0,0
"CRISTAL DO SUL",0,0,16,0,0,0,0,0,2,0,1,0,0
"CRUZ ALTA",12,52,2092,157,0,15,1,0,179,9,50,0,25
CRUZALTENSE,1,1,3,0,0,0,0,0,0,0,0,0,0
"CRUZEIRO DO SUL",0,6,138,23,0,3,0,0,18,0,0,0,2
"DAVID CANABARRO",0,4,16,0,0,0,0,0,7,0,0,0,0
DERRUBADAS,0,0,16,0,0,0,0,0,1,0,0,0,0
"DEZESSEIS DE NOVEMBRO",0,0,29,3,0,0,0,0,0,0,0,0,0
"DILERMANDO DE AGUIAR",0,1,12,0,0,0,0,0,1,0,0,0,0
"DOIS IRMAOS",2,29,203,51,0,18,1,0,31,1,18,0,1
"DOIS IRMAOS DAS MISSOES",1,0,1,0,0,0,0,0,0,0,0,0,0
"DOIS LAJEADOS",0,1,15,0,0,0,0,0,0,0,0,0,0
"DOM FELICIANO",2,3,88,6,0,0,1,0,8,0,0,0,2
"DOM PEDRITO",9,34,731,65,0,2,6,0,31,0,15,0,2
"DOM PEDRO DE ALCANTARA",0,0,4,0,0,0,0,0,0,0,0,0,0
"DONA FRANCISCA",2,1,66,1,0,0,0,0,6,0,0,0,0
"DOUTOR RICARDO",0,1,1,0,0,0,0,0,0,0,0,0,0
"DR MAURICIO CARDOSO",0,0,58,1,0,0,0,0,0,1,0,0,0
"ELDORADO DO SUL",7,17,723,142,0,12,0,0,32,0,10,0,8
ENCANTADO,1,10,229,16,0,2,0,0,39,1,11,0,11
"ENCRUZILHADA DO SUL",1,6,328,25,0,1,1,0,43,1,3,0,2
"ENGENHO VELHO",0,0,12,0,0,0,0,0,0,0,0,0,0
"ENTRE IJUIS",0,2,114,8,0,0,0,0,5,1,0,0,0
"ENTRE RIOS DO SUL",1,0,35,1,0,0,0,0,1,0,0,0,0
EREBANGO,0,0,9,1,0,0,0,0,0,0,0,0,0
ERECHIM,26,69,1841,262,0,9,3,0,139,10,40,0,16
ERNESTINA,0,1,21,1,0,0,0,0,0,0,0,0,0
"ERVAL GRANDE",1,0,20,2,0,0,0,0,0,0,0,0,0
"ERVAL SECO",3,1,53,8,0,0,0,0,6,0,0,0,0
ESMERALDA,0,0,32,1,0,1,0,0,3,0,0,0,0
"ESPERANCA DO SUL",0,0,16,0,0,0,0,0,1,0,0,0,0
ESPUMOSO,3,9,118,6,0,0,1,0,15,0,3,0,0
ESTACAO,0,3,33,2,0,0,0,0,2,0,0,0,0
"ESTANCIA VELHA",4,63,602,144,0,40,0,0,42,1,32,0,18
ESTEIO,21,203,1579,531,1,79,5,0,82,2,75,0,6
ESTRELA,3,35,478,75,0,13,2,0,57,0,11,0,3
"ESTRELA VELHA",3,0,11,0,0,0,0,0,2,0,0,0,0
"EUGENIO DE CASTRO",0,0,39,3,0,0,0,0,2,0,0,0,0
"FAGUNDES VARELA",0,2,24,1,0,0,0,0,0,0,0,0,0
FARROUPILHA,3,103,1110,190,2,77,2,0,63,0,16,0,8
"FAXINAL DO SOTURNO",0,6,99,4,0,1,0,0,8,0,2,0,0
FAXINALZINHO,0,1,16,2,0,0,0,0,0,0,0,0,0
"FAZENDA VILA NOVA",1,0,21,5,0,0,0,0,1,0,0,0,0
FELIZ,2,9,155,10,1,1,1,0,15,0,3,0,0
"FLORES DA CUNHA",2,39,335,51,1,24,0,0,13,2,5,0,1
"FLORIANO PEIXOTO",0,0,7,0,0,0,0,0,0,0,0,0,0
"FONTOURA XAVIER",1,5,96,7,0,0,0,0,4,0,1,0,1
FORMIGUEIRO,0,2,82,2,0,0,2,0,14,0,0,0,1
FORQUETINHA,0,0,6,1,0,0,0,0,0,1,0,0,0
"FORTALEZA DOS VALOS",0,3,62,3,0,0,1,0,2,0,0,0,2
"FREDERICO WESTPHALEN",11,25,635,42,0,2,0,0,31,1,8,0,3
GARIBALDI,2,38,404,38,0,11,0,0,49,0,3,0,2
GARRUCHOS,0,0,7,0,0,0,0,0,0,0,0,0,0
GAURAMA,0,1,42,4,0,0,0,0,3,0,2,0,0
"GENERAL CAMARA",1,1,139,7,0,0,0,0,9,0,4,0,0
GENTIL,0,0,5,2,0,0,0,0,1,0,0,0,0
"GETULIO VARGAS",1,5,300,17,0,0,0,0,25,0,6,0,3
GIRUA,3,5,330,18,0,1,0,0,19,0,6,0,1
GLORINHA,0,1,64,17,0,1,0,0,15,0,0,0,0
GRAMADO,2,43,636,46,2,10,4,0,55,0,15,0,0
"GRAMADO DOS LOUREIROS",0,1,5,0,0,0,0,0,1,0,0,0,0
"GRAMADO XAVIER",0,0,2,0,0,0,0,0,1,1,0,0,0
GRAVATAI,25,370,3772,1179,7,258,2,0,181,1,69,1,16
GUABIJU,0,1,21,0,0,0,0,0,0,0,0,0,0
GUAIBA,11,91,1502,1334,2,35,1,0,84,0,60,0,6
GUAPORE,0,15,254,26,0,2,0,0,30,1,4,0,0
"GUARANI DAS MISSOES",3,1,134,11,0,0,0,0,7,0,1,0,1
HARMONIA,0,0,20,1,0,0,0,0,1,0,0,0,0
HERVAL,2,0,100,6,0,0,0,0,2,0,1,0,0
HERVEIRAS,1,1,8,0,0,1,0,0,0,0,0,0,0
HORIZONTINA,1,3,138,23,0,0,0,0,14,0,2,0,0
"HULHA NEGRA",0,0,7,0,0,0,0,0,0,0,0,0,0
HUMAITA,0,0,31,1,0,0,0,0,5,0,1,0,0
IBARAMA,0,0,13,1,0,0,0,0,0,0,0,0,0
IBIACA,0,6,47,2,0,0,0,0,9,0,1,0,1
IBIRAIARAS,0,2,53,3,0,0,0,0,12,0,0,0,2
IBIRAPUITA,0,3,14,0,0,0,0,0,3,0,0,0,0
IBIRUBA,0,8,201,11,0,1,1,0,22,1,6,0,9
IGREJINHA,7,32,498,97,2,9,2,0,36,0,18,0,2
IJUI,8,88,1740,216,0,16,1,1,118,0,47,0,12
ILOPOLIS,0,3,28,1,0,0,0,0,1,1,0,0,0
IMBE,1,47,1349,81,0,7,3,0,26,2,21,0,5
IMIGRANTE,0,0,4,0,0,0,0,0,1,0,0,0,0
INDEPENDENCIA,0,0,82,6,0,0,0,0,24,0,0,0,0
INHACORA,0,0,16,0,0,0,0,0,0,0,0,0,0
IPE,0,0,53,3,0,0,0,0,3,1,0,0,0
"IPIRANGA DO SUL",0,0,5,0,0,0,0,0,0,0,0,0,0
IRAI,0,5,84,6,0,0,0,0,6,2,0,0,2
ITAARA,0,1,64,5,0,0,0,0,2,0,0,0,0
ITACURUBI,0,0,0,1,0,0,0,0,0,0,0,0,0
ITAPUCA,0,0,33,5,0,0,0,0,0,1,0,0,0
ITAQUI,14,21,926,85,1,6,4,0,51,0,13,0,19
ITATI,0,0,13,1,0,0,0,0,0,0,0,0,0
"ITATIBA DO SUL",1,0,20,0,0,0,0,0,0,0,0,0,0
IVORA,0,1,21,0,0,0,0,0,0,0,0,0,0
IVOTI,0,15,136,25,0,6,0,0,6,0,4,0,0
JABOTICABA,1,1,47,2,0,0,0,0,1,0,0,0,0
JACUIZINHO,0,1,0,0,0,0,0,0,1,0,0,0,0
JACUTINGA,0,2,29,3,0,0,0,0,1,0,1,0,0
JAGUARAO,3,11,577,23,0,0,0,0,29,2,15,0,0
JAGUARI,2,5,88,2,0,0,0,0,22,0,3,0,6
JAQUIRANA,0,0,4,1,0,0,0,0,1,0,0,0,0
JARI,0,0,6,1,0,0,0,0,2,0,0,0,0
JOIA,0,0,29,3,0,0,0,0,3,0,0,0,0
"JULIO DE CASTILHOS",5,7,407,44,0,1,1,0,23,0,5,0,0
"LAGOA BONITA DO SUL",0,0,6,0,0,0,0,0,0,0,0,0,0
"LAGOA DOS TRES CANTOS",0,0,8,0,0,0,0,0,1,0,0,0,0
"LAGOA VERMELHA",5,31,655,26,0,4,1,0,64,2,8,0,9
LAGOAO,1,0,10,1,0,0,0,0,0,0,0,0,0
LAJEADO,12,130,1254,224,2,38,2,0,132,9,63,0,22
"LAJEADO DO BUGRE",1,0,7,2,0,0,0,0,1,0,0,0,0
"LAVRAS DO SUL",0,1,75,0,0,0,1,0,4,0,3,0,2
"LIBERATO SALZANO",1,2,47,3,0,0,0,0,0,0,0,0,0
"LINDOLFO COLLOR",0,0,26,6,0,0,0,0,0,0,1,0,0
"LINHA NOVA",0,0,6,2,0,0,0,0,0,0,0,0,0
MACAMBARA,0,0,2,0,0,0,0,0,0,0,0,0,0
MACHADINHO,0,1,53,0,0,0,0,0,2,0,2,0,0
MAMPITUBA,0,0,4,0,0,0,0,0,0,0,0,0,0
"MANOEL VIANA",0,1,81,3,1,0,0,0,5,0,0,0,0
MAQUINE,0,2,78,10,0,0,0,0,2,0,0,0,0
MARATA,0,0,12,1,0,0,0,0,0,0,0,0,0
MARAU,3,48,423,47,0,3,0,0,55,1,17,0,3
"MARCELINO RAMOS",0,0,59,1,0,0,0,0,5,0,0,0,0
"MARIANA PIMENTEL",0,0,7,3,1,0,0,0,1,0,0,0,0
"MARIANO MORO",0,1,19,1,0,0,0,0,0,0,0,0,0
"MARQUES DE SOUZA",0,0,16,3,0,2,0,0,0,0,0,0,0
MATA,1,0,34,0,1,0,0,0,4,0,1,0,0
"MATO CASTELHANO",0,0,16,3,0,0,0,0,1,0,0,0,0
"MATO LEITAO",0,1,14,1,0,1,0,0,0,0,0,0,0
"MATO QUEIMADO",0,0,3,0,0,0,0,0,0,0,0,0,0
"MAXIMILIANO DE ALMEIDA",1,4,73,2,0,0,0,0,6,0,1,0,0
"MINAS DO LEAO",1,0,69,2,0,0,1,0,0,0,1,0,0
MIRAGUAI,1,0,93,4,0,0,0,1,2,0,0,0,0
MONTAURI,0,0,11,0,0,0,0,0,1,0,0,0,0
"MONTE ALEGRE DOS CAMPOS",0,0,4,1,0,0,0,0,0,0,0,0,0
"MONTE BELO DO SUL",0,0,9,0,0,0,0,0,0,0,0,0,0
MONTENEGRO,6,70,1259,163,0,21,3,0,74,0,69,0,12
MORMACO,0,0,5,0,0,0,0,0,0,0,0,0,0
"MORRINHOS DO SUL",0,0,4,0,0,0,0,0,0,0,0,0,0
"MORRO REDONDO",1,0,25,0,0,0,0,0,0,0,0,0,0
"MORRO REUTER",0,1,13,2,0,0,0,0,1,0,0,0,0
MOSTARDAS,0,6,274,5,0,0,0,0,15,0,6,0,2
MUCUM,1,3,67,4,0,0,1,0,2,0,1,0,0
"MUITOS CAPOES",0,0,3,0,0,0,0,0,0,0,0,0,0
MULITERNO,1,1,8,1,0,0,0,0,1,0,0,0,0
NAO-ME-TOQUE,0,9,328,14,0,1,0,0,22,0,9,0,1
"NICOLAU VERGUEIRO",0,0,7,0,0,0,0,0,1,0,0,0,0
NONOAI,3,4,161,15,0,2,0,0,10,0,2,0,2
"NOVA ALVORADA",0,0,15,1,0,0,0,0,1,0,2,0,0
"NOVA ARACA",0,4,54,3,0,0,0,0,8,0,4,0,0
"NOVA BASSANO",0,6,85,0,0,4,0,0,5,0,5,0,0
"NOVA BOA VISTA",0,0,3,0,0,0,0,0,0,0,0,0,0
"NOVA BRESCIA",0,0,37,1,0,0,0,0,4,0,1,0,0
"NOVA CANDELARIA",0,0,1,0,0,0,0,0,0,0,0,0,0
"NOVA ESPERANCA DO SUL",0,0,7,0,0,0,0,0,4,0,0,0,0
"NOVA HARTZ",1,2,214,41,0,5,0,0,6,0,13,0,1
"NOVA PADUA",0,0,2,2,0,0,0,0,0,0,0,0,0
"NOVA PALMA",0,3,87,1,0,0,0,0,4,0,0,0,0
"NOVA PETROPOLIS",0,5,195,12,0,5,0,0,45,0,3,0,1
"NOVA PRATA",0,9,257,7,0,0,1,0,18,1,3,0,0
"NOVA RAMADA",0,0,28,0,0,0,0,0,1,0,0,0,0
"NOVA ROMA DO SUL",0,0,0,1,0,0,0,0,0,0,0,0,0
"NOVA SANTA RITA",1,1,31,11,0,3,0,0,4,0,3,0,0
"NOVO BARREIRO",0,0,8,0,0,0,0,0,0,0,0,0,0
"NOVO CABRAIS",0,1,21,2,0,0,0,0,0,0,0,0,0
"NOVO HAMBURGO",48,720,4802,2276,1,679,14,0,402,5,144,0,32
"NOVO MACHADO",0,0,10,1,0,0,0,0,0,1,0,0,0
"NOVO TIRADENTES",0,2,10,1,0,0,0,0,1,0,0,0,0
"NOVO XINGU",0,0,1,0,0,0,0,0,1,0,0,0,0
OSORIO,3,54,965,95,1,8,1,0,48,0,18,0,12
"OUTROS LOCAIS",0,0,30,0,0,0,0,0,0,0,0,0,0
"PAIM FILHO",0,2,20,0,0,0,0,0,4,0,0,0,1
"PALMARES DO SUL",2,10,412,16,0,2,0,0,7,1,3,0,1
"PALMEIRA DAS MISSOES",8,40,953,82,0,4,2,0,53,2,22,0,8
PALMITINHO,0,2,32,1,0,0,0,0,2,0,6,0,0
PANAMBI,1,15,493,15,0,5,1,0,51,0,9,0,6
"PANTANO GRANDE",2,2,154,12,0,0,0,0,14,0,3,0,0
PARAI,0,3,82,0,0,0,1,0,7,0,0,0,0
"PARAISO DO SUL",0,2,65,3,0,0,0,0,1,0,0,0,0
"PARECI NOVO",0,2,38,1,0,1,0,0,1,0,3,0,0
PAROBE,7,49,628,163,0,24,1,0,45,1,20,0,8
"PASSA SETE",0,0,23,1,0,1,0,0,0,0,0,0,0
"PASSO DO SOBRADO",0,2,55,3,0,1,0,0,5,0,0,0,0
"PASSO FUNDO",26,457,4391,479,1,45,10,1,202,8,77,2,28
"PAULO BENTO",0,0,6,1,0,0,0,0,1,0,0,0,0
PAVERAMA,1,3,33,6,1,0,1,0,2,0,0,0,0
"PEDRAS ALTAS",0,0,21,0,0,1,0,0,0,0,0,0,0
"PEDRO OSORIO",0,0,167,7,0,0,0,0,6,0,5,0,1
PEJUCARA,1,0,56,2,0,0,0,0,1,0,0,0,0
PELOTAS,17,494,6716,2120,2,67,12,1,499,3,157,1,20
"PICADA CAFE",0,3,15,2,0,0,0,0,4,0,1,0,0
PINHAL,0,3,47,0,0,0,0,0,1,0,0,0,0
"PINHAL DA SERRA",0,1,1,0,0,0,0,0,0,0,0,0,0
"PINHAL GRANDE",1,2,9,1,0,0,0,0,2,0,0,0,0
"PINHEIRINHO DO VALE",1,0,9,0,0,0,1,0,1,0,0,0,0
"PINHEIRO MACHADO",3,2,197,1,0,0,0,0,3,0,4,0,1
PIRAPO,0,0,45,1,0,1,0,0,1,0,0,0,0
PIRATINI,0,2,197,5,0,0,0,0,10,0,4,0,1
PLANALTO,4,8,211,11,0,0,0,0,6,1,3,0,4
"POCO DAS ANTAS",0,1,1,0,0,0,0,0,1,0,0,0,0
PONTAO,1,0,16,0,0,1,0,0,0,0,0,0,0
"PONTE PRETA",0,0,11,0,0,0,0,0,1,0,0,0,0
PORTAO,8,23,381,125,0,25,0,0,42,0,11,0,3
"PORTO ALEGRE",412,6985,49392,20298,30,3639,122,6,3670,60,2237,4,440
"PORTO LUCENA",0,1,59,3,0,0,0,0,2,0,0,0,0
"PORTO MAUA",1,0,19,1,0,0,0,0,4,0,0,0,0
"PORTO VERA CRUZ",0,0,19,3,0,0,0,0,1,0,0,0,0
"PORTO XAVIER",4,5,145,3,0,0,1,0,10,1,3,0,1
"POUSO NOVO",0,0,20,5,0,0,0,0,0,0,0,0,0
"PRESIDENTE LUCENA",0,0,12,2,0,1,0,0,0,0,0,0,0
PROGRESSO,0,2,41,4,0,0,0,0,0,0,0,0,0
"PROTASIO ALVES",0,0,12,0,0,0,0,0,0,0,0,0,0
PUTINGA,0,1,30,0,0,0,0,0,2,0,0,0,0
QUARAI,4,18,415,14,1,0,0,0,21,0,3,0,1
"QUATRO IRMAOS",0,0,9,1,0,0,0,0,0,0,0,0,0
QUEVEDOS,0,0,19,0,0,0,0,0,2,0,0,0,0
"QUINZE DE NOVEMBRO",0,0,20,1,0,0,0,0,0,0,0,0,1
REDENTORA,3,1,48,3,0,0,0,0,5,0,0,0,0
RELVADO,0,0,4,1,0,0,0,0,0,0,0,0,0
"RESTINGA SECA",1,3,211,22,0,0,1,0,6,0,1,0,1
"RIO DOS INDIOS",0,0,10,0,0,0,0,0,0,0,0,0,0
"RIO GRANDE",18,250,4424,1478,0,35,6,0,211,2,86,0,29
"RIO PARDO",3,5,549,46,0,2,0,0,30,1,14,0,2
RIOZINHO,0,1,50,7,0,0,0,0,1,0,0,0,0
"ROCA SALES",1,8,152,7,0,0,0,0,10,0,3,0,2
"RODEIO BONITO",1,7,74,1,0,1,0,0,4,0,0,0,0
ROLADOR,1,0,2,0,0,0,0,0,1,0,0,0,0
ROLANTE,4,7,189,23,0,2,0,0,9,0,1,0,1
"RONDA ALTA",1,1,122,4,0,1,0,0,7,0,0,0,0
RONDINHA,0,1,32,4,0,0,0,0,3,1,0,0,0
"ROQUE GONZALES",3,4,89,1,0,2,0,0,4,0,0,0,0
"ROSARIO DO SUL",4,23,897,28,1,1,2,0,41,1,21,0,3
"SAGRADA FAMILIA",0,3,5,1,0,0,0,0,0,0,0,0,0
"SALDANHA MARINHO",0,0,18,0,0,1,0,0,1,0,0,0,1
"SALTO DO JACUI",2,5,188,3,1,0,0,0,9,0,9,0,0
"SALVADOR DAS MISSOES",0,1,6,2,0,0,0,0,1,0,0,0,0
"SALVADOR DO SUL",0,1,57,5,0,0,0,0,8,0,3,0,0
SANANDUVA,1,6,107,3,0,0,0,0,17,0,3,0,0
"SANTA BARBARA DO SUL",1,1,91,4,1,0,1,0,8,0,0,0,0
"SANTA CECILIA DO SUL",0,0,5,3,0,0,0,0,0,0,0,0,0
"SANTA CLARA DO SUL",0,0,8,0,0,1,0,0,0,0,0,0,0
"SANTA CRUZ DO SUL",17,158,2450,313,1,26,2,0,146,5,91,0,15
"SANTA MARGARIDA DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0
"SANTA MARIA",22,222,6003,1052,1,24,5,0,368,1,313,2,18
"SANTA MARIA DO HERVAL",1,0,17,1,0,0,0,0,1,0,0,0,0
"SANTA ROSA",11,48,1177,73,0,2,2,0,86,1,30,0,6
"SANTA TEREZA",0,0,8,0,0,0,0,0,0,0,0,0,0
"SANTA VITORIA DO PALMAR",2,18,791,65,0,0,0,0,19,2,14,0,1
"SANTANA DA BOA VISTA",0,1,51,2,0,0,0,0,2,0,0,0,0
"SANTANA DO LIVRAMENTO",9,340,2125,167,0,6,1,1,120,1,17,0,3
SANTIAGO,3,18,964,60,0,0,3,0,69,0,23,0,2
"SANTO ANGELO",8,77,2006,226,0,5,6,0,124,7,61,0,6
"SANTO ANTONIO DA PATRULHA",5,20,436,44,0,5,2,0,22,0,13,0,0
