municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente
CAMAQUA,6,140,1645,222,1,5,2,0,142,6,28,60,27
CAMARGO,0,0,43,2,0,0,0,0,0,0,0,1,0
"CAMBARA DO SUL",0,2,74,1,0,0,0,0,2,0,2,4,2
"CAMPESTRE DA SERRA",0,2,18,0,0,0,0,0,1,0,0,2,0
"CAMPINA DAS MISSOES",0,1,39,2,0,0,0,0,1,0,0,2,0
"CAMPINAS DO SUL",0,2,19,1,0,0,0,0,2,0,0,2,2
"CAMPO BOM",2,103,1813,447,1,102,9,0,86,1,50,24,5
"CAMPO NOVO",1,2,104,3,0,1,0,0,9,0,4,3,0
"CAMPOS BORGES",0,0,35,0,0,0,0,0,0,0,0,2,0
CANDELARIA,5,24,587,55,0,4,0,0,39,0,11,43,7
"CANDIDO GODOI",0,0,25,0,0,0,0,0,3,0,1,1,0
CANDIOTA,3,1,155,1,0,0,1,0,17,0,0,2,0
CANELA,5,37,766,62,2,4,5,0,81,0,82,29,16
CANGUCU,2,21,434,26,1,5,0,0,13,0,7,26,1
CANOAS,59,868,6924,3874,7,1221,19,1,395,3,148,216,85
"CANUDOS DO VALE",0,1,17,1,0,1,0,0,1,0,0,0,0
"CAPAO BONITO DO SUL",0,0,38,1,0,0,0,0,1,0,0,1,0
"CAPAO DA CANOA",8,92,2185,209,0,10,6,0,120,3,47,35,40
"CAPAO DO CIPO",0,0,38,2,0,0,0,0,3,0,1,3,0
"CAPAO DO LEAO",2,8,392,61,0,3,0,0,20,0,2,13,1
"CAPELA DE SANTANA",3,7,181,12,0,5,0,0,5,2,6,1,1
CAPITAO,0,0,26,1,0,0,0,0,1,0,1,0,0
"CAPIVARI DO SUL",0,2,62,10,0,0,0,0,3,1,6,3,0
CARAA,0,1,39,6,1,2,0,0,2,0,0,0,0
CARAZINHO,6,75,1905,174,1,24,7,0,115,1,29,39,9
"CARLOS BARBOSA",0,27,283,36,0,12,2,0,29,0,1,2,3
"CARLOS GOMES",0,0,12,0,0,0,0,0,0,0,0,2,0
CASCA,1,27,104,8,0,1,0,0,4,0,0,8,0
CASEIROS,0,0,32,2,0,0,0,0,2,0,1,0,0
CATUIPE,2,2,197,5,0,1,1,0,7,0,1,9,0
"CAXIAS DO SUL",88,1656,7841,2326,4,643,22,2,529,0,164,343,77
CENTENARIO,0,0,10,1,0,0,0,0,0,0,0,3,0
CERRITO,0,0,97,5,0,0,0,0,1,0,2,0,0
"CERRO BRANCO",1,2,31,0,0,0,1,0,3,0,0,4,1
"CERRO GRANDE",1,1,21,1,0,0,0,0,0,0,0,2,0
"CERRO GRANDE DO SUL",4,16,166,20,1,0,1,0,8,0,0,9,0
"CERRO LARGO",1,7,221,11,0,1,0,0,20,0,9,11,4
CHAPADA,0,5,107,2,0,1,0,0,10,0,0,3,1
CHARQUEADAS,8,11,533,48,0,2,0,0,20,1,56,18,54
CHARRUA,0,0,17,3,0,0,0,0,0,0,0,1,0
CHIAPETTA,1,2,33,5,0,0,0,0,3,0,0,3,0
CHUI,1,2,152,6,0,0,0,0,3,0,0,0,0
CHUVISCA,0,1,69,7,0,0,1,0,6,0,0,1,0
CIDREIRA,1,19,1016,66,1,5,0,0,26,1,33,9,14
CIRIACO,1,8,119,5,0,1,0,0,2,0,0,10,1
COLINAS,0,0,18,3,0,0,0,0,1,0,0,0,0
COLORADO,0,3,31,0,0,0,0,0,1,0,0,0,0
CONDOR,0,2,82,5,0,0,0,0,10,0,1,2,1
CONSTANTINA,2,10,119,8,0,0,5,0,5,1,0,11,2
"COQUEIRO BAIXO",0,0,10,0,0,0,0,0,0,0,0,1,0
"COQUEIROS DO SUL",0,1,30,5,0,0,0,0,0,0,0,0,0
"CORONEL BARROS",0,0,17,0,0,0,0,0,2,0,0,0,0
"CORONEL BICACO",2,12,217,9,0,0,0,0,6,0,0,13,0
"CORONEL PILAR",0,0,7,1,0,0,0,0,1,1,0,0,0
COTIPORA,0,6,52,3,0,0,0,0,2,0,1,2,0
COXILHA,0,0,40,2,0,2,0,0,3,0,1,2,2
CRISSIUMAL,1,7,220,3,0,0,0,0,13,1,0,15,0
CRISTAL,0,1,57,12,0,0,0,0,6,0,0,3,1
"CRISTAL DO SUL",0,2,28,0,0,0,0,0,0,0,0,0,0
"CRUZ ALTA",5,141,2207,220,0,18,4,0,151,7,19,90,35
CRUZALTENSE,0,0,5,0,0,0,0,0,1,0,0,1,0
"CRUZEIRO DO SUL",0,3,114,26,0,5,1,0,21,0,2,2,0
"DAVID CANABARRO",0,7,34,0,0,0,0,0,6,0,0,3,0
DERRUBADAS,0,1,45,0,0,0,0,0,2,0,0,3,0
"DEZESSEIS DE NOVEMBRO",0,1,34,1,1,0,0,0,2,0,0,7,0
"DILERMANDO DE AGUIAR",0,0,62,1,0,0,0,0,2,0,0,5,1
"DOIS IRMAOS",6,44,327,39,0,20,8,0,111,0,6,6,2
"DOIS IRMAOS DAS MISSOES",0,1,11,2,0,0,0,0,1,0,0,1,0
"DOIS LAJEADOS",0,3,27,5,1,0,0,0,2,1,0,0,0
"DOM FELICIANO",5,9,187,18,0,0,2,0,12,0,0,15,1
"DOM PEDRITO",2,6,820,52,0,3,2,0,46,0,4,35,5
"DOM PEDRO DE ALCANTARA",0,3,29,3,0,0,0,0,1,0,2,0,0
"DONA FRANCISCA",0,1,101,3,0,0,0,0,1,0,0,2,0
"DOUTOR RICARDO",0,1,28,0,0,0,0,0,1,0,0,1,0
"DR MAURICIO CARDOSO",0,1,54,1,0,0,1,0,0,0,0,2,0
"ELDORADO DO SUL",8,2,828,158,0,11,0,0,28,0,11,26,9
ENCANTADO,3,24,357,33,0,5,6,0,17,1,14,9,6
"ENCRUZILHADA DO SUL",3,25,436,24,0,2,1,0,28,2,6,14,2
"ENGENHO VELHO",0,0,10,0,0,0,0,0,0,0,0,1,0
"ENTRE IJUIS",0,1,110,8,0,1,0,0,3,1,0,14,0
"ENTRE RIOS DO SUL",1,1,31,0,0,0,0,0,0,0,0,0,0
EREBANGO,0,0,29,3,0,1,0,0,1,0,0,2,0
ERECHIM,12,99,2028,260,1,11,9,0,132,1,27,103,68
ERNESTINA,0,1,51,2,0,0,0,0,6,0,0,2,1
"ERVAL GRANDE",0,1,15,1,0,0,0,0,1,0,0,1,0
"ERVAL SECO",0,2,35,5,0,0,0,0,0,0,0,6,0
ESMERALDA,1,2,38,5,0,0,1,0,2,0,0,7,0
"ESPERANCA DO SUL",0,0,18,1,0,0,0,0,0,1,0,1,0
ESPUMOSO,0,11,192,6,0,1,0,0,19,0,6,8,5
ESTACAO,0,0,65,1,0,0,0,0,2,0,0,4,0
"ESTANCIA VELHA",1,85,691,137,0,79,1,0,66,0,21,16,8
ESTEIO,16,155,2311,1109,1,389,7,0,162,2,11,33,10
ESTRELA,1,60,673,89,0,13,1,0,44,0,18,15,4
"ESTRELA VELHA",1,1,16,0,0,0,0,0,1,0,0,3,0
"EUGENIO DE CASTRO",0,0,44,4,0,0,0,0,2,0,0,5,0
"FAGUNDES VARELA",0,0,20,0,0,0,0,0,3,0,0,0,1
FARROUPILHA,3,113,1027,229,0,108,10,0,104,0,14,24,7
"FAXINAL DO SOTURNO",1,1,107,5,0,0,1,0,9,0,0,5,1
FAXINALZINHO,0,0,22,1,0,0,0,0,1,0,0,2,0
"FAZENDA VILA NOVA",0,5,71,4,0,1,1,0,1,0,0,4,0
FELIZ,0,16,91,10,0,3,0,0,7,0,3,3,1
"FLORES DA CUNHA",0,38,322,54,1,19,1,0,22,0,7,13,0
"FLORIANO PEIXOTO",0,0,12,2,0,1,0,0,7,0,0,1,0
"FONTOURA XAVIER",2,5,155,19,0,3,1,0,11,0,0,15,0
FORMIGUEIRO,1,0,83,4,0,0,0,0,11,0,2,14,0
FORQUETINHA,1,0,15,2,0,2,0,0,0,0,0,1,0
"FORTALEZA DOS VALOS",0,0,58,1,0,0,0,0,2,0,0,2,0
"FREDERICO WESTPHALEN",6,26,703,58,0,4,0,0,31,1,4,20,1
GARIBALDI,1,61,401,44,0,17,3,0,22,1,3,1,1
GARRUCHOS,0,1,86,2,0,0,0,0,0,0,1,1,0
GAURAMA,0,0,53,3,0,0,0,0,5,0,2,1,0
"GENERAL CAMARA",0,3,171,12,0,3,2,0,3,0,1,2,1
GENTIL,0,2,31,1,0,1,0,0,0,0,0,0,0
"GETULIO VARGAS",2,6,224,31,0,1,3,0,16,0,3,7,1
GIRUA,1,11,433,13,0,1,1,0,18,2,0,10,4
GLORINHA,0,2,106,12,0,4,0,0,5,0,0,4,0
GRAMADO,1,36,674,32,0,4,2,0,41,1,44,5,5
"GRAMADO DOS LOUREIROS",1,0,15,1,0,0,0,0,0,0,0,0,0
"GRAMADO XAVIER",0,0,48,5,0,0,0,0,0,0,0,6,0
GRAVATAI,18,281,4036,1364,3,325,7,0,330,6,100,127,33
GUABIJU,0,0,21,3,0,0,0,0,0,0,0,2,0
GUAIBA,25,68,1471,671,2,67,6,0,52,0,32,53,11
GUAPORE,1,27,272,23,1,3,0,0,38,0,10,15,7
"GUARANI DAS MISSOES",1,3,88,11,0,0,0,0,2,0,0,10,0
HARMONIA,0,1,23,3,0,1,0,0,1,0,0,0,0
HERVAL,1,0,96,8,0,1,0,0,5,0,0,6,0
HERVEIRAS,0,0,14,2,0,0,0,0,2,0,0,3,0
HORIZONTINA,0,20,179,9,1,2,3,0,13,0,2,5,1
"HULHA NEGRA",0,0,57,0,0,0,1,0,8,0,0,3,0
HUMAITA,1,3,82,1,0,2,0,0,7,0,0,4,0
IBARAMA,0,1,36,0,0,0,0,0,5,0,0,4,0
IBIACA,0,0,46,3,0,0,0,0,1,0,1,1,0
IBIRAIARAS,1,9,80,2,0,2,0,1,8,0,0,2,0
IBIRAPUITA,0,1,22,4,0,1,0,0,5,0,0,4,0
IBIRUBA,0,16,350,16,0,4,5,0,65,1,4,14,11
IGREJINHA,2,28,539,121,0,14,2,0,47,0,26,19,10
IJUI,5,186,2143,231,0,7,1,0,132,3,47,43,27
ILOPOLIS,1,1,23,7,0,0,0,0,2,0,1,0,0
IMBE,0,32,1594,66,0,6,1,0,38,0,56,6,15
IMIGRANTE,0,1,20,1,0,0,1,0,0,0,0,0,1
INDEPENDENCIA,1,5,133,2,0,0,1,0,2,0,0,4,0
INHACORA,0,2,26,0,0,0,0,0,1,0,0,5,0
IPE,0,2,73,8,0,2,1,0,7,0,2,7,1
"IPIRANGA DO SUL",0,1,12,0,0,0,0,0,1,0,0,0,0
IRAI,3,5,126,6,0,0,0,0,8,1,1,11,8
ITAARA,1,2,145,7,0,0,1,0,10,0,1,12,0
ITACURUBI,0,0,28,0,0,0,0,0,2,1,0,5,0
ITAPUCA,2,0,36,1,0,0,0,0,0,0,0,6,0
ITAQUI,3,5,599,65,0,1,1,0,43,1,11,56,14
ITATI,0,1,24,5,0,0,0,0,1,0,0,2,0
"ITATIBA DO SUL",2,2,18,0,0,0,0,0,1,0,0,4,0
IVORA,0,1,28,2,0,0,0,0,0,0,0,0,0
IVOTI,0,27,188,30,0,16,1,0,14,0,1,1,2
JABOTICABA,2,2,25,2,0,0,0,0,9,0,2,5,0
JACUIZINHO,0,0,16,0,0,0,0,0,0,0,0,2,0
JACUTINGA,0,5,28,0,0,0,0,0,4,0,0,2,0
JAGUARAO,3,8,466,24,0,1,2,0,33,0,12,11,1
JAGUARI,2,0,149,7,0,0,0,0,17,0,6,6,3
JAQUIRANA,2,2,42,6,0,1,0,0,2,0,2,5,0
JARI,0,0,40,1,0,0,0,0,0,0,0,7,0
JOIA,1,0,79,5,1,1,0,0,1,0,0,11,0
"JULIO DE CASTILHOS",1,4,357,33,0,0,1,0,25,0,15,32,5
"LAGOA BONITA DO SUL",0,0,17,1,0,0,0,0,12,2,0,1,0
"LAGOA DOS TRES CANTOS",0,2,13,0,0,0,0,0,2,0,0,2,0
"LAGOA VERMELHA",0,24,527,35,0,1,3,0,67,0,13,38,25
LAGOAO,1,0,36,2,0,0,0,0,2,0,0,5,0
LAJEADO,7,112,1616,396,2,69,11,0,154,2,137,44,26
"LAJEADO DO BUGRE",0,1,20,0,0,0,0,0,0,0,0,5,0
"LAVRAS DO SUL",2,0,73,2,0,0,0,0,5,0,1,6,1
"LIBERATO SALZANO",0,1,55,4,0,0,0,0,1,0,0,12,0
"LINDOLFO COLLOR",0,1,31,4,0,1,0,0,0,0,0,1,0
"LINHA NOVA",0,0,8,0,0,0,0,0,0,0,0,0,0
MACAMBARA,0,0,57,2,0,1,0,0,1,0,0,2,0
MACHADINHO,0,1,72,0,0,0,0,0,5,0,1,6,0
MAMPITUBA,1,0,13,3,0,0,0,0,1,0,0,1,0
"MANOEL VIANA",2,1,120,5,0,1,0,0,4,0,0,8,0
MAQUINE,0,2,94,8,0,1,0,0,2,0,0,3,1
MARATA,0,1,12,1,0,1,0,0,1,0,0,1,0
MARAU,1,76,437,48,0,18,0,0,44,1,4,22,2
"MARCELINO RAMOS",0,0,39,1,0,0,0,0,2,0,1,1,0
"MARIANA PIMENTEL",0,1,89,5,0,0,0,0,0,0,0,3,0
"MARIANO MORO",0,1,13,0,0,0,0,0,0,0,0,2,0
"MARQUES DE SOUZA",0,1,24,3,0,0,0,0,3,0,1,2,1
MATA,1,1,62,2,0,0,0,0,4,0,1,2,1
"MATO CASTELHANO",0,4,53,4,0,2,0,0,1,0,0,5,0
"MATO LEITAO",0,2,17,6,0,1,1,0,1,0,0,1,0
"MATO QUEIMADO",0,0,3,0,0,0,0,0,0,0,0,0,0
"MAXIMILIANO DE ALMEIDA",0,0,26,1,0,0,0,0,5,0,0,2,0
"MINAS DO LEAO",1,0,116,9,0,0,0,0,0,0,0,3,0
MIRAGUAI,2,3,87,3,0,0,0,0,2,0,0,3,0
MONTAURI,0,0,7,0,0,0,0,0,1,0,0,2,0
"MONTE ALEGRE DOS CAMPOS",0,0,16,0,0,0,0,0,0,0,0,1,0
"MONTE BELO DO SUL",0,0,17,0,0,0,1,0,4,0,0,1,0
MONTENEGRO,13,100,1321,192,0,21,1,0,133,0,58,31,19
MORMACO,0,1,31,0,0,1,0,0,1,0,0,1,0
"MORRINHOS DO SUL",0,3,13,2,0,0,0,0,2,0,1,0,1
"MORRO REDONDO",0,0,69,4,0,0,0,0,4,0,0,1,0
"MORRO REUTER",0,3,35,10,0,7,0,0,3,0,0,0,0
MOSTARDAS,1,3,315,17,0,2,4,0,18,0,1,20,8
MUCUM,0,1,117,7,0,1,3,0,3,0,0,3,0
"MUITOS CAPOES",0,0,30,2,0,0,0,0,2,0,0,0,0
MULITERNO,0,0,15,0,0,0,0,0,0,0,0,2,0
NAO-ME-TOQUE,2,11,327,25,0,5,1,0,31,0,2,15,2
"NICOLAU VERGUEIRO",0,0,28,0,0,0,0,0,1,0,1,0,1
NONOAI,2,6,181,18,0,1,0,0,7,2,2,21,1
"NOVA ALVORADA",1,1,31,1,0,0,0,0,1,0,1,2,0
"NOVA ARACA",0,4,35,0,0,0,0,0,0,0,0,0,0
"NOVA BASSANO",0,17,68,7,0,1,0,0,10,0,4,4,8
"NOVA BOA VISTA",0,2,6,0,0,0,0,0,2,0,0,0,0
"NOVA BRESCIA",0,4,33,1,0,0,0,0,2,0,0,0,0
"NOVA CANDELARIA",0,0,14,0,0,0,0,0,1,0,0,1,0
"NOVA ESPERANCA DO SUL",0,0,38,1,0,0,0,0,3,0,0,4,0
"NOVA HARTZ",4,5,300,42,0,7,1,1,33,0,2,4,0
"NOVA PADUA",0,1,25,5,0,1,0,0,1,0,0,0,0
"NOVA PALMA",1,4,75,4,0,0,0,0,5,0,2,3,0
"NOVA PETROPOLIS",2,12,208,11,0,3,3,0,35,1,9,2,4
"NOVA PRATA",1,16,316,10,0,0,1,0,35,0,8,3,4
"NOVA RAMADA",0,0,10,0,0,0,0,0,1,0,0,0,0
"NOVA ROMA DO SUL",0,1,25,6,0,1,0,0,4,0,0,0,1
"NOVA SANTA RITA",2,4,276,40,0,5,1,0,13,0,7,7,6
"NOVO BARREIRO",0,3,30,2,0,0,0,0,1,0,0,3,0
"NOVO CABRAIS",0,0,29,1,0,0,0,0,3,0,1,3,0
"NOVO HAMBURGO",47,1055,5303,2603,9,1004,32,0,560,7,70,129,34
"NOVO MACHADO",0,0,13,0,0,0,0,0,0,0,0,1,0
"NOVO TIRADENTES",0,1,14,0,0,0,0,0,1,0,0,3,0
"NOVO XINGU",0,2,5,0,0,0,0,0,0,0,0,1,0
OSORIO,4,47,1269,133,1,8,2,1,53,1,65,23,9
"OUTROS LOCAIS",0,0,61,0,0,0,0,0,5,0,0,0,0
"PAIM FILHO",0,0,22,1,0,0,1,0,0,0,0,3,0
"PALMARES DO SUL",0,15,692,29,0,4,1,0,13,0,8,5,3
"PALMEIRA DAS MISSOES",8,78,881,66,1,3,0,1,31,3,16,60,9
PALMITINHO,1,4,40,5,0,0,0,0,2,0,0,4,2
PANAMBI,3,18,700,54,0,4,0,0,66,0,23,27,9
"PANTANO GRANDE",1,2,258,19,1,0,0,0,9,0,2,14,0
PARAI,0,13,66,8,0,0,0,0,12,0,0,5,0
"PARAISO DO SUL",0,3,95,7,0,0,1,0,2,0,0,9,0
"PARECI NOVO",0,2,40,4,0,0,0,0,8,0,1,0,1
PAROBE,7,64,811,162,1,31,5,0,96,0,26,17,9
"PASSA SETE",0,1,39,5,0,0,0,0,1,0,1,5,0
"PASSO DO SOBRADO",0,4,85,9,0,2,1,0,8,0,2,1,0
"PASSO FUNDO",36,653,5124,1161,2,160,15,1,304,6,74,155,45
"PAULO BENTO",0,2,36,2,0,0,0,0,0,0,0,3,0
PAVERAMA,0,2,38,9,0,1,0,0,1,0,0,2,0
"PEDRAS ALTAS",1,0,27,1,0,0,0,0,0,0,0,4,0
"PEDRO OSORIO",1,1,234,21,0,0,1,0,7,0,0,2,2
PEJUCARA,0,0,59,2,0,0,0,0,1,0,3,5,1
PELOTAS,16,309,7060,2498,2,127,16,0,505,5,120,137,15
"PICADA CAFE",0,1,41,2,0,2,0,0,1,0,1,0,0
PINHAL,0,3,29,2,1,0,0,0,1,0,0,3,0
"PINHAL DA SERRA",1,0,27,2,0,0,0,0,0,0,0,2,0
"PINHAL GRANDE",2,3,54,2,0,0,0,0,5,0,0,5,0
"PINHEIRINHO DO VALE",0,0,18,1,0,0,0,0,1,0,0,1,0
"PINHEIRO MACHADO",2,1,191,7,0,1,2,0,16,0,0,5,6
PIRAPO,4,1,50,1,0,0,0,0,1,0,0,7,0
PIRATINI,2,3,262,13,1,0,0,0,9,0,1,17,2
PLANALTO,2,6,192,25,0,3,0,0,5,1,3,7,2
"POCO DAS ANTAS",0,1,9,4,0,0,0,0,0,0,0,0,0
PONTAO,0,3,73,6,0,1,0,0,3,0,0,4,0
"PONTE PRETA",0,0,15,0,0,0,0,0,0,0,0,0,0
PORTAO,3,27,605,124,0,49,0,0,27,0,8,17,7
"PORTO ALEGRE",275,6441,44390,24385,31,7157,278,3,5409,39,2241,831,972
"PORTO LUCENA",2,0,47,2,0,0,0,0,2,0,0,2,0
"PORTO MAUA",0,0,25,0,0,0,0,0,1,0,0,0,0
"PORTO VERA CRUZ",0,0,24,1,0,0,0,0,0,0,0,6,0
"PORTO XAVIER",0,2,158,5,0,0,0,0,19,0,1,33,0
"POUSO NOVO",0,0,37,3,0,0,0,0,0,1,0,3,0
"PRESIDENTE LUCENA",0,3,14,0,0,0,0,0,0,0,1,0,0
PROGRESSO,0,5,82,7,0,2,0,0,3,0,2,9,0
"PROTASIO ALVES",0,0,11,0,0,0,0,0,0,0,0,1,0
PUTINGA,1,2,29,2,0,2,0,0,1,0,0,4,0
QUARAI,3,14,440,29,0,0,2,0,22,0,3,21,3
"QUATRO IRMAOS",0,0,26,2,0,0,0,0,1,0,0,2,0
QUEVEDOS,1,5,31,5,0,0,0,0,0,0,0,2,0
"QUINZE DE NOVEMBRO",0,3,26,0,0,0,0,0,6,0,0,1,0
REDENTORA,3,3,58,4,0,0,0,0,8,0,0,7,0
RELVADO,0,2,11,0,0,0,0,0,0,0,0,0,0
"RESTINGA SECA",1,1,332,21,1,1,1,0,15,0,0,3,0
"RIO DOS INDIOS",1,0,34,1,0,0,0,0,1,0,0,8,0
"RIO GRANDE",17,186,3987,1230,0,45,11,1,302,2,97,109,80
"RIO PARDO",3,19,579,61,0,4,3,0,32,1,13,13,6
RIOZINHO,0,0,61,8,0,0,0,0,5,0,0,6,0
"ROCA SALES",0,1,169,9,0,0,0,0,5,0,1,6,0
"RODEIO BONITO",0,2,37,2,0,0,0,0,3,0,0,2,0
ROLADOR,0,3,25,2,0,1,0,0,0,0,0,3,0
ROLANTE,2,18,237,44,0,3,0,0,29,0,4,13,0
"RONDA ALTA",0,7,125,9,0,4,0,0,4,0,0,2,0
RONDINHA,0,2,37,2,0,0,1,0,1,0,2,2,0
"ROQUE GONZALES",1,0,68,10,0,0,1,0,2,0,0,13,1
"ROSARIO DO SUL",6,8,817,52,0,1,0,0,45,1,19,50,7
"SAGRADA FAMILIA",0,2,21,0,0,0,0,0,0,0,1,0,0
"SALDANHA MARINHO",0,4,36,0,0,1,0,0,2,0,0,2,0
"SALTO DO JACUI",2,15,376,13,0,1,1,0,29,1,3,20,1
"SALVADOR DAS MISSOES",0,1,17,0,0,0,0,0,3,0,0,1,0
"SALVADOR DO SUL",0,0,63,0,0,1,0,0,6,0,2,1,1
SANANDUVA,1,5,123,7,0,0,1,1,25,1,2,9,2
"SANTA BARBARA DO SUL",2,3,128,16,0,3,2,0,14,0,0,5,1
"SANTA CECILIA DO SUL",0,0,24,0,0,0,0,0,1,0,0,4,0
"SANTA CLARA DO SUL",0,1,47,9,0,1,0,0,0,0,0,2,0
"SANTA CRUZ DO SUL",15,512,2310,632,3,120,9,1,173,2,70,73,17
"SANTA MARGARIDA DO SUL",0,0,21,0,0,0,0,0,0,0,0,0,0
"SANTA MARIA",11,244,5966,1236,3,51,45,0,619,4,246,155,59
"SANTA MARIA DO HERVAL",1,0,13,1,0,0,0,0,1,0,0,1,0
"SANTA ROSA",4,51,1071,80,0,3,7,0,84,3,39,46,30
"SANTA TEREZA",0,0,11,0,0,0,0,0,0,0,0,1,0
"SANTA VITORIA DO PALMAR",5,27,747,57,0,1,1,0,36,0,7,15,1
"SANTANA DA BOA VISTA",0,2,78,7,0,0,1,0,1,0,0,1,2
"SANTANA DO LIVRAMENTO",8,165,1931,176,1,20,1,0,113,1,29,61,8
SANTIAGO,4,17,1049,85,0,1,5,0,132,0,29,43,24
"SANTO ANGELO",7,83,1835,257,0,14,9,0,102,0,31,60,11
"SANTO ANTONIO DA PATRULHA",4,17,616,46,0,12,2,0,19,0,5,14,3
