municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente
"ERVAL GRANDE",2,1,19,2,0,0,0,0,0,0,0,2,0
"ERVAL SECO",2,2,59,6,0,0,0,0,0,1,4,4,0
ESMERALDA,2,1,57,1,0,0,0,0,11,0,0,3,0
"ESPERANCA DO SUL",0,0,28,0,0,0,0,0,2,0,0,2,0
ESPUMOSO,1,3,188,6,0,1,0,0,22,0,2,14,5
ESTACAO,0,1,84,4,0,0,0,0,2,0,1,4,0
"ESTANCIA VELHA",3,78,559,143,0,99,1,0,54,0,7,22,3
ESTEIO,15,102,2086,1118,2,231,3,0,101,4,21,43,10
ESTRELA,4,91,725,132,0,14,3,0,27,1,1,18,2
"ESTRELA VELHA",0,0,28,0,0,0,0,0,1,0,0,1,0
"EUGENIO DE CASTRO",0,1,55,4,0,0,0,0,1,0,0,5,0
"FAGUNDES VARELA",0,0,20,3,0,0,0,0,0,0,1,1,1
FARROUPILHA,5,76,1082,204,2,61,11,0,99,0,17,6,6
"FAXINAL DO SOTURNO",1,0,111,3,0,0,0,0,8,1,1,5,3
FAXINALZINHO,0,2,32,4,0,0,0,0,1,0,0,3,0
"FAZENDA VILA NOVA",0,2,46,6,0,2,0,0,6,0,1,0,3
FELIZ,1,16,111,10,0,3,0,0,13,1,3,2,1
"FLORES DA CUNHA",0,28,398,41,0,14,2,0,45,4,2,13,0
"FLORIANO PEIXOTO",0,0,14,0,0,0,0,0,1,0,0,0,0
"FONTOURA XAVIER",2,17,123,12,0,1,2,0,7,1,1,10,1
FORMIGUEIRO,0,0,68,6,0,0,1,0,9,0,0,10,0
FORQUETINHA,0,0,11,2,0,0,0,0,0,0,0,0,0
"FORTALEZA DOS VALOS",1,2,75,4,0,0,0,0,11,0,0,2,1
"FREDERICO WESTPHALEN",10,37,854,42,0,2,1,0,38,0,10,39,1
GARIBALDI,5,63,350,43,2,18,0,0,25,1,2,5,1
GARRUCHOS,1,2,106,1,0,0,0,0,1,0,0,4,0
GAURAMA,0,0,43,1,0,0,0,0,10,0,0,2,0
"GENERAL CAMARA",0,2,147,12,0,0,0,0,5,0,1,4,0
GENTIL,0,3,33,3,0,1,0,0,0,0,0,0,0
"GETULIO VARGAS",0,12,273,39,1,0,0,0,27,2,4,12,4
GIRUA,3,23,439,18,0,4,0,0,27,0,4,16,1
GLORINHA,0,2,98,6,0,3,0,0,8,0,0,5,0
GRAMADO,1,54,871,48,0,5,2,0,70,2,13,10,8
"GRAMADO DOS LOUREIROS",0,0,17,1,0,0,0,0,0,0,0,2,0
"GRAMADO XAVIER",0,0,33,2,0,0,0,0,0,0,0,4,0
GRAVATAI,26,274,4141,1260,0,241,11,0,318,4,89,126,49
GUABIJU,0,1,20,0,0,0,0,0,1,0,0,0,0
GUAIBA,19,64,1556,888,0,30,4,0,82,1,33,65,16
GUAPORE,1,14,245,17,0,2,1,0,30,1,7,23,17
"GUARANI DAS MISSOES",0,4,193,14,0,0,1,0,6,0,0,12,1
HARMONIA,0,2,18,0,0,0,0,0,1,0,0,1,0
HERVAL,0,0,117,0,0,0,0,0,1,0,0,5,0
HERVEIRAS,0,0,12,1,0,0,0,0,1,0,0,2,0
HORIZONTINA,0,4,152,3,0,0,1,0,15,1,4,10,0
"HULHA NEGRA",2,1,97,2,0,0,0,0,2,0,1,4,0
HUMAITA,0,1,34,2,0,0,0,0,4,0,0,5,0
IBARAMA,0,1,24,0,0,1,0,0,2,0,0,3,0
IBIACA,1,0,51,5,0,0,2,0,9,0,0,2,0
IBIRAIARAS,1,5,86,2,0,0,0,0,16,0,0,3,0
IBIRAPUITA,1,1,33,1,0,0,0,0,3,0,0,10,0
IBIRUBA,2,6,369,9,0,0,1,0,50,1,2,12,3
IGREJINHA,4,26,601,103,0,16,3,0,63,1,30,15,6
IJUI,7,123,2437,193,2,8,2,0,206,0,34,52,7
ILOPOLIS,0,5,32,8,1,1,0,0,2,0,0,2,0
IMBE,0,22,1437,93,0,8,1,0,49,0,27,11,9
IMIGRANTE,0,0,19,1,0,0,0,0,1,0,0,0,0
INDEPENDENCIA,0,2,99,4,0,0,0,0,3,0,0,5,0
INHACORA,0,0,21,1,0,0,0,0,0,0,0,0,0
IPE,1,0,88,4,0,0,0,0,2,0,3,3,4
"IPIRANGA DO SUL",0,1,15,2,0,0,0,0,0,0,0,0,0
IRAI,2,8,136,8,0,1,1,0,11,1,2,21,9
ITAARA,0,2,130,4,0,0,0,0,5,1,0,8,1
ITACURUBI,0,1,29,1,0,0,0,0,2,0,0,1,0
ITAPUCA,0,1,40,5,0,0,0,0,0,0,0,13,0
ITAQUI,10,11,812,96,1,2,1,0,40,2,8,51,14
ITATI,0,2,16,0,0,0,0,0,0,0,2,3,0
"ITATIBA DO SUL",0,0,23,1,0,0,0,0,0,0,0,3,0
IVORA,0,0,31,2,0,0,0,0,3,0,0,2,1
IVOTI,1,19,190,29,0,15,1,0,15,0,4,4,0
JABOTICABA,0,2,47,2,0,0,0,0,1,0,0,5,0
JACUIZINHO,0,1,17,2,0,0,0,0,0,0,0,1,0
JACUTINGA,1,3,33,3,0,1,0,0,2,0,1,3,0
JAGUARAO,2,6,443,26,0,0,1,0,29,0,5,11,2
JAGUARI,0,2,144,9,1,0,2,0,9,1,1,9,2
JAQUIRANA,1,0,6,0,0,0,0,0,0,0,0,2,0
JARI,0,0,35,0,0,0,0,0,1,0,0,3,0
JOIA,1,4,90,5,0,0,0,0,5,0,0,9,0
"JULIO DE CASTILHOS",1,3,501,48,0,0,1,0,35,0,9,33,3
"LAGOA BONITA DO SUL",0,0,25,2,0,0,0,0,1,0,0,3,0
"LAGOA DOS TRES CANTOS",0,1,16,1,0,0,0,0,7,0,0,0,0
"LAGOA VERMELHA",2,14,565,31,1,2,1,0,38,1,12,23,9
LAGOAO,0,0,35,2,0,0,0,0,2,0,0,5,0
LAJEADO,11,134,1337,433,2,61,7,0,168,4,32,73,13
"LAJEADO DO BUGRE",0,0,22,1,0,0,0,0,0,0,0,3,0
"LAVRAS DO SUL",0,0,80,3,0,0,0,0,2,0,1,2,0
"LIBERATO SALZANO",1,1,55,1,0,0,0,0,0,0,0,5,0
"LINDOLFO COLLOR",0,3,35,1,0,2,0,0,1,1,0,3,0
"LINHA NOVA",0,0,9,0,0,0,0,0,0,0,0,0,0
MACAMBARA,0,1,68,1,0,0,0,0,1,1,0,3,0
MACHADINHO,0,2,80,2,0,0,0,0,4,0,0,6,0
MAMPITUBA,0,1,25,1,0,0,0,0,0,0,0,0,0
"MANOEL VIANA",1,1,167,5,0,0,0,0,3,0,0,4,0
MAQUINE,1,2,81,8,0,0,0,0,2,0,0,6,0
MARATA,0,0,13,2,0,2,0,0,2,0,0,0,0
MARAU,4,68,515,24,0,7,1,0,66,0,4,16,1
"MARCELINO RAMOS",0,1,81,3,0,0,0,0,2,0,0,2,1
"MARIANA PIMENTEL",0,2,85,4,0,0,0,0,1,0,1,2,0
"MARIANO MORO",0,0,18,0,0,0,0,0,1,0,0,0,1
"MARQUES DE SOUZA",0,0,29,3,0,0,0,0,2,0,0,3,0
MATA,0,1,60,3,0,0,1,0,5,0,0,5,0
"MATO CASTELHANO",0,3,45,1,0,1,0,0,1,0,0,2,0
"MATO LEITAO",0,0,23,1,0,1,0,0,3,0,1,0,0
"MATO QUEIMADO",0,0,5,0,0,0,0,0,0,0,0,4,0
"MAXIMILIANO DE ALMEIDA",1,2,47,2,0,0,0,0,6,0,0,6,0
"MINAS DO LEAO",1,1,118,8,0,0,0,0,2,0,1,3,0
MIRAGUAI,1,1,95,1,0,0,0,0,4,0,0,2,0
MONTAURI,0,0,2,0,0,0,0,0,0,0,0,0,0
"MONTE ALEGRE DOS CAMPOS",1,2,6,0,0,0,0,0,0,0,0,1,0
"MONTE BELO DO SUL",0,0,18,0,0,1,0,0,0,0,0,2,0
MONTENEGRO,4,60,1531,222,1,23,1,0,87,1,50,26,26
MORMACO,0,1,28,2,0,0,0,0,1,0,0,2,0
"MORRINHOS DO SUL",0,4,12,0,0,0,0,0,2,0,0,0,0
"MORRO REDONDO",0,1,49,3,1,0,0,0,2,0,0,0,0
"MORRO REUTER",0,3,31,5,0,2,0,0,3,0,0,1,0
MOSTARDAS,0,9,346,19,0,1,0,0,19,0,2,8,0
MUCUM,0,3,90,8,0,0,1,0,4,0,0,2,1
"MUITOS CAPOES",0,2,38,0,0,0,0,0,0,0,0,2,0
MULITERNO,0,0,21,1,0,0,0,0,0,0,0,2,0
NAO-ME-TOQUE,0,12,293,23,0,1,1,0,25,2,6,6,1
"NICOLAU VERGUEIRO",0,0,23,3,0,0,0,0,1,0,0,2,0
NONOAI,1,9,220,10,0,0,0,0,10,0,2,14,2
"NOVA ALVORADA",1,3,22,4,0,0,0,0,2,0,0,3,0
"NOVA ARACA",0,0,37,2,0,0,0,0,1,0,0,0,0
"NOVA BASSANO",1,2,86,2,0,0,0,0,7,0,1,1,1
"NOVA BOA VISTA",0,0,9,0,0,0,0,0,1,0,0,1,0
"NOVA BRESCIA",0,3,30,0,0,0,0,0,5,0,0,0,0
"NOVA CANDELARIA",0,0,13,0,0,0,0,0,2,0,0,0,0
"NOVA ESPERANCA DO SUL",1,1,36,2,0,0,0,0,9,0,0,2,0
"NOVA HARTZ",0,9,273,28,0,12,2,0,22,0,4,5,1
"NOVA PADUA",1,1,22,1,0,1,0,0,0,0,0,0,0
"NOVA PALMA",0,5,106,4,1,0,0,0,10,1,2,4,0
"NOVA PETROPOLIS",2,11,207,17,0,0,2,0,46,1,1,2,1
"NOVA PRATA",0,10,288,16,0,3,1,0,29,0,7,10,1
"NOVA RAMADA",0,0,22,0,0,0,0,0,0,0,0,3,0
"NOVA ROMA DO SUL",0,1,28,3,0,0,0,0,3,0,0,1,0
"NOVA SANTA RITA",0,5,258,36,1,5,0,0,14,0,3,10,3
"NOVO BARREIRO",1,3,38,3,0,0,0,0,1,0,0,3,0
"NOVO CABRAIS",0,0,34,0,0,1,0,0,3,0,1,4,0
"NOVO HAMBURGO",36,1144,5497,2327,5,694,10,0,440,3,73,134,28
"NOVO MACHADO",0,0,15,1,0,0,0,0,2,0,0,3,0
"NOVO TIRADENTES",0,0,32,0,0,0,0,0,0,0,0,2,0
"NOVO XINGU",0,0,7,0,0,0,0,0,0,0,0,1,0
OSORIO,0,54,1072,178,0,11,1,0,76,0,57,17,13
"OUTROS LOCAIS",0,0,49,1,0,0,0,0,2,0,0,0,0
"PAIM FILHO",0,0,41,0,0,0,0,0,2,0,0,1,0
"PALMARES DO SUL",0,2,565,39,0,1,0,0,11,0,7,17,1
"PALMEIRA DAS MISSOES",12,53,979,84,1,4,3,0,51,1,18,58,3
PALMITINHO,1,1,54,4,0,0,0,0,1,0,1,3,0
PANAMBI,3,27,815,28,0,7,1,0,66,2,30,17,3
"PANTANO GRANDE",0,2,310,28,1,0,0,0,15,0,1,7,0
PARAI,0,10,49,1,0,0,0,0,6,0,1,1,0
"PARAISO DO SUL",0,3,77,3,0,0,0,0,2,0,0,3,0
"PARECI NOVO",0,3,45,5,0,0,0,0,16,0,1,0,0
PAROBE,9,43,715,192,0,43,2,0,51,1,26,26,20
"PASSA SETE",2,0,35,1,0,0,0,0,9,0,1,5,0
"PASSO DO SOBRADO",1,1,74,2,0,1,0,0,30,0,0,3,0
"PASSO FUNDO",21,563,4867,906,1,77,13,0,414,5,82,159,46
"PAULO BENTO",0,2,30,2,0,0,0,0,0,0,0,0,0
PAVERAMA,0,2,47,5,0,1,2,0,2,0,0,6,0
"PEDRAS ALTAS",0,0,48,0,0,0,0,0,1,0,0,0,0
"PEDRO OSORIO",1,5,258,19,1,2,1,0,9,0,3,6,1
PEJUCARA,1,2,69,1,0,0,0,0,1,0,0,1,0
PELOTAS,25,311,7180,1998,3,104,15,0,485,2,109,122,29
"PICADA CAFE",0,2,47,5,0,3,0,0,5,1,3,1,0
PINHAL,0,2,31,3,0,0,0,0,2,0,0,2,0
"PINHAL DA SERRA",0,0,56,0,0,0,0,0,7,0,0,7,0
"PINHAL GRANDE",0,0,64,5,0,0,0,0,0,1,0,1,0
"PINHEIRINHO DO VALE",0,1,35,1,0,0,0,0,0,0,0,3,1
"PINHEIRO MACHADO",1,0,85,5,0,0,0,0,3,1,3,0,0
PIRAPO,1,0,38,0,0,0,0,0,1,1,0,4,0
PIRATINI,1,5,251,8,0,1,0,0,11,0,1,12,1
PLANALTO,5,7,171,22,0,1,1,0,10,0,1,6,0
"POCO DAS ANTAS",0,1,5,0,0,0,0,0,0,0,0,0,0
PONTAO,0,0,52,6,0,0,0,0,1,0,0,1,0
"PONTE PRETA",0,0,20,1,0,0,0,0,0,0,0,0,0
PORTAO,1,25,617,127,1,34,1,1,26,1,10,15,4
"PORTO ALEGRE",340,6906,48514,23707,27,5719,141,4,5008,36,2110,907,962
"PORTO LUCENA",0,2,42,3,0,0,0,0,2,0,1,6,0
"PORTO MAUA",0,2,34,1,0,0,1,1,0,0,0,0,0
"PORTO VERA CRUZ",1,0,18,0,0,0,0,0,0,0,0,6,0
"PORTO XAVIER",2,1,169,9,0,1,0,0,10,0,6,28,2
"POUSO NOVO",0,1,30,1,0,1,0,0,32,0,0,2,0
"PRESIDENTE LUCENA",0,1,21,1,0,0,0,0,2,0,0,1,0
PROGRESSO,5,2,73,5,0,1,2,0,2,0,0,8,0
"PROTASIO ALVES",0,0,12,0,0,0,0,0,2,0,0,0,0
PUTINGA,1,3,45,0,0,0,0,0,6,0,0,2,0
QUARAI,2,16,560,36,0,1,0,0,18,0,11,37,6
"QUATRO IRMAOS",0,0,27,1,0,0,0,0,1,0,0,2,0
QUEVEDOS,0,1,26,0,0,0,0,0,0,0,0,6,0
"QUINZE DE NOVEMBRO",0,0,28,1,0,0,0,0,3,0,0,1,0
REDENTORA,2,2,83,6,0,1,0,0,3,0,1,6,0
RELVADO,0,2,20,0,0,0,0,0,0,1,0,1,0
"RESTINGA SECA",2,1,275,10,0,0,0,0,17,1,0,10,1
"RIO DOS INDIOS",0,1,35,2,0,0,0,0,1,0,0,4,0
"RIO GRANDE",18,125,4018,1073,1,26,13,1,324,1,87,119,121
"RIO PARDO",4,15,626,73,0,3,1,0,51,0,6,9,2
RIOZINHO,0,4,30,7,0,0,0,0,7,0,0,0,0
"ROCA SALES",1,4,196,8,0,0,1,0,10,0,4,5,2
"RODEIO BONITO",0,3,52,2,0,0,0,0,5,0,0,2,1
ROLADOR,0,0,26,2,0,0,0,0,1,0,0,4,0
ROLANTE,1,24,232,34,1,8,1,0,19,1,9,16,9
"RONDA ALTA",0,1,138,6,0,0,0,0,7,0,0,8,0
RONDINHA,0,0,46,2,0,0,0,0,6,0,0,1,0
"ROQUE GONZALES",2,0,56,4,0,3,0,0,6,0,1,7,1
"ROSARIO DO SUL",5,17,1105,64,0,5,2,0,37,0,15,50,6
"SAGRADA FAMILIA",0,0,15,2,0,0,0,0,1,0,0,1,0
"SALDANHA MARINHO",0,0,30,1,0,0,0,0,8,0,0,0,1
"SALTO DO JACUI",3,7,358,11,0,0,5,0,24,1,4,32,1
"SALVADOR DAS MISSOES",0,1,10,0,0,0,0,0,0,0,1,4,0
"SALVADOR DO SUL",0,2,68,8,0,0,0,0,3,0,2,2,1
SANANDUVA,0,5,104,5,0,0,0,0,33,0,2,12,1
"SANTA BARBARA DO SUL",1,4,168,11,0,0,4,0,31,1,3,3,12
"SANTA CECILIA DO SUL",1,0,17,0,0,0,0,0,0,0,0,0,0
"SANTA CLARA DO SUL",0,1,40,5,0,0,0,0,3,0,0,2,0
"SANTA CRUZ DO SUL",13,371,2422,516,0,33,7,0,152,2,47,79,14
"SANTA MARGARIDA DO SUL",0,0,28,1,0,0,0,0,0,0,0,1,0
"SANTA MARIA",15,303,6656,1261,3,38,29,0,710,1,267,192,37
"SANTA MARIA DO HERVAL",0,1,21,4,0,0,0,0,4,0,0,0,0
"SANTA ROSA",5,73,1163,78,0,3,0,0,179,0,33,72,37
"SANTA TEREZA",0,1,9,0,0,0,0,0,0,0,0,0,0
"SANTA VITORIA DO PALMAR",4,23,760,51,0,1,0,0,32,0,5,13,1
"SANTANA DA BOA VISTA",0,3,42,5,0,0,0,0,4,0,0,2,0
"SANTANA DO LIVRAMENTO",11,253,1889,185,1,7,2,0,88,1,24,57,8
SANTIAGO,3,18,1016,58,0,1,6,0,92,1,25,45,13
"SANTO ANGELO",8,95,2702,320,1,15,20,0,141,6,32,76,4
"SANTO ANTONIO DA PATRULHA",3,28,581,43,0,8,1,1,37,0,10,25,4
